site_no,Year,UNIT_NAME
USGS-354900118270001,2006,Quaternary alluvium and marine deposits
USGS-355000118380001,2006,Quaternary alluvium and marine deposits
USGS-355053119195201,2006,Quaternary alluvium and marine deposits
USGS-355300118220001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-355323089552101,2006,Alluvium - Alluvial deposits of local streams or of overbank flow of major streams
USGS-355500118290001,2006,pre-Cenozoic metasedimentary and metavolcanic rocks undivided
USGS-360302119202101,2006,Quaternary alluvium and marine deposits
USGS-361200118010001,2006,Quaternary alluvium and marine deposits
USGS-361338119275501,2006,Quaternary alluvium and marine deposits
USGS-361400117580001,2006,Quaternary alluvium and marine deposits
USGS-361726119241101,2006,Quaternary alluvium and marine deposits
USGS-361900118010001,2006,Quaternary alluvium and marine deposits
USGS-362219091492101,2006,Cotter and Jefferson City Dolomites
USGS-362338091590401,2006,Cotter and Jefferson City Dolomites
USGS-362400117550001,2006,Quaternary alluvium and marine deposits
USGS-362525119450601,2006,Quaternary alluvium and marine deposits
USGS-362600121360001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-362700117510001,2006,Quaternary alluvium and marine deposits
USGS-362700117530001,2006,Quaternary alluvium and marine deposits
USGS-362900117520001,2006,Quaternary alluvium and marine deposits
USGS-363107119372201,2006,Quaternary alluvium and marine deposits
USGS-363200118020001,2006,Quaternary alluvium and marine deposits
USGS-363400118030001,2006,Quaternary alluvium and marine deposits
USGS-363400118050001,2006,Quaternary alluvium and marine deposits
USGS-363418119384201,2006,Quaternary alluvium and marine deposits
USGS-363500118110001,2006,Quaternary alluvium and marine deposits
USGS-363617118041301,2006,Quaternary alluvium and marine deposits
USGS-363645119420901,2006,Quaternary alluvium and marine deposits
USGS-363800118100001,2006,Quaternary alluvium and marine deposits
USGS-363806119345301,2006,Quaternary alluvium and marine deposits
USGS-363928119401701,2006,Quaternary alluvium and marine deposits
USGS-364024119464201,2006,Quaternary alluvium and marine deposits
USGS-364154118034201,2006,Quaternary alluvium and marine deposits
USGS-364154118034301,2006,Quaternary alluvium and marine deposits
USGS-364406118085801,2006,Quaternary alluvium and marine deposits
USGS-364406118085802,2006,Quaternary alluvium and marine deposits
USGS-364500118100001,2006,Quaternary alluvium and marine deposits
USGS-364600118070001,2006,Quaternary alluvium and marine deposits
USGS-364700118170001,2006,Quaternary alluvium and marine deposits
USGS-364800118110001,2006,Quaternary alluvium and marine deposits
USGS-364844118113401,2006,Quaternary alluvium and marine deposits
USGS-364953118144101,2006,Quaternary alluvium and marine deposits
USGS-365300118150001,2006,Quaternary alluvium and marine deposits
USGS-365600118140001,2006,Quaternary alluvium and marine deposits
USGS-370500118150001,2006,Quaternary alluvium and marine deposits
USGS-370700119520001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-370800120310001,2006,Quaternary alluvium and marine deposits
USGS-370835118141001,2006,Quaternary alluvium and marine deposits
USGS-370835118141002,2006,Quaternary alluvium and marine deposits
USGS-370835118150303,2006,Quaternary alluvium and marine deposits
USGS-370838118151401,2006,Quaternary alluvium and marine deposits
USGS-370900118160001,2006,Quaternary alluvium and marine deposits
USGS-370900119500001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371000118140001,2006,Quaternary alluvium and marine deposits
USGS-371000118180001,2006,Quaternary alluvium and marine deposits
USGS-371000120370001,2006,Quaternary alluvium and marine deposits
USGS-371100119270001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371100119460001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371100120080001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-371100120090001,2006,Quaternary alluvium and marine deposits
USGS-371100120160001,2006,Quaternary alluvium and marine deposits
USGS-371100120320001,2006,Quaternary alluvium and marine deposits
USGS-371100120370001,2006,Quaternary alluvium and marine deposits
USGS-371107120232201,2006,Quaternary alluvium and marine deposits
USGS-371107120232203,2006,Quaternary alluvium and marine deposits
USGS-371200119400001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371200119460001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371300119280001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371300119300001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371300119300002,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371300119430001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371300120150001,2006,Quaternary alluvium and marine deposits
USGS-371400120190001,2006,Quaternary alluvium and marine deposits
USGS-371500119430001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371500119470001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371600119320001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371600119370001,2006,pre-Cenozoic metasedimentary and metavolcanic rocks undivided
USGS-371600119420001,2006,pre-Cenozoic metasedimentary and metavolcanic rocks undivided
USGS-371600120310001,2006,Quaternary alluvium and marine deposits
USGS-371651120175701,2006,Quaternary alluvium and marine deposits
USGS-371700118230001,2006,Quaternary alluvium and marine deposits
USGS-371700119310001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371700120400001,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-371700120420001,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-371722120192401,2006,Quaternary alluvium and marine deposits
USGS-371800119320001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371800120150001,2006,Miocene nonmarine rocks
USGS-371829120300801,2006,Quaternary alluvium and marine deposits
USGS-371835120331801,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-371835120332801,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-371835120332802,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-371900118320001,2006,Quaternary alluvium and marine deposits
USGS-371900119340001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371900119380001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371900119380002,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-371900120510001,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-371900120550001,2006,Quaternary alluvium and marine deposits
USGS-371928120263302,2006,Quaternary alluvium and marine deposits
USGS-372000119280001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-372000119290001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-372000119450001,2006,pre-Cenozoic metasedimentary and metavolcanic rocks undivided
USGS-372022120130601,2006,Miocene nonmarine rocks
USGS-372100118190001,2006,Quaternary alluvium and marine deposits
USGS-372100118260001,2006,Quaternary alluvium and marine deposits
USGS-372100119410001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-372100119430001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-372100120340001,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372100120360001,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372100120570001,2006,Quaternary alluvium and marine deposits
USGS-372123118261501,2006,Quaternary alluvium and marine deposits
USGS-372128120270101,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-372140118234801,2006,Quaternary alluvium and marine deposits
USGS-372200118220001,2006,Quaternary alluvium and marine deposits
USGS-372200118250001,2006,Quaternary alluvium and marine deposits
USGS-372200120270001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-372205120381701,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372207120381201,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372207120381202,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372300118330001,2006,Quaternary alluvium and marine deposits
USGS-372300119370001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-372300120420001,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372400118200001,2006,Quaternary alluvium and marine deposits
USGS-372400118360001,2006,Quaternary alluvium and marine deposits
USGS-372500119360001,2006,pre-Cenozoic metasedimentary and metavolcanic rocks undivided
USGS-372500119430001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-372500120400001,2006,Quaternary alluvium and marine deposits
USGS-372500120490001,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372500120490002,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372511118193301,2006,Quaternary alluvium and marine deposits
USGS-372543120501001,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372600120330001,2006,"Quaternary sand deposits, unit 2 (inland)"
USGS-372617120530201,2006,Quaternary alluvium and marine deposits
USGS-372700119380001,2006,"Mesozoic granitic rocks, unit 3 (Sierra Nevada, Death Valley area, Northern Mojave Desert and Transverse Ranges)"
USGS-372742120443601,2006,Quaternary alluvium and marine deposits
USGS-372746120443601,2006,Quaternary alluvium and marine deposits
USGS-372900120310001,2006,Quaternary alluvium and marine deposits
USGS-372900120490001,2006,Quaternary alluvium and marine deposits
USGS-372900120500001,2006,Quaternary alluvium and marine deposits
USGS-372900120590001,2006,Quaternary alluvium and marine deposits
USGS-372934120594601,2006,Quaternary alluvium and marine deposits
USGS-373000118380001,2006,Quaternary alluvium and marine deposits
USGS-373000120500001,2006,Quaternary alluvium and marine deposits
USGS-373100120260001,2006,Quaternary alluvium and marine deposits
USGS-373100120350001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-373100120470001,2006,Quaternary alluvium and marine deposits
USGS-373200120270001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-373200120300001,2006,Quaternary alluvium and marine deposits
USGS-373239120473001,2006,Quaternary alluvium and marine deposits
USGS-373240120473201,2006,Quaternary alluvium and marine deposits
USGS-373240120473202,2006,Quaternary alluvium and marine deposits
USGS-373347121082201,2006,Quaternary alluvium and marine deposits
USGS-373349121032301,2006,Quaternary alluvium and marine deposits
USGS-373349121032302,2006,Quaternary alluvium and marine deposits
USGS-373351121032301,2006,Quaternary alluvium and marine deposits
USGS-373500120510001,2006,Quaternary alluvium and marine deposits
USGS-373540120592501,2006,Quaternary alluvium and marine deposits
USGS-373718121023501,2006,Quaternary alluvium and marine deposits
USGS-373726120451101,2006,Quaternary alluvium and marine deposits
USGS-373726121051001,2006,Quaternary alluvium and marine deposits
USGS-373726121051002,2006,Quaternary alluvium and marine deposits
USGS-373726121051003,2006,Quaternary alluvium and marine deposits
USGS-373731120354701,2006,Quaternary alluvium and marine deposits
USGS-373815120594101,2006,Quaternary alluvium and marine deposits
USGS-373822120345501,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-373828120444001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-373843120590101,2006,Quaternary alluvium and marine deposits
USGS-373844120462501,2006,Quaternary alluvium and marine deposits
USGS-373900120420001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-373905121011501,2006,Quaternary alluvium and marine deposits
USGS-373942118243401,2006,Quaternary alluvium and marine deposits
USGS-374026120532801,2006,Quaternary alluvium and marine deposits
USGS-374109121000101,2006,Quaternary alluvium and marine deposits
USGS-374148120581601,2006,Quaternary alluvium and marine deposits
USGS-374217120543801,2006,Quaternary alluvium and marine deposits
USGS-374240120403301,2006,Quaternary alluvium and marine deposits
USGS-374251121045501,2006,Quaternary alluvium and marine deposits
USGS-374350097243701,2006,Alluvium
USGS-374351097250101,2006,Alluvium
USGS-374400120480001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-374417097251701,2006,Alluvium
USGS-374417097251702,2006,Alluvium
USGS-374417097252501,2006,Alluvium
USGS-374446121010101,2006,Quaternary alluvium and marine deposits
USGS-374448121130701,2006,Quaternary alluvium and marine deposits
USGS-374509097253601,2006,Alluvium
USGS-374526120475501,2006,Quaternary alluvium and marine deposits
USGS-374537097223401,2006,Alluvium
USGS-374557097222801,2006,Alluvium
USGS-374600120480001,2006,Quaternary alluvium and marine deposits
USGS-374640097233501,2006,Alluvium
USGS-374640097241401,2006,Alluvium
USGS-374653097240401,2006,Alluvium
USGS-374801120384001,2006,"Tertiary volcanic flow rocks, unit 17 (Cascade Range)"
USGS-375054106013401,2006,Unclassified surficial deposits and underlying Alamosa Fm in San Luis Valley
USGS-375115097294602,2006,Alluvium
USGS-375115097313601,2006,Alluvium
USGS-375116097274701,2006,Alluvium
USGS-375116097274702,2006,Alluvium
USGS-375258097340601,2006,Alluvium
USGS-375258097340602,2006,Alluvium
USGS-375259097252901,2006,Alluvium
USGS-375304097291301,2006,Alluvium
USGS-375326097274501,2006,Alluvium
USGS-375326097274502,2006,Alluvium
USGS-375327097285401,2006,Alluvium
USGS-375327097285402,2006,Alluvium
USGS-375332097284801,2006,Alluvium
USGS-375332097284802,2006,Alluvium
USGS-375445097274801,2006,Alluvium
USGS-375445097274802,2006,Alluvium
USGS-375508097342401,2006,Alluvium
USGS-375508097342402,2006,Alluvium
USGS-375604097363601,2006,Alluvium
USGS-375604097363602,2006,Alluvium
USGS-375628097270801,2006,Alluvium
USGS-375628097271701,2006,Alluvium
USGS-375748097363801,2006,Alluvium
USGS-375748097363802,2006,Alluvium
USGS-375814097342701,2006,Alluvium
USGS-375814097342702,2006,Alluvium
USGS-375815097385001,2006,Alluvium
USGS-375849097363901,2006,Alluvium
USGS-375902097363801,2006,Alluvium
USGS-375902097363802,2006,Alluvium
USGS-375906097365001,2006,Alluvium
USGS-375906097365002,2006,Alluvium
USGS-375932097321301,2006,Loess
USGS-375942097364801,2006,Alluvium
USGS-375954097363801,2006,Alluvium
USGS-375954097363802,2006,Alluvium
USGS-375956097362701,2006,Alluvium
USGS-375958097364601,2006,Alluvium
USGS-375958097364602,2006,Alluvium
USGS-375959097344201,2006,Alluvium
USGS-375959097344202,2006,Alluvium
USGS-380025097312701,2006,Alluvium
USGS-380027097311401,2006,Alluvium
USGS-380028097310901,2006,Alluvium
USGS-380028097311001,2006,Alluvium
USGS-380028097311002,2006,Alluvium
USGS-380028097311101,2006,Alluvium
USGS-380042097363701,2006,Alluvium
USGS-380050097363602,2006,Alluvium
USGS-380051097335601,2006,Alluvium
USGS-380051097362802,2006,Alluvium
USGS-380051097364402,2006,Alluvium
USGS-380052097335701,2006,Alluvium
USGS-380053097335101,2006,Alluvium
USGS-380053097335102,2006,Alluvium
USGS-380056097363801,2006,Alluvium
USGS-380104097364101,2006,Alluvium
USGS-380138097363801,2006,Alluvium
USGS-380142097363702,2006,Alluvium
USGS-380143097344201,2006,Loess
USGS-380143097362801,2006,Alluvium
USGS-380143097363303,2006,Alluvium
USGS-380144097364002,2006,Alluvium
USGS-380144097364404,2006,Alluvium
USGS-380144097371101,2006,Alluvium
USGS-380144097371102,2006,Alluvium
USGS-380145097363601,2006,Alluvium
USGS-380148097363801,2006,Alluvium
USGS-380151097363801,2006,Loess
USGS-380228097363801,2006,Dune Sand
USGS-380235097363801,2006,Dune Sand
USGS-380236097363101,2006,Dune Sand
USGS-380236097363102,2006,Dune Sand
USGS-380236097364801,2006,Dune Sand
USGS-380236097364802,2006,Dune Sand
USGS-380237097324401,2006,Alluvium
USGS-380241097363801,2006,Dune Sand
USGS-380323097363801,2006,Dune Sand
USGS-380325097363301,2006,Dune Sand
USGS-380328097362802,2006,Dune Sand
USGS-380328097364602,2006,Dune Sand
USGS-380329097363701,2006,Dune Sand
USGS-380329097363702,2006,Dune Sand
USGS-380329097363703,2006,Dune Sand
USGS-380330097364501,2006,Dune Sand
USGS-380333097335001,2006,Alluvium
USGS-380336097335801,2006,Alluvium
USGS-380336097363701,2006,Dune Sand
USGS-380344097340401,2006,Alluvium
USGS-380358097341301,2006,Alluvium
USGS-380405097342501,2006,Alluvium
USGS-380421097385001,2006,Dune Sand
USGS-380421097385002,2006,Dune Sand
USGS-380424097343801,2006,Alluvium
USGS-382515121214401,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-382718121224901,2006,Quaternary alluvium and marine deposits
USGS-382757121261101,2006,Quaternary alluvium and marine deposits
USGS-382800121270701,2006,Quaternary alluvium and marine deposits
USGS-382941121320501,2006,Quaternary alluvium and marine deposits
USGS-383232106554700,2006,Modern alluvium
USGS-383301121211301,2006,Quaternary alluvium and marine deposits
USGS-383410121183401,2006,Quaternary alluvium and marine deposits
USGS-383502121250301,2006,Quaternary alluvium and marine deposits
USGS-383746121291101,2006,Quaternary alluvium and marine deposits
USGS-384114121131401,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-384145121184101,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-384211121232001,2006,Quaternary alluvium and marine deposits
USGS-384214121561101,2006,Quaternary alluvium and marine deposits
USGS-384300121500001,2006,Quaternary alluvium and marine deposits
USGS-384330121293901,2006,Quaternary alluvium and marine deposits
USGS-384700121450001,2006,Quaternary alluvium and marine deposits
USGS-384736121411501,2006,Quaternary alluvium and marine deposits
USGS-384744121431001,2006,Quaternary alluvium and marine deposits
USGS-385123121470801,2006,Quaternary alluvium and marine deposits
USGS-385213106584700,2006,Glacial drift
USGS-385314121401701,2006,Quaternary alluvium and marine deposits
USGS-385429121472901,2006,Quaternary alluvium and marine deposits
USGS-385431121451401,2006,Quaternary alluvium and marine deposits
USGS-385543121552101,2006,Quaternary alluvium and marine deposits
USGS-385600122010001,2006,Quaternary alluvium and marine deposits
USGS-390000121390001,2006,Quaternary alluvium and marine deposits
USGS-390000122000001,2006,Quaternary alluvium and marine deposits
USGS-390000122080001,2006,Older Quaternary alluvium and marine deposits
USGS-390045122031701,2006,Quaternary alluvium and marine deposits
USGS-390058121260001,2006,Quaternary alluvium and marine deposits
USGS-390300121340001,2006,Quaternary alluvium and marine deposits
USGS-390347121501001,2006,Quaternary alluvium and marine deposits
USGS-390358121331001,2006,Quaternary alluvium and marine deposits
USGS-390416121433601,2006,Quaternary alluvium and marine deposits
USGS-390600121380001,2006,Quaternary alluvium and marine deposits
USGS-390643074522501,2006,Unnamed Formation at Cape May
USGS-390657122040601,2006,Quaternary alluvium and marine deposits
USGS-390708119450301,2006,"Alluvium, undifferentiated"
USGS-390800121450001,2006,Quaternary alluvium and marine deposits
USGS-390800122070001,2006,Quaternary alluvium and marine deposits
USGS-390800122160001,2006,Quaternary alluvium and marine deposits
USGS-390805074500001,2006,Cohansey Formation
USGS-390809121282701,2006,Quaternary alluvium and marine deposits
USGS-390830121443801,2006,Quaternary alluvium and marine deposits
USGS-390832121463601,2006,Quaternary alluvium and marine deposits
USGS-390856122044301,2006,Quaternary alluvium and marine deposits
USGS-390900121350001,2006,Quaternary alluvium and marine deposits
USGS-390900122030001,2006,Quaternary alluvium and marine deposits
USGS-390943119474802,2006,"Playa, lake bed, and flood plain deposits"
USGS-390946121341101,2006,Quaternary alluvium and marine deposits
USGS-390950119452901,2006,"Playa, lake bed, and flood plain deposits"
USGS-391000122130001,2006,Quaternary alluvium and marine deposits
USGS-391030119480701,2006,Metavolcanic rocks
USGS-391059122043601,2006,Quaternary alluvium and marine deposits
USGS-391110119460602,2006,"Playa, lake bed, and flood plain deposits"
USGS-391127119442501,2006,"Alluvium, undifferentiated"
USGS-391200122010001,2006,Quaternary alluvium and marine deposits
USGS-391217121305201,2006,Quaternary alluvium and marine deposits
USGS-391418077540201,2006,Conococheague Formation
USGS-391444121571401,2006,Quaternary alluvium and marine deposits
USGS-391500122110001,2006,Quaternary alluvium and marine deposits
USGS-391518084485201,2006,Kope Formation
USGS-391600121390001,2006,Quaternary alluvium and marine deposits
USGS-391638122111201,2006,Quaternary alluvium and marine deposits
USGS-391644095505601,2006,Wabaunsee Group
USGS-391653077544501,2006,Conococheague Formation
USGS-391653122101401,2006,Quaternary alluvium and marine deposits
USGS-391707095445901,2006,Wabaunsee Group
USGS-391713078485501,2006,Quaternary Alluvium
USGS-391744122071301,2006,Quaternary alluvium and marine deposits
USGS-391749078474301,2006,"Marcellus Formation and Needmore Shale, undivided"
USGS-391800078475301,2006,"Marcellus Formation and Needmore Shale, undivided"
USGS-391850095483801,2006,Drift
USGS-391900121480001,2006,Quaternary alluvium and marine deposits
USGS-391900122040001,2006,Quaternary alluvium and marine deposits
USGS-391904077464201,2006,Waynesboro Formation
USGS-391907095441901,2006,Wabaunsee Group
USGS-391947122094501,2006,Quaternary alluvium and marine deposits
USGS-391948095512201,2006,Admire Group
USGS-391953075115701,2006,Cohansey Formation
USGS-391955095465301,2006,Alluvium
USGS-392000121560001,2006,Quaternary alluvium and marine deposits
USGS-392010095552301,2006,Admire Group
USGS-392045075021201,2006,Cohansey Formation
USGS-392047084325101,2006,Kope Formation
USGS-392200121413201,2006,Quaternary alluvium and marine deposits
USGS-392310095473501,2006,Drift
USGS-392314078435701,2006,"Marcellus Formation and Needmore Shale, undivided"
USGS-392315095505801,2006,Admire Group
USGS-392325095542101,2006,Admire Group
USGS-392328121571501,2006,Quaternary alluvium and marine deposits
USGS-392335074410801,2006,Cohansey Formation
USGS-392400121420001,2006,Quaternary alluvium and marine deposits
USGS-392434074483001,2006,Cohansey Formation
USGS-392448121424501,2006,Quaternary alluvium and marine deposits
USGS-392506119462201,2006,Older gravels
USGS-392507119462001,2006,Older gravels
USGS-392533075151801,2006,Cohansey Formation
USGS-392542121452501,2006,Quaternary alluvium and marine deposits
USGS-392545122015201,2006,Quaternary alluvium and marine deposits
USGS-392604121531801,2006,Quaternary alluvium and marine deposits
USGS-392651121590901,2006,Quaternary alluvium and marine deposits
USGS-392700122020001,2006,Quaternary alluvium and marine deposits
USGS-392729074283201,2006,Cohansey Formation
USGS-392800122010001,2006,Quaternary alluvium and marine deposits
USGS-392810122080901,2006,Quaternary alluvium and marine deposits
USGS-392820075144301,2006,Cohansey Formation
USGS-392824074272801,2006,Cohansey Formation
USGS-392824122091401,2006,Quaternary alluvium and marine deposits
USGS-392900121570002,2006,Quaternary alluvium and marine deposits
USGS-392900121570003,2006,Quaternary alluvium and marine deposits
USGS-392900121570004,2006,Quaternary alluvium and marine deposits
USGS-392910121451101,2006,Quaternary alluvium and marine deposits
USGS-392918119464901,2006,Older alluvium and alluvial fan deposits
USGS-392924121504801,2006,Quaternary alluvium and marine deposits
USGS-392931122031701,2006,Quaternary alluvium and marine deposits
USGS-392946121325601,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-393000121350001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-393023119513701,2006,Older alluvium and alluvial fan deposits
USGS-393035074533601,2006,Cohansey Formation
USGS-393050074412501,2006,Cohansey Formation
USGS-393053074344201,2006,Cohansey Formation
USGS-393053119445601,2006,Older alluvium and alluvial fan deposits
USGS-393108119415102,2006,Younger andesite and intermediate flows and breccias
USGS-393117074484101,2006,Cohansey Formation
USGS-393118121521401,2006,Quaternary alluvium and marine deposits
USGS-393149122122101,2006,Quaternary alluvium and marine deposits
USGS-393230121422201,2006,Quaternary alluvium and marine deposits
USGS-393235122055301,2006,Quaternary alluvium and marine deposits
USGS-393300122010001,2006,Quaternary alluvium and marine deposits
USGS-393300122010002,2006,Quaternary alluvium and marine deposits
USGS-393328075121201,2006,Cohansey Formation
USGS-393353122013501,2006,Quaternary alluvium and marine deposits
USGS-393431106070801,2006,"Felsic and hornblendic gneisses, either separate or interlayered"
USGS-393500121540002,2006,Quaternary alluvium and marine deposits
USGS-393500121540003,2006,Quaternary alluvium and marine deposits
USGS-393500121580001,2006,Quaternary alluvium and marine deposits
USGS-393500122070001,2006,Quaternary alluvium and marine deposits
USGS-393500122070002,2006,Quaternary alluvium and marine deposits
USGS-393541122053801,2006,Quaternary alluvium and marine deposits
USGS-393600121530001,2006,Quaternary alluvium and marine deposits
USGS-393600122140001,2006,Quaternary alluvium and marine deposits
USGS-393604121454201,2006,Quaternary alluvium and marine deposits
USGS-393630121455401,2006,Quaternary alluvium and marine deposits
USGS-393758106041401,2006,Gravels and alluviums
USGS-393800121430001,2006,Quaternary alluvium and marine deposits
USGS-393800122040001,2006,Quaternary alluvium and marine deposits
USGS-393807075030401,2006,Cohansey Formation
USGS-393812084240001,2006,"Waynesville and Arnheim Formations, Undivided"
USGS-393812119425701,2006,Older alluvium and alluvial fan deposits
USGS-393823075071601,2006,Cohansey Formation
USGS-393830106210600,2006,Gravels and alluviums
USGS-393947074464501,2006,Cohansey Formation
USGS-394025084132501,2006,"Grant Lake and Fairview Formations, Miamitown Shale, Undivided"
USGS-394034074482001,2006,Cohansey Formation
USGS-394046074164701,2006,Cohansey Formation
USGS-394100122000001,2006,Quaternary alluvium and marine deposits
USGS-394100122200001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-394200122060001,2006,Quaternary alluvium and marine deposits
USGS-394241075050701,2006,Cohansey Formation
USGS-394256084040701,2006,"Grant Lake and Fairview Formations, Miamitown Shale, Undivided"
USGS-394300121480001,2006,Quaternary alluvium and marine deposits
USGS-394300121500001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-394300121510002,2006,Quaternary alluvium and marine deposits
USGS-394351074321501,2006,Cohansey Formation
USGS-394400122120001,2006,Quaternary alluvium and marine deposits
USGS-394400122120002,2006,Quaternary alluvium and marine deposits
USGS-394415074174301,2006,Cohansey Formation
USGS-394434122004901,2006,Quaternary alluvium and marine deposits
USGS-394435122110801,2006,Quaternary alluvium and marine deposits
USGS-394500121480001,2006,Quaternary alluvium and marine deposits
USGS-394500122140001,2006,Quaternary alluvium and marine deposits
USGS-394531121510301,2006,Quaternary alluvium and marine deposits
USGS-394551075041401,2006,Lower Member of the Kirkwood Formation
USGS-394600121570001,2006,Quaternary alluvium and marine deposits
USGS-394600122210001,2006,Plio-Pleistocene and Pliocene loosely consolidated deposits
USGS-394640074323201,2006,Cohansey Formation
USGS-394727077532101,2006,Martinsburg Formation
USGS-394800122190001,2006,Quaternary alluvium and marine deposits
USGS-394838074533601,2006,Cohansey Formation
USGS-394918074442801,2006,Cohansey Formation
USGS-394939074414701,2006,Cohansey Formation
USGS-395020083003406,2006,Ohio Shale
USGS-395020083003407,2006,Ohio Shale
USGS-395034074112101,2006,Cohansey Formation
USGS-395100122090001,2006,Quaternary alluvium and marine deposits
USGS-395117077464001,2006,Martinsburg Formation
USGS-395200122200001,2006,Quaternary alluvium and marine deposits
