"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Cauliflower","Blueberries","Sorghum","Sweet Corn","Dry Beans","Apples","Christmas Trees","Squash","HUC","Strawberries","Pumpkins","Other Crops","Sod/Grass Seed","Cranberries","Peppers","Tobacco","Peaches","Cucumbers","Sunflower","Other Small Grains","Grapes","Tomatoes","Peas","Other Tree Crops","Greens","Cabbage","Eggplants","Sweet Potatoes","Herbs","Winter Wheat","Pears","Plums","Onions","Lettuce","Dbl Crop WinWht/Soybeans","Watermelons","Cherries","Triticale","Carrots","Dbl Crop Barley/Soybeans","Speltz","Dbl Crop WinWht/Corn","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Barley/Corn","Cotton","Peanuts","Millet","Dbl Crop WinWht/Sorghum","Mint","Sugarbeets","Radishes","Nectarines","Cantaloupes","Dbl Crop Corn/Soybeans","Turnips","Pop or Orn Corn","Switchgrass","Dbl Crop Soybeans/Oats","Aquaculture","Vetch","Dbl Crop Barley/Sorghum","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Olives","Walnuts","Oranges","Rice","Sugarcane","Citrus","Celery","Flaxseed","Safflower","Rape Seed","Caneberries","Camelina","Hops","Garlic","Prunes","Gourds","Durum Wheat","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates","Apricots","Chick Peas","Almonds"
1,30,3460104,21693,651074,18445,939024,35,226,9020,0,61047,156738,0,25242,NA,17,297109,70655,155482,21697,2332,297,8,198779,391,83,1152,198868,69245,254073,NA,NA,NA,6,0,163500,NA,NA,NA,"09020311",NA,NA,3,2511,NA,NA,NA,NA,NA,15805,NA,NA,NA,25,NA,NA,NA,NA,NA,0,6392,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,282968,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,226,0,NA,NA,0,NA,NA,NA,NA,1940,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,31,4515738,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,"09020317",NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,32,2683301,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,"09020319",NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,9658903,2,3,1,4,0,0,0,NA,0,23,0,0,NA,0,0,1243591,74327,4973,2180,614,11253,1013641,1472075,1611359,235931,39383,2714409,81036,NA,NA,NA,0,0,0,NA,NA,NA,"09030001",NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,11967167,48,52626,61,35089,2,358,700,NA,13412,12951,0,213,NA,709,104106,1367361,44492,5895,1342,180,152,24438,8017,0,4362,91161,1102366,385092,NA,NA,NA,0,0,1,NA,NA,NA,"09030009",NA,NA,171,42979,NA,NA,NA,NA,NA,1426,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,934,469,308,331,4,636,0,NA,1073,2656,0,8,NA,1,214,138946,82288,14578,3405,432,48572,1131336,202518,558218,206572,155907,2567109,276973,NA,NA,NA,6,2,9,NA,NA,NA,"09030005",NA,NA,133,1,NA,NA,NA,NA,NA,14,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,6,5032,0,7393,2,319,2144,NA,1000,4449,0,1,NA,4,5592,822,14974,415,55,1,7,19582,2279,6,798,28292,1832085,787583,NA,NA,NA,0,0,1,NA,NA,NA,"09030007",NA,NA,3120,224,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,2281,6345,10,366,56,250,0,NA,2181,2380,6,20,NA,53,425,292984,79859,23028,2745,260,603,1405941,108859,254147,69163,107894,3288883,268492,NA,NA,NA,6,0,75,NA,NA,NA,"09030006",NA,NA,238,0,NA,NA,NA,NA,NA,34,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,2041619,2,26243,13,19523,0,432,128,NA,10956,18912,0,12,NA,245,22759,22717,33982,10260,9353,3348,2,46290,1589,22,2618,73806,1704552,365058,NA,NA,NA,0,0,0,NA,NA,NA,"09030008",NA,NA,178,2401,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,7162514,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,"09030010",NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,1142126,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,"09030011",NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,32,18,5,2,0,7,0,NA,35,120,0,0,NA,0,50,385828,37741,4010,1015,256,8941,543422,278258,624475,135029,29121,843795,83642,NA,NA,NA,3,0,0,NA,NA,NA,"09030002",NA,NA,2,0,NA,NA,NA,NA,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,12812184,0,0,0,155,0,0,0,NA,0,291,0,0,NA,0,0,218511,5286,7917,2134,205,67,296677,41502,132790,7691,20485,528168,72748,NA,NA,NA,0,0,0,NA,NA,NA,"09030003",NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,4484918,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,"09040004",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2827958,21,NA,2979,1106,484,860,1,NA,9593,2717,NA,3,NA,NA,1009,48102,3934,3192,852,36,132480,186004,524304,2847,309177,171084,633,203,NA,NA,NA,1,NA,NA,NA,NA,NA,"09040001",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,11259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,4913107,2,NA,4,41,0,0,0,NA,38,6,NA,0,NA,NA,16,12297,1,0,0,0,75590,4357,306950,2250,116674,4289,2,1,NA,NA,NA,0,NA,NA,NA,NA,NA,"09040002",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,5393443,0,NA,0,0,0,0,0,NA,0,0,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,"09040003",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,0,NA,1194,252,0,28,0,0,14495,2708,NA,1,NA,0,110,133,16357,8847,1360,83,405,3,1266714,15,284690,576981,9266,196,NA,NA,NA,NA,NA,0,NA,NA,NA,"10020006",NA,NA,NA,22,NA,NA,NA,NA,NA,0,0,NA,NA,8,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,0,NA,495,304,0,2,0,0,6325,26781,NA,8,NA,0,467,64398,28070,17191,4708,73,11053,111,1137265,10,1917852,3332342,2025,111453,NA,NA,NA,NA,NA,0,NA,NA,NA,"10020001",NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,131,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,163,NA,48671,56614,1,1296,80,10,157825,14742,NA,5715,NA,0,1450,782,59175,37395,12074,1088,2522,21,736941,20,685657,2474532,14951,2023,NA,NA,NA,NA,NA,44,NA,NA,NA,"10020002",NA,NA,NA,4946,NA,NA,NA,NA,NA,0,0,NA,NA,14,NA,NA,NA,NA,NA,NA,2754,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,3,NA,4544,4914,0,272,1,6,39290,3605,NA,794,NA,0,607,2878,21523,6135,605,24,2751,232,790791,15,543435,1343654,9917,2719,NA,NA,NA,NA,NA,1,NA,NA,NA,"10020003",NA,NA,NA,52,NA,NA,NA,NA,NA,0,0,NA,NA,5,NA,NA,NA,NA,NA,NA,287,NA,NA,NA,NA,NA,NA,NA,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,14,NA,4031,642,0,162,35,3,17580,8005,NA,3,NA,0,756,5225,49322,16458,2451,62,32669,67,4215564,35,396861,3270261,10356,142,NA,NA,NA,NA,NA,0,NA,NA,NA,"10020004",NA,NA,NA,4,NA,NA,NA,NA,NA,0,0,NA,NA,26,NA,NA,NA,NA,NA,NA,292,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,1,397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,105,NA,17598,33766,264,489,2,5,98134,10244,NA,1144,NA,0,23389,8954,65990,23055,1558,137,3080,69,1186466,27,295139,1925914,36220,419,NA,NA,NA,NA,NA,82,NA,NA,NA,"10020005",NA,NA,NA,133,NA,NA,NA,NA,NA,0,0,NA,NA,787,NA,NA,NA,NA,NA,NA,7151,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,NA,NA,NA,NA,9,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,3245,NA,115758,129521,0,1418,0,0,214107,33228,NA,15748,NA,5,114735,4099,95783,47703,13099,1556,17751,3688,2396735,176,847393,1140613,38957,3532,NA,NA,NA,NA,NA,47,NA,NA,NA,"10020008",NA,NA,NA,415,NA,NA,NA,NA,NA,187,2,NA,NA,6402,NA,NA,NA,NA,NA,NA,69636,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,42,21,706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,23,NA,8302,13491,0,93,0,0,48865,4111,NA,103,NA,0,24372,89558,42707,12898,2725,379,19236,2029,3105557,524,2066053,1832881,43742,25236,NA,NA,NA,NA,NA,16,NA,NA,NA,"10020007",NA,NA,NA,88,NA,NA,NA,NA,NA,0,0,NA,NA,44,NA,NA,NA,NA,NA,NA,10950,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,0,1,816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,1030,NA,120102,53930,1,234,1820,21,107393,50884,0,76,NA,0,69043,20454,35658,6056,438,17,114337,119081,767038,9847,511656,1616583,44232,844,NA,NA,NA,3,NA,0,NA,NA,NA,"10030201",NA,NA,NA,1215,NA,NA,NA,NA,NA,0,0,NA,NA,3246,NA,NA,NA,NA,NA,NA,40056,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,671,NA,NA,NA,NA,8405,324,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,63,NA,326327,320248,5,138,5,241,80788,38703,0,4,NA,0,415360,10625,66126,10069,1800,260,23259,49386,89859,977,135714,1759799,16735,1856,NA,NA,NA,4,NA,0,NA,NA,NA,"10030202",NA,NA,NA,32,NA,NA,NA,NA,NA,0,0,NA,NA,6807,NA,NA,NA,NA,NA,NA,94811,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,806,NA,NA,NA,NA,4060,239,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,126,NA,97880,350715,0,424,30,33,10134,17744,0,0,NA,1747,801850,13976,71676,5125,156,6,1605,1,6802,17,40119,1133246,1868,260,NA,NA,NA,0,NA,10,NA,NA,NA,"10030204",NA,NA,NA,123,NA,NA,NA,NA,NA,0,6,NA,NA,2112,NA,NA,NA,NA,NA,NA,298659,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,48,NA,NA,NA,NA,2703,130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,170,NA,125732,178374,0,461,99,1319,215562,65981,1,400,NA,76,689632,46161,124803,57161,23043,3815,20886,3062,1017846,13860,644588,3401848,98465,2817,NA,NA,NA,0,NA,13,NA,NA,NA,"10030102",NA,NA,NA,564,NA,NA,NA,NA,NA,0,23,NA,NA,2362,NA,NA,NA,NA,NA,NA,742293,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,462,NA,NA,113,NA,NA,NA,NA,3034,741,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,117,4673,NA,509289,695862,3,325,6808,5022,169628,134790,0,248,NA,7,2551021,102249,261111,31822,2979,386,13349,862,10591,134,112590,4106609,42811,2749,NA,NA,NA,0,NA,6,NA,NA,NA,"10030203",NA,NA,NA,1685,NA,NA,NA,NA,NA,0,104,NA,NA,11369,NA,NA,NA,NA,NA,NA,1805617,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,7511,NA,NA,NA,NA,20781,1077,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,54,NA,30933,16988,0,1870,0,3,137919,18252,0,47,NA,0,33347,3811,42700,9140,929,14,436,449,2050772,891,714903,2660173,22537,437,NA,NA,NA,0,NA,0,NA,NA,NA,"10030103",NA,NA,NA,276,NA,NA,NA,NA,NA,0,0,NA,NA,220,NA,NA,NA,NA,NA,NA,27115,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,7,NA,NA,NA,NA,614,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,3,NA,13783,14774,0,178,0,0,111572,15007,0,17,NA,0,62046,503,18619,6013,671,36,2253,1183,906584,1604,240211,792137,33086,136,NA,NA,NA,0,NA,1,NA,NA,NA,"10030105",NA,NA,NA,75,NA,NA,NA,NA,NA,1,0,NA,NA,74,NA,NA,NA,NA,NA,NA,78244,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,15,NA,NA,NA,NA,96,67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,270,NA,211440,224649,0,119,250,98,204440,81563,0,441,NA,1,975794,36967,89784,17265,898,95,77512,5142,336649,1871,291917,2412134,99250,3330,NA,NA,NA,5,NA,14,NA,NA,NA,"10030205",NA,NA,NA,41,NA,NA,NA,NA,NA,0,0,NA,NA,7671,NA,NA,NA,NA,NA,NA,809038,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,1626,NA,NA,NA,NA,5404,775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,603,NA,49972,120661,0,773,2,11,181569,30057,0,5301,NA,3,152219,208874,135761,107762,29209,3437,2638,252,3612765,7915,1430262,3424577,40532,369,NA,NA,NA,0,NA,755,NA,NA,NA,"10030101",NA,NA,NA,3340,NA,NA,NA,NA,NA,0,0,NA,NA,195,NA,NA,NA,NA,NA,NA,90270,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1031,NA,NA,NA,NA,53,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,1217,NA,223935,65277,0,3010,35,56,196941,52326,0,2,NA,22,190896,23752,68226,28241,5430,952,129024,1521,1417498,965,439957,2317484,54865,1082,NA,NA,NA,0,NA,11,NA,NA,NA,"10030104",NA,NA,NA,133,NA,NA,NA,NA,NA,0,0,NA,NA,2906,NA,NA,NA,NA,NA,NA,174910,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,53,NA,NA,NA,NA,1738,15,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,149,1,13793,78376,24,2519,1,5,173638,64244,NA,0,NA,13,197355,855653,38374,10475,148,121,10938,1384,1191839,4,2090974,10162752,160329,5642,NA,NA,NA,32,NA,5,NA,NA,NA,"10040104",NA,NA,NA,302,NA,NA,NA,NA,NA,0,35,NA,NA,2310,NA,NA,NA,NA,NA,NA,73638,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,901,NA,NA,NA,NA,NA,NA,54,NA,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,40,NA,NA,62,NA,NA,NA,NA,278,113,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
