"layer","zone","Background","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Alfalfa","Other Hay/Non Alfalfa","Sugarbeets","Potatoes","Other Crops","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Corn","Blueberries","Speltz","Cranberries","Squash","HUC","Sweet Corn","Pumpkins","Apples","Millet","Dry Beans","Sod/Grass Seed","Christmas Trees","Tobacco","Other Small Grains","Grapes","Misc Vegs & Fruits","Peppers","Strawberries","Sunflower","Other Tree Crops","Tomatoes","Herbs","Sorghum","Asparagus","Cabbage","Eggplants","Peaches","Dbl Crop Lettuce/Barley","Onions","Peas","Gourds","Cherries","Dbl Crop WinWht/Soybeans","Vetch","Dbl Crop Oats/Corn","Triticale","Carrots","Plums","Apricots","Nectarines","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Soybeans","Sweet Potatoes","Cantaloupes","Lettuce","Dbl Crop Barley/Corn","Cotton","Peanuts","Dbl Crop WinWht/Corn","Dbl Crop Soybeans/Oats","Watermelons","Greens","Dbl Crop Barley/Sorghum","Turnips","Dbl Crop Corn/Soybeans","Switchgrass","Pop or Orn Corn","Walnuts","Durum Wheat","Pecans","Aquaculture","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Honeydew Melons","Oranges","Camelina","Rice","Sugarcane","Citrus","Mustard","Celery","Radishes","Prunes","Mint","Flaxseed","Safflower","Lentils","Perennial Ice/Snow ","Pistachios","Rape Seed","Olives","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Cotton","Hops","Garlic","Almonds","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Cauliflower","Pears","Caneberries","Cucumbers","Pomegranates"
1,1,NA,1255737,9745,1037722,14319,36,867,17769,42164,268586,0,388,307,27,60598,150831,212369,13702,1976,472,99,19402,250,4,1,833386,14178,454888,NA,349315,NA,NA,NA,NA,"10160001",NA,0,NA,560,106979,108,NA,NA,NA,NA,NA,NA,NA,14928,NA,NA,0,236,NA,NA,NA,NA,NA,0,82,NA,NA,0,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,1966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1098,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,715802,4922,409429,6846,83,765,12359,26278,125588,0,433,816,170,26494,213563,106564,5338,1093,43,35,9533,58,0,15,1010235,6101,188186,NA,195567,NA,NA,NA,NA,"10160002",NA,0,NA,216,5324,34,NA,NA,NA,NA,NA,NA,NA,5711,NA,NA,0,20,NA,NA,NA,NA,NA,0,22,NA,NA,0,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,2153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,742,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,629667,8,159913,16189,2711,138,0,19169,113353,0,2,0,0,9628,205223,88022,5469,1227,240,133,14522,0,0,150,440333,90,102832,NA,602452,NA,NA,NA,NA,"10160005",NA,0,NA,83,24,0,NA,NA,NA,NA,NA,NA,NA,157,NA,NA,0,13,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,384,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,473943,16,147100,399170,4,7380,0,52828,618441,0,0,0,0,5955,30706,134201,11527,3601,833,395,7568,68,0,17,1556983,57,71986,NA,729835,NA,NA,NA,NA,"10160009",NA,0,NA,1838,1,2,NA,NA,NA,NA,NA,NA,NA,57773,NA,NA,10,6159,NA,NA,NA,NA,NA,0,26,NA,NA,16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,511,14,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,2441666,50,15348,317187,166,7378,0,250054,2360321,0,0,18,0,83528,80065,426674,37787,11739,3319,3535,73016,209,0,420,1331788,1180,291843,NA,2721491,NA,NA,NA,NA,"10160011",NA,21,NA,146,0,469,NA,NA,NA,NA,NA,NA,NA,1656,NA,NA,0,10239,NA,NA,NA,NA,NA,0,2044,NA,NA,194,NA,NA,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418,NA,NA,NA,NA,NA,0,852,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,868991,870,227759,29218,86,2306,20,90011,464798,7,99,235,74,11240,177532,156665,5222,1513,448,220,28664,5,11,5979,1333506,1190,217497,NA,820924,NA,NA,NA,NA,"10160004",NA,0,NA,249,532,0,NA,NA,NA,NA,NA,NA,NA,7898,NA,NA,0,125,NA,NA,NA,NA,NA,4,186,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,317,0,0,NA,943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,634,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,2514972,85,217730,256636,4911,1717,0,153695,2323129,0,0,11,0,36205,93024,380147,23329,7683,2407,4022,42033,6,0,28,1713188,404,312260,NA,2559789,NA,NA,NA,NA,"10160006",NA,12,NA,1113,2,482,NA,NA,NA,NA,NA,NA,NA,10178,NA,NA,0,10928,NA,NA,NA,NA,NA,0,235,NA,NA,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,0,314,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,133,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,464543,1281,208056,54048,1,1405,0,25077,240614,0,0,0,0,3121,55892,93652,4176,1002,144,216,8635,2,0,473,1091053,92,22974,NA,461502,NA,NA,NA,NA,"10160007",NA,0,NA,653,0,1,NA,NA,NA,NA,NA,NA,NA,15552,NA,NA,0,1574,NA,NA,NA,NA,NA,0,2,NA,NA,3,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,0,0,0,NA,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,917647,479,253229,113003,46,3903,0,66242,858084,0,0,0,0,4600,88437,162849,8786,2099,345,553,16285,6,0,484,1316530,123,182914,NA,886440,NA,NA,NA,NA,"10160008",NA,0,NA,906,1,0,NA,NA,NA,NA,NA,NA,NA,14362,NA,NA,5,631,NA,NA,NA,NA,NA,0,6,NA,NA,1,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,1,4,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,3075186,2583,594095,30761,1501,2242,271,132734,657721,19,6517,332,184,86356,737325,490861,41423,13816,4613,1462,111001,391,52,1015,2747327,15476,1845251,NA,2255161,NA,NA,NA,NA,"10160003",NA,0,NA,483,2804,3,NA,NA,NA,NA,NA,NA,NA,8925,NA,NA,0,782,NA,NA,NA,NA,NA,367,252,NA,NA,0,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,5,3,0,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,989,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,4,1574124,518,3935,69,0,1539,NA,63400,8541,38,0,3,NA,19,10877,259092,32001,11836,2014,1537,37578,3,4293,87,555185,280,56042,NA,2226327,NA,NA,NA,NA,"10170204",NA,0,0,5,2,0,NA,NA,NA,0,NA,NA,NA,70,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,0,1721739,0,325,153670,459,19027,NA,339488,547429,0,11,9,NA,14837,290878,355030,53209,10591,2958,1046,424077,18428,87,4109,2474968,57146,123957,NA,2673163,NA,NA,NA,NA,"10170101",NA,5,0,22,0,31,NA,NA,NA,10,NA,NA,NA,978,NA,NA,NA,2346,NA,NA,NA,NA,NA,NA,0,NA,NA,2242,NA,NA,99,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,338,NA,NA,NA,NA,1,0,38,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,1886372,18,1572,38286,6,2591,NA,152784,505160,0,3,134,NA,23063,47567,277085,25223,7722,1700,815,50681,14,0,48,607024,908,146388,NA,2321409,NA,NA,NA,NA,"10170102",NA,0,0,35,0,92,NA,NA,NA,0,NA,NA,NA,45,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,0,NA,NA,333,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,102,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,796552,76,296493,40352,2639,6007,NA,140019,118321,0,24,7,NA,29916,550014,185689,25711,10144,2706,413,26625,0,0,14,1582248,319,87550,NA,792843,NA,NA,NA,NA,"10170201",NA,0,0,217,0,206,NA,NA,NA,0,NA,NA,NA,3896,NA,NA,NA,447,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,1550645,169,122355,25360,315,13039,NA,126081,221951,2,137,21,NA,85913,323330,251157,22318,9283,2502,1122,39931,3,0,58,1283706,885,260291,NA,1738766,NA,NA,NA,NA,"10170202",NA,0,0,293,0,1620,NA,NA,NA,0,NA,NA,NA,89,NA,NA,NA,477,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,1,2911202,292,10597,5553,2,5568,NA,229323,269319,69,0,1111,NA,11710,111187,537464,105662,60537,19621,4500,185940,1,854,97,1351519,4957,189034,NA,3821151,NA,NA,NA,NA,"10170203",NA,0,0,19,7,175,NA,NA,NA,0,NA,NA,NA,83,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,0,NA,NA,41,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,37,5,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,384766,90,6157,8511,10,879,NA,24698,64468,0,0,5,NA,10621,162302,52547,3678,1109,217,149,9010,0,0,11,204351,127,76660,NA,364926,NA,NA,NA,NA,"10170103",NA,0,3,17,0,89,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,150325,0,3547,50804,844,10928,NA,126316,145146,0,64,1,NA,2086,4449,99589,8403,1119,307,2,37608,2397,5,27,1394526,22679,9368,NA,292413,NA,NA,NA,NA,"10170104",NA,0,0,287,1,175,NA,NA,NA,2,NA,NA,NA,1581,NA,NA,NA,9033,NA,NA,NA,NA,NA,NA,118,NA,NA,0,NA,NA,134,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,NA,1,0,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,600,1440,1450,673283,969,6281,NA,422341,47616,59284,4159,3,NA,431365,107204,294564,62504,14919,5059,19770,2157,69193,312,256808,10652951,145882,157773,NA,1147811,NA,NA,NA,NA,"10180009",0,NA,NA,50718,173024,10,NA,NA,4,NA,NA,NA,NA,13367,NA,NA,NA,9190,NA,NA,NA,NA,NA,NA,943,NA,NA,NA,0,NA,1099,NA,NA,NA,NA,489,NA,NA,NA,NA,NA,NA,NA,1140,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,0,56,87,45,0,167,NA,1660,1424,0,0,0,NA,170,38927,39731,17299,8133,744,14860,45965,1261833,411,4008550,692066,81877,153951,NA,192,NA,NA,NA,NA,"10180010",0,NA,NA,104,1,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,0,5088,1732,39472,0,1791,NA,140228,0,6658,0,0,NA,13288,23407,47934,7732,1279,126,13231,562,509369,0,3561370,2278182,94956,31300,NA,70531,NA,NA,NA,NA,"10180011",14,NA,NA,862,3084,335,NA,NA,0,NA,NA,NA,NA,350,NA,NA,NA,313,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,4948,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,13340,0,0,137567,2452,451,NA,37312,56833,13,77,0,NA,109531,114428,55622,23000,6267,2531,3709,1477,3492,717,111,5313650,91994,83185,NA,247892,NA,NA,NA,NA,"10180014",0,NA,NA,1434,120,0,NA,NA,841,NA,NA,NA,NA,667,NA,NA,NA,2192,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,1,NA,566,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,996,NA,NA,NA,NA,NA,127,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,0,690,1618,160280,2,5477,NA,158550,1721,4614,443,10,NA,76280,7808,99959,6015,557,74,19251,159,34694,0,371681,3777425,34056,14551,NA,87926,NA,NA,NA,NA,"10180012",0,NA,NA,13969,15128,8,NA,NA,0,NA,NA,NA,NA,8353,NA,NA,NA,468,NA,NA,NA,NA,NA,NA,297,NA,NA,NA,0,NA,669,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,507,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,0,320,1097,219949,50,557,NA,32820,21158,4881,101,0,NA,108946,113,57779,2315,315,12,945,440,35713,114,1419,2271801,5280,684,NA,119715,NA,NA,NA,NA,"10180013",0,NA,NA,33403,16106,0,NA,NA,0,NA,NA,NA,NA,19008,NA,NA,NA,1618,NA,NA,NA,NA,NA,NA,2299,NA,NA,NA,0,NA,48,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,224,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,296,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,0,0,3,0,0,0,NA,82,366182,0,0,0,NA,4,21314,12210,2263,183,0,41578,214609,1249912,7672,1568201,403784,136329,35269,NA,1,NA,NA,NA,NA,"10180001",0,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,39748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,0,0,0,29,0,0,NA,1759,0,1,0,0,NA,0,90266,4648,1888,189,11,13841,1588,143659,2,2377855,300341,11475,18440,NA,0,NA,NA,NA,NA,"10180003",0,NA,NA,4,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,0,6,2,11,0,77,NA,541,0,0,0,0,NA,250,16005,18632,4744,367,15,5531,41819,433725,283,3128565,404415,54486,38704,NA,44,NA,NA,NA,NA,"10180004",0,NA,NA,14,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,0,5,1,7,0,20,NA,88,0,0,0,0,NA,1,2169,4802,565,67,15,3039,1256,107457,4,2494466,314054,7722,9296,NA,4,NA,NA,NA,NA,"10180005",0,NA,NA,7,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,0,52,55,438,0,48,NA,2465,0,0,0,0,NA,11,6352,13257,3594,55,5,14178,19103,410833,64,6981307,773592,47466,75831,NA,0,NA,NA,NA,NA,"10180006",0,NA,NA,1,11,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,0,2755,522,2112,0,2263,NA,112420,0,5,0,0,NA,3011,23247,75997,41035,19796,2191,43261,8248,690256,115,5893643,2947891,104278,21100,NA,1242,NA,NA,NA,NA,"10180007",0,NA,NA,163,6,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,406,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,0,NA,28,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,0,7812,8759,13511,0,3742,NA,129447,0,104,0,0,NA,10393,37123,35177,10315,1724,91,54840,1787,817537,0,2121375,2784727,64667,12182,NA,5965,NA,NA,NA,NA,"10180008",0,NA,NA,103,96,18,NA,NA,0,NA,NA,NA,NA,165,NA,NA,NA,657,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,0,NA,248,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,0,9,9,23,0,802,NA,11044,2593,0,0,0,NA,1235,15120,47189,19268,3685,617,10416,177174,2236396,1638,4882892,980364,85086,41824,NA,12,NA,NA,NA,NA,"10180002",0,NA,NA,27,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,7,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,12,13914,3424,693616,1231,13975,0,294357,142717,19086,808,0,NA,913878,110604,417763,418230,244109,87593,3386,10141,113058,97,140876,3813259,120448,76821,NA,451748,NA,NA,NA,3926,"10190003",9,20,NA,89683,11754,0,NA,NA,0,NA,111,NA,NA,24556,NA,NA,NA,8190,NA,NA,NA,NA,NA,5728,0,NA,NA,NA,0,NA,7692,1367,NA,NA,NA,5181,NA,NA,NA,NA,395,NA,NA,3832,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,0,16,2,215,0,13,0,999,1135,5,0,0,NA,138,8332,57790,124044,45208,13038,53011,20218,811569,113,151823,274341,21490,371,NA,35,NA,NA,NA,0,"10190004",0,0,NA,0,12,0,NA,NA,0,NA,0,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,57394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,0,21030,3760,41077,12,1544,0,51143,83470,10489,0,0,NA,48905,39246,57109,61651,22194,3975,52522,4558,1074612,38,297728,337715,36239,12120,NA,85677,NA,NA,NA,49,"10190006",6,40,NA,30,3750,0,NA,NA,0,NA,0,NA,NA,2,NA,NA,NA,137,NA,NA,NA,NA,NA,423,0,NA,NA,NA,0,NA,464,1,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,43784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,0,9934,1991,62767,43,3418,0,114173,142623,26524,0,0,NA,52881,80369,128174,137900,50936,10324,33219,8737,1838441,171,708920,1586178,57113,35936,NA,237183,NA,NA,NA,64,"10190007",18,135,NA,440,18462,1,NA,NA,0,NA,120,NA,NA,41,NA,NA,NA,1108,NA,NA,NA,NA,NA,5087,1,NA,NA,NA,0,NA,2750,794,NA,NA,NA,5606,NA,NA,NA,NA,278,NA,NA,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,77647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,182,589,143,30913,19,1644,0,39168,32229,6364,39,0,NA,33940,1561,44193,6825,1361,121,1689,132,4953,0,65719,1286761,4373,4541,NA,79573,NA,NA,NA,59,"10190008",4,1,NA,470,4640,0,NA,NA,0,NA,11,NA,NA,396,NA,NA,NA,333,NA,NA,NA,NA,NA,569,0,NA,NA,NA,0,NA,630,16,NA,NA,NA,569,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
