"layer","zone","Background","Corn","Soybeans","Barley","Rye","Oats","Canola","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Apples","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Cranberries","Spring Wheat","Winter Wheat","Other Crops","Christmas Trees","Sweet Corn","Other Tree Crops","Strawberries","Pumpkins","HUC","Dry Beans","Triticale","Sunflower","Camelina","Squash","Lettuce","Sorghum","Sod/Grass Seed","Tobacco","Speltz","Peaches","Other Small Grains","Misc Vegs & Fruits","Onions","Gourds","Peppers","Cucumbers","Tomatoes","Herbs","Pears","Cabbage","Eggplants","Caneberries","Durum Wheat","Grapes","Asparagus","Dbl Crop WinWht/Soybeans","Cherries","Radishes","Plums","Peas","Nectarines","Dbl Crop Barley/Soybeans","Greens","Sweet Potatoes","Watermelons","Dbl Crop WinWht/Corn","Dbl Crop Oats/Corn","Dbl Crop Soybeans/Oats","Cotton","Mint","Carrots","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Turnips","Cantaloupes","Pop or Orn Corn","Dbl Crop Corn/Soybeans","Millet","Sugarbeets","Peanuts","Pecans","Aquaculture","Dbl Crop WinWht/Cotton","Switchgrass","Rice","Rape Seed","Walnuts","Sugarcane","Citrus","Oranges","Celery","Safflower","Vetch","Cauliflower","Garlic","Flaxseed","Mustard","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Olives","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Durum Wht","Dbl Crop Durum Wht/Sorghum","Almonds","Hops","Apricots","Pomegranates"
1,14,NA,278787,710099,2,2,126,0,1639,643612,NA,NA,3017,32309,1,170298,288280,114077,19440,5031,4667,957211,7577,441,444,2244717,152286,29209,NA,NA,NA,NA,43728,331,1,0,NA,NA,0,"10290108",0,2,34,NA,NA,NA,778,21960,NA,NA,1,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,160951,NA,NA,NA,0,NA,1,NA,NA,NA,18,NA,26,NA,NA,NA,7,0,0,NA,3,3,6,NA,NA,55,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,935474,1360693,0,23,32,NA,1321,409751,NA,NA,665,27763,161,156644,650122,616988,193598,84540,4126,1142203,20,194,510,1963807,97232,4124,NA,NA,NA,NA,43927,1,NA,0,0,NA,1,"10300101",1,0,10,NA,NA,NA,1393,1622,NA,NA,6,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,70292,NA,NA,NA,0,NA,0,NA,NA,0,77,NA,2,NA,NA,NA,431,0,2,NA,0,43,6,NA,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,481138,815790,68,310,90,NA,3726,488775,NA,NA,3734,28522,0,138139,415353,157209,61675,16789,6627,3771503,67360,7309,848,3003003,55928,10110,NA,NA,NA,NA,90350,0,NA,0,3,NA,1,"10300102",0,39,74,NA,NA,NA,7717,44301,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,108976,NA,NA,NA,6,NA,151,NA,NA,0,44,NA,0,NA,NA,NA,1075,0,0,NA,1,8,36,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,216162,440982,0,0,26,NA,896,319518,NA,NA,1954,19124,0,10091,125095,47139,11057,5348,1844,868137,16398,2714,842,967993,8292,358,NA,NA,NA,NA,64086,119,NA,0,0,NA,0,"10300103",0,0,6,NA,NA,NA,305,5117,NA,NA,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,65564,NA,NA,NA,0,NA,1,NA,NA,0,123,NA,0,NA,NA,NA,44,0,0,NA,0,0,2,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,759917,954778,1,36,54,NA,1068,377358,NA,NA,1770,13197,5,26272,194609,67857,13889,5608,885,738774,293,94,414,1139824,54323,925,NA,NA,NA,NA,34499,14,NA,0,0,NA,0,"10300104",0,0,5,NA,NA,NA,408,5153,NA,NA,0,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,52368,NA,NA,NA,0,NA,0,NA,NA,0,3,NA,0,NA,NA,NA,0,0,0,NA,0,0,0,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,221738,322232,2,14,3,NA,5445,153862,NA,NA,381,43693,0,122322,227431,233536,84073,38843,5095,2251314,22473,486,59,707440,46248,1345,NA,NA,NA,NA,32377,9,NA,2,0,NA,147,"10300200",0,0,0,NA,NA,NA,4332,707,NA,NA,1,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,51252,NA,NA,NA,0,NA,8,NA,NA,2,95,NA,0,NA,NA,NA,79,1,0,NA,0,14,7,NA,NA,0,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,2657,48742,0,2,0,0,6,24940,NA,0,0,55067,0,155369,169179,57083,9414,4396,2416,2777337,507494,261624,2126,994798,81390,1774,NA,2,NA,NA,2537,0,NA,0,0,NA,0,"11010014",7,0,5,NA,NA,NA,472,1755,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,3880,NA,NA,NA,0,NA,0,1,NA,0,1,NA,4,2,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,14,73,NA,0,19971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,561,191,0,0,1,0,70,25779,NA,0,0,144,0,278085,300707,72602,15762,4049,5026,4263646,286589,12864,271,2080910,4064,23,NA,0,NA,NA,91,0,NA,0,0,NA,21,"11010001",0,0,2,NA,NA,NA,4,53,NA,NA,0,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,33,0,101,NA,NA,NA,0,NA,0,0,NA,0,1,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,36,NA,NA,0,0,NA,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,89801,487933,0,8,1,0,87,28692,NA,6,65,16386,0,31763,200743,29197,7081,1497,12510,3310092,138333,111283,9841,349634,278026,1673,NA,0,NA,NA,2629,0,NA,0,0,NA,1,"11010007",0,5,0,NA,NA,NA,2497,1194,NA,NA,4,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,0,107132,NA,NA,NA,24,NA,0,0,NA,310,57,NA,0,196,NA,NA,2,NA,NA,NA,18,NA,1,NA,NA,3,1252,NA,0,318479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,50974,640754,0,0,1424,2,0,16260,NA,0,0,89600,0,36877,96466,18497,7389,1927,126,227611,17608,36925,115,116533,262336,962,NA,0,NA,NA,16803,0,NA,4,0,NA,0,"11010013",0,0,3,NA,NA,NA,11388,154,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,8,110974,NA,NA,NA,2903,NA,0,0,NA,5,150,NA,141,2720,NA,NA,15,NA,NA,NA,0,NA,0,NA,NA,34,669,NA,0,362978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,13753,65784,0,0,0,0,0,33295,NA,0,0,2493,0,40619,149161,50756,9554,4416,2944,2377594,270867,337774,531,841751,19181,191,NA,88,NA,NA,2199,0,NA,0,0,NA,0,"11010004",0,0,6,NA,NA,NA,906,151,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,15760,NA,NA,NA,43,NA,0,0,NA,0,109,NA,0,17,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,37,33,NA,0,7033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,12,119,0,0,0,0,0,6960,NA,0,0,7,0,5379,116452,7830,739,172,867,2987148,123263,20523,100,585817,866,40,NA,7,NA,NA,8,0,NA,0,0,NA,0,"11010005",0,0,0,NA,NA,NA,1,37,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,1,0,5,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,0,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,29830,321567,0,0,11,1,4,64117,NA,0,7,31735,0,27001,81122,15512,2425,808,401,759608,26697,82707,20,421323,191170,113,NA,0,NA,NA,9927,3,NA,0,0,NA,0,"11010009",0,0,2,NA,NA,NA,8227,250,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,51733,NA,NA,NA,474,NA,0,3,NA,0,33,NA,1,25,NA,NA,4,NA,NA,NA,0,NA,0,NA,NA,5,312,NA,0,228834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,148,5254,0,0,0,0,910,36581,NA,0,32,1105,0,12679,149176,26564,5945,2209,2020,2132208,14504,52654,816,1038946,7488,15,NA,0,NA,NA,321,0,NA,0,0,NA,0,"11010010",0,0,1,NA,NA,NA,36,5608,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,1060,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,6,NA,NA,0,NA,NA,NA,0,NA,3,NA,NA,0,19,NA,0,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,174,21958,0,0,0,0,0,17855,NA,0,0,884,0,7270,93982,15468,1404,315,771,1082711,44342,200214,68,685075,6893,4,NA,7,NA,NA,1627,0,NA,0,0,NA,0,"11010012",0,0,0,NA,NA,NA,480,30,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,659,NA,NA,NA,0,NA,0,0,NA,0,2,NA,0,11,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,0,4,NA,0,6731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,547,708,0,34,4,0,1537,39429,NA,0,1,796,0,229309,288079,75110,22072,6070,4701,4177803,547880,73278,7287,2024545,1203,10,NA,17,NA,NA,191,6,NA,0,0,NA,0,"11010003",0,0,0,NA,NA,NA,16,89,NA,NA,9,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,35,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,1,NA,NA,NA,0,NA,194,NA,NA,0,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,267,127,0,2,0,0,4466,37482,NA,0,6,80,0,98009,189936,19011,1892,494,1958,3290461,137793,77270,224,1406007,975,44,NA,31,NA,NA,68,0,NA,0,0,NA,0,"11010006",0,0,0,NA,NA,NA,10,3556,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,281,NA,NA,NA,0,NA,0,0,NA,0,39,NA,0,0,NA,NA,2,NA,NA,NA,0,NA,3,NA,NA,0,8,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,210,1548,0,0,1,0,569,62053,NA,0,121,478,0,4964,119835,8742,1774,377,900,2150668,100588,58861,11,929768,7663,52,NA,0,NA,NA,459,1,NA,0,0,NA,1,"11010011",0,0,0,NA,NA,NA,32,10685,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,285,NA,NA,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,NA,1,NA,NA,0,6,NA,0,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,11995,2737,54,175,97,0,14182,28112,NA,0,49,183,5,39497,214978,161251,67686,24176,2918,1641347,69382,4772,336,1903255,1283,11,NA,0,NA,NA,1138,0,NA,0,3,NA,0,"11010002",2,26,1,NA,NA,NA,32,795,NA,NA,0,NA,NA,NA,NA,NA,8,NA,0,NA,NA,NA,NA,NA,0,0,1380,NA,NA,NA,0,NA,6,0,NA,0,4,NA,6,0,NA,NA,3,NA,NA,NA,0,NA,20,NA,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,32718,190805,0,1,2,0,347,52058,NA,0,43,3398,0,19004,253414,13537,1930,437,2207,5328441,261979,140987,2602,994040,88474,163,NA,0,NA,NA,2506,7,NA,0,0,NA,0,"11010008",0,4,0,NA,NA,NA,444,3069,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,0,30419,NA,NA,NA,2,NA,0,0,NA,1152,9,NA,0,51,NA,NA,2,NA,NA,NA,0,NA,54,NA,NA,0,108,NA,0,111846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,2,0,144,0,161,27,44691,112789,NA,0,0,1204,0,23767,61534,28495,8201,724,498834,287457,3916953,28641,806114,2861965,102475,7420,NA,NA,NA,266,34,NA,NA,0,NA,NA,0,"11020001",0,0,0,NA,0,NA,7,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,28329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,1817,0,4,1,108,0,15048,2056,NA,0,0,12555,0,7845,133822,192073,104916,24647,17189,24029,745083,24,193814,1155653,20442,13567,NA,NA,NA,16,4548,NA,NA,0,NA,NA,2,"11020003",26,1,108,NA,0,NA,206,1787,NA,NA,NA,NA,0,17,NA,0,55,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,3,1,NA,NA,0,NA,NA,249,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,17917,0,10,0,243,0,55366,8579,NA,1,24,25354,15,32015,142135,105640,47368,12693,17500,136627,1959705,13994,983891,3011633,35863,13423,NA,NA,NA,14,1828,NA,NA,326,NA,NA,299,"11020002",2035,1,31,NA,214,NA,5709,678,NA,NA,NA,NA,0,70,NA,268,502,NA,NA,NA,229,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1267,0,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,6,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,3524,0,2,0,71,0,5522,1202,NA,0,0,14632,2,289,60996,3353,1503,306,5351,59,28295,0,43364,1903364,305,2025,NA,NA,NA,2,1200,NA,NA,0,NA,NA,0,"11020004",1,16,74,NA,0,NA,3660,2756,NA,NA,NA,NA,0,3,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,590,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,86827,528,109,0,1812,0,193383,7693,NA,0,66,49029,0,42152,132516,25549,5430,1281,1987,60,4639,0,344374,5332183,31449,33587,NA,NA,NA,186,28637,NA,NA,71,NA,NA,58,"11020005",2563,10,319,NA,12,NA,38347,387,NA,NA,NA,NA,476,889,NA,20,0,NA,NA,NA,97,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1194,1,NA,NA,NA,NA,0,695,NA,NA,1483,NA,NA,364,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,1286,0,190,0,457,0,21101,6112,NA,10,197,8911,0,5933,30421,10781,2137,194,32826,215885,1116110,32303,872541,2955709,13678,6656,NA,NA,NA,675,291,NA,NA,12,NA,NA,6,"11020006",90,0,0,NA,0,NA,17820,108,NA,NA,NA,NA,0,29,NA,66,0,NA,NA,NA,5,NA,NA,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233,0,NA,NA,NA,NA,1,0,NA,NA,0,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,5389,0,145,0,124,0,8694,693,NA,0,77,523,0,179,8679,1696,138,5,6808,47603,301479,2541,271486,2433817,3428,1832,NA,NA,NA,66,1276,NA,NA,2,NA,NA,0,"11020007",10,0,0,NA,0,NA,1156,46,NA,NA,NA,NA,0,49,NA,3,1,NA,NA,NA,0,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,NA,NA,NA,NA,0,2,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,16627,105,9,0,450,0,47211,7098,NA,0,0,48705,0,2942,136389,1451,68,6,1491,82,92,0,59413,3713933,3386,9433,NA,NA,NA,2,10370,NA,NA,0,NA,NA,0,"11020008",9,302,128,NA,0,NA,29931,641,NA,NA,NA,NA,12,76,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,0,0,NA,NA,188,NA,NA,9305,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,202799,45,24,0,820,0,398033,11805,NA,0,0,1062757,0,52086,239585,21147,2899,621,3530,2153,32660,0,655514,7345874,43014,37814,NA,NA,NA,19,697600,NA,NA,0,NA,NA,0,"11020009",30,9,42987,NA,0,NA,232384,0,NA,NA,NA,NA,9,1346,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,1918,NA,NA,1020,NA,NA,9606,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,41608,0,0,0,258,0,36433,9855,NA,0,0,491450,0,621,155043,8077,1393,287,101,858,3466,0,195687,3902569,5705,9249,NA,NA,NA,0,270774,NA,NA,0,NA,NA,0,"11020011",1,36,137778,NA,0,NA,48203,19,NA,NA,NA,NA,0,8,NA,0,2,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,138,NA,NA,7,NA,NA,7159,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,54563,3,0,0,16,0,15392,3844,NA,0,1,248562,0,593,124889,1096,43,1,824,89,20,0,446473,2758996,961,4063,NA,NA,NA,0,145940,NA,NA,0,NA,NA,2,"11020012",1,144,17303,NA,0,NA,77898,0,NA,NA,NA,NA,0,5,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,2878,NA,NA,0,NA,NA,22294,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,12789,0,0,0,0,0,333,18,NA,0,0,102738,0,15,31737,144,6,0,134,7,5393,0,124578,1966591,1438,2008,NA,NA,NA,0,51098,NA,NA,0,NA,NA,0,"11020013",0,13,1541,NA,0,NA,17862,0,NA,NA,NA,NA,0,0,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,956,NA,NA,0,NA,NA,553,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,4137,0,1134,0,1704,0,52358,4099,NA,91,46,16528,0,5423,42399,12951,1094,89,26643,188760,1947126,22910,1812842,5749135,17894,11248,NA,NA,NA,21,3421,NA,NA,17,NA,NA,15,"11020010",54,0,4,NA,2,NA,3721,19,NA,NA,NA,NA,0,27,NA,1,0,NA,NA,NA,8,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,0,NA,NA,NA,NA,24,5,NA,NA,10,NA,NA,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,523714,18451,17,663,55,0,215717,718,NA,7817,0,1395900,NA,7492,229060,22953,5774,1941,1461,5182,11,0,314501,2134629,31308,905,NA,NA,NA,57,1163349,0,0,0,NA,NA,0,"11030001",840,2633,7710,NA,NA,NA,496712,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,10095,NA,NA,NA,4,NA,0,NA,NA,NA,5045,NA,0,61,NA,NA,10200,0,NA,18,NA,0,3241,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,640758,50971,0,569,570,0,246800,3015,NA,4225,0,276866,NA,754,105469,10003,2884,1114,307,3883,4,0,2654,844977,2793,43,NA,NA,NA,0,530687,0,0,0,NA,NA,0,"11030003",1,3181,208,NA,NA,NA,185594,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,7562,NA,NA,NA,0,NA,0,NA,NA,NA,413,NA,0,895,NA,NA,5282,0,NA,1,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,471413,193998,942,29401,1131,21,198386,1156,NA,2,0,615226,NA,10190,219759,29846,6246,2778,249,16405,0,0,19,1536211,47121,100,NA,NA,NA,0,1442704,0,0,0,NA,NA,0,"11030004",0,486,2995,NA,NA,NA,532367,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,14445,NA,NA,NA,7,NA,39,NA,NA,NA,3923,NA,0,4,NA,NA,15220,0,NA,0,NA,0,1,NA,NA,NA,NA,0,1,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,164271,31790,159,174,119,0,65351,464,NA,8,0,908570,NA,6195,138235,3140,441,93,284,8523,3,2,542,2026019,28676,57,NA,NA,NA,0,1250225,0,0,0,NA,NA,0,"11030005",0,2578,350,NA,NA,NA,503926,14,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1147,NA,NA,NA,0,NA,4,NA,NA,NA,51,NA,0,32,NA,NA,3771,0,NA,0,NA,0,0,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,95197,8446,236,66,755,0,11217,945,NA,34,0,417892,NA,2076,85226,5828,1954,551,166,894,2,0,36,1138939,20854,14,NA,NA,NA,0,625106,0,0,0,NA,NA,0,"11030006",0,2767,102,NA,NA,NA,193167,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,90,NA,NA,NA,0,NA,0,NA,NA,NA,30,NA,0,8,NA,NA,1769,0,NA,0,NA,0,1,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,80115,6197,9,505,132,0,7378,70,NA,0,0,555657,NA,1094,78014,3643,1482,288,494,7279,6,2,2181,973249,19365,13,NA,NA,NA,0,641979,0,0,0,NA,NA,0,"11030007",0,1671,84,NA,NA,NA,287852,1017,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,97,NA,NA,NA,0,NA,0,NA,NA,NA,13,NA,0,5,NA,NA,546,0,NA,5,NA,0,12,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
