"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Canola","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Dry Beans","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Triticale","Broccoli","Cauliflower","Radishes","Blueberries","Sorghum","Speltz","HUC","Apples","Misc Vegs & Fruits","Sweet Corn","Cranberries","Sod/Grass Seed","Aquaculture","Other Crops","Herbs","Squash","Pumpkins","Tomatoes","Pears","Cabbage","Grapes","Strawberries","Tobacco","Winter Wheat","Peaches","Peppers","Sunflower","Sugarbeets","Greens","Carrots","Dbl Crop WinWht/Corn","Vetch","Plums","Other Tree Crops","Dbl Crop WinWht/Soybeans","Millet","Onions","Cucumbers","Nectarines","Dbl Crop Barley/Soybeans","Dbl Crop Oats/Corn","Cherries","Gourds","Sweet Potatoes","Dbl Crop Barley/Corn","Cotton","Peanuts","Dbl Crop WinWht/Sorghum","Dbl Crop Soybeans/Oats","Other Small Grains","Watermelons","Asparagus","Turnips","Eggplants","Rape Seed","Cantaloupes","Switchgrass","Pop or Orn Corn","Caneberries","Hops","Flaxseed","Dbl Crop Corn/Soybeans","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Oranges","Sugarcane","Olives","Citrus","Durum Wheat","Camelina","Mint","Walnuts","Celery","Garlic","Safflower","Mustard","Lentils","Perennial Ice/Snow ","Pistachios","Lettuce","Almonds","Apricots","Pomegranates"
1,2,NA,3144,795,0,NA,0,6,NA,40,49650,NA,NA,NA,0,0,42,NA,278429,297282,78787,21768,4739,8355,4407911,272053,13974,5904,1905917,2339,74,0,NA,NA,NA,1,0,NA,"11010001",5,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,299,12,NA,0,NA,NA,NA,25,NA,NA,NA,126,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,18,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,84480,518225,0,NA,0,0,NA,87,13714,NA,NA,NA,2,0,90120,NA,34649,206976,28722,11322,1669,12861,3383074,121158,114347,11157,307591,275769,1058,0,NA,NA,NA,0,27844,NA,"11010007",0,NA,NA,NA,92,8,0,3,NA,18,NA,NA,NA,NA,NA,NA,2940,4,NA,9,NA,NA,NA,0,NA,NA,NA,13593,1,NA,NA,NA,0,NA,NA,4,NA,NA,7633,2846,6,0,NA,366,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,39,NA,265945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,38857,516149,0,NA,0,0,NA,176,2747,NA,NA,NA,0,0,317564,NA,37429,94761,18930,10398,2226,80,222899,21987,48843,629,105487,265863,558,0,NA,NA,NA,0,60667,NA,"11010013",0,NA,NA,NA,122,27,0,33,NA,0,NA,NA,NA,NA,NA,NA,10141,0,NA,0,NA,NA,NA,0,NA,NA,NA,33415,0,NA,NA,NA,0,NA,NA,0,NA,NA,768,3372,4,0,NA,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,467,NA,316734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,14695,51595,0,NA,0,0,NA,0,17788,NA,NA,NA,0,0,14435,NA,40207,151596,50755,12721,4874,3659,2466345,255614,365623,5066,740852,19490,16,0,NA,NA,NA,33,6892,NA,"11010004",0,NA,NA,NA,11,2,0,0,NA,0,NA,NA,NA,NA,NA,NA,3824,6,NA,0,NA,NA,NA,0,NA,NA,NA,9777,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,28,NA,11141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,25,11,0,NA,0,0,NA,0,11696,NA,NA,NA,0,0,1,NA,5454,114713,8502,987,185,1764,3058320,117177,16134,2448,518430,469,4,0,NA,NA,NA,4,1,NA,"11010005",3,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,18,14,NA,0,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,21507,270606,0,NA,0,9,NA,38,31968,NA,NA,NA,0,0,131934,NA,31574,82032,15543,3478,896,930,809252,21430,98693,894,395189,182582,117,0,NA,NA,NA,0,23158,NA,"11010009",0,NA,NA,NA,17,4,0,5,NA,0,NA,NA,NA,NA,NA,NA,5232,1,NA,0,NA,NA,NA,0,NA,NA,NA,3368,0,NA,NA,NA,0,NA,NA,0,NA,NA,84,10242,1,0,NA,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,44,NA,215181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,2581,3221,0,NA,0,0,NA,112,11178,NA,NA,NA,0,2,1162,NA,13540,150407,28131,6986,2450,1899,2255279,10199,44990,2312,955766,4310,11,0,NA,NA,NA,0,1224,NA,"11010010",0,NA,NA,NA,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,698,0,NA,0,NA,NA,NA,0,NA,NA,NA,47,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,114,15338,0,NA,0,0,NA,0,2764,NA,NA,NA,0,0,4940,NA,7716,94696,15584,2174,469,1435,1159105,46363,202445,1993,618271,5656,179,0,NA,NA,NA,0,1225,NA,"11010012",0,NA,NA,NA,4,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,282,5,NA,0,NA,NA,NA,0,NA,NA,NA,30,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,4,NA,8146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,1589,684,0,NA,0,0,NA,76,39518,NA,NA,NA,0,0,138,NA,223840,286143,77790,26263,7563,13028,4330379,488461,78541,39970,1885389,1172,154,0,NA,NA,NA,0,12,NA,"11010003",47,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,82,61,NA,0,NA,NA,NA,0,NA,NA,NA,53,8,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,1942,437,0,NA,22,0,NA,304,5376,NA,NA,NA,0,0,128,NA,98875,191371,17641,2367,451,2854,3416568,118409,71698,4972,1336238,417,9,0,NA,NA,NA,0,5,NA,"11010006",0,NA,NA,NA,1,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,326,3,NA,0,NA,NA,NA,2,NA,NA,NA,3,91,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,263,166,0,NA,0,1,NA,120,18488,NA,NA,NA,0,0,277,NA,5551,120833,9525,2434,373,985,2244338,92664,51264,2691,906403,4094,10,0,NA,NA,NA,0,17,NA,"11010011",0,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,329,0,NA,0,NA,NA,NA,0,NA,NA,NA,5,1,NA,NA,NA,0,NA,NA,0,NA,NA,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,15031,4568,11,NA,17,93,NA,4664,16604,NA,NA,NA,0,0,1046,NA,40330,217748,164694,77060,27543,6148,1698166,59788,4752,21765,1819815,1083,16,56,NA,NA,NA,0,269,NA,"11010002",0,NA,NA,NA,107,0,10,0,NA,0,NA,NA,NA,NA,NA,NA,6557,4,NA,0,NA,NA,NA,428,NA,NA,NA,3184,136,NA,NA,NA,8,NA,NA,0,NA,NA,0,0,199,0,NA,0,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,20346,171492,0,NA,0,6,NA,302,22682,NA,NA,NA,1,0,36451,NA,20892,255350,14209,3467,374,2757,5405838,245273,169772,6896,927474,86560,907,0,NA,NA,NA,0,19426,NA,"11010008",0,NA,NA,NA,6,4,0,1,NA,0,NA,NA,NA,NA,NA,NA,1531,1,NA,10,NA,NA,NA,0,NA,NA,NA,2183,3,NA,NA,NA,0,NA,NA,0,NA,NA,171,1092,3,0,NA,582,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,11,NA,120184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,58,0,273,43,0,220,NA,24025,137866,NA,1,0,0,NA,591,NA,27768,62114,33136,12293,1143,578029,290782,3982728,15935,994565,2543139,82882,17521,54,NA,NA,NA,NA,1,NA,"11020001",0,NA,0,NA,3,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,5,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,15112,NA,NA,NA,NA,NA
1,2,NA,126,0,2,0,0,122,NA,13085,2915,NA,0,1,0,NA,1808,NA,9690,134867,189170,119070,32274,12784,37749,713661,1192,282678,1093182,15792,10645,36,NA,NA,NA,NA,178,NA,"11020003",0,NA,11,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,684,NA,1,0,0,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,3,NA,12589,0,1,0,0,583,NA,38455,9184,NA,2547,2,0,NA,21799,NA,33492,142449,105949,53268,16984,18500,134174,1937465,9754,1347746,2691605,32027,15897,39,NA,NA,NA,NA,3254,NA,"11020002",39,NA,491,NA,8,NA,NA,NA,NA,677,NA,NA,316,NA,NA,NA,1531,NA,192,1,0,NA,NA,0,NA,NA,NA,NA,907,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1624,11,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1,4,NA,780,0,1,0,0,11,NA,7042,1973,NA,2,0,0,NA,2088,NA,434,61024,4175,2905,590,5674,14,27853,0,58065,1895745,132,7314,332,NA,NA,NA,NA,2102,NA,"11020004",0,NA,0,NA,54,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,4043,NA,0,36,0,NA,NA,0,NA,NA,NA,NA,77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,5,NA,54675,114,11,0,8,603,NA,160861,3003,NA,9728,1,1,NA,75955,NA,37499,128506,25816,7140,1599,4580,13,2650,0,508545,5199185,29585,46100,552,NA,NA,NA,NA,48414,NA,"11020005",0,NA,44,NA,6,NA,NA,NA,NA,73,NA,NA,0,NA,NA,NA,19958,NA,0,471,12,NA,NA,0,NA,NA,NA,NA,275,957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1168,NA,NA,1645,0,NA,NA,NA,727,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,6,NA,494,0,4,2,196,62,NA,47735,4150,NA,91,0,0,NA,17480,NA,6080,34308,12145,2510,372,39188,211530,1108895,30158,1054927,2766356,7105,5610,44,NA,NA,NA,NA,1981,NA,"11020006",0,NA,14,NA,2,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,1353,NA,0,0,1,NA,NA,0,NA,NA,NA,NA,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,7,NA,3230,0,3,0,16,24,NA,12837,106,NA,1102,0,0,NA,1880,NA,266,10995,2283,103,21,8824,43326,295045,2148,340986,2368807,2627,1511,18,NA,NA,NA,NA,1449,NA,"11020007",0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,313,NA,0,23,3,NA,NA,0,NA,NA,NA,NA,16,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,8,NA,9118,1,18,0,5,618,NA,49792,3706,NA,65,5,8,NA,56833,NA,6759,135364,2031,182,15,4464,4,156,0,143723,3617666,2944,21717,2300,NA,NA,NA,NA,24257,NA,"11020008",0,NA,0,NA,259,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,15974,NA,0,104,6,NA,NA,0,NA,NA,NA,NA,1482,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,13,0,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,9,NA,114136,201,49,0,4,1664,NA,390912,40488,NA,282,4,0,NA,799290,NA,69635,232863,24535,2488,825,5014,1525,21208,0,866329,7067318,42066,35718,5799,NA,NA,NA,NA,431973,NA,"11020009",0,NA,0,NA,0,NA,NA,NA,NA,8,NA,NA,0,NA,NA,NA,891905,NA,0,15265,4,NA,NA,3574,NA,NA,NA,NA,25105,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9634,NA,NA,46,0,NA,NA,NA,4,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,10,NA,22174,2,0,0,1,529,NA,23824,1735,NA,10,1,1,NA,379025,NA,499,151973,8661,1893,339,231,1012,3393,1,254630,3773113,4974,13986,3244,NA,NA,NA,NA,184737,NA,"11020011",0,NA,0,NA,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,482598,NA,0,6338,1,NA,NA,0,NA,NA,NA,NA,7778,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,0,0,NA,NA,NA,0,26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,11,NA,46894,0,0,0,0,1583,NA,5012,1146,NA,27,0,0,NA,229920,NA,548,123674,1159,56,22,128,45,79,0,604920,2506656,878,7422,746,NA,NA,NA,NA,105282,NA,"11020012",0,NA,0,NA,2,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,220050,NA,0,7920,32,NA,NA,0,NA,NA,NA,NA,62675,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,12,NA,4399,0,3,0,0,34,NA,630,647,NA,0,0,0,NA,70707,NA,740,26179,279,3,2,141,373,5954,0,142708,1964615,1070,2435,377,NA,NA,NA,NA,23883,NA,"11020013",0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,74454,NA,0,105,0,NA,NA,39,NA,NA,NA,NA,63,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,13,NA,745,0,233,0,63,436,NA,73137,5163,NA,68,7,0,NA,38661,NA,5706,36205,14688,969,246,29235,172795,1852663,17572,2169413,5462565,16740,16528,36,NA,NA,NA,NA,7419,NA,"11020010",0,NA,0,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,4460,NA,1,67,0,NA,NA,0,NA,NA,NA,NA,99,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
1,1,NA,366607,2430,5,0,1113,431,0,253485,69,NA,NA,2813,0,0,1215895,NA,7855,226665,23870,7804,2155,1945,8500,19,0,419316,1718888,36065,6312,39657,NA,NA,NA,NA,754175,NA,"11030001",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481710,NA,NA,1473,NA,NA,NA,11869,NA,NA,NA,25,20447,NA,NA,NA,0,0,NA,NA,NA,NA,3,NA,6633,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,470089,27821,7,0,1810,279,0,233947,1158,NA,NA,969,0,0,259993,NA,2632,103490,10375,3920,1180,1670,8570,0,0,8288,823108,3006,835,30670,NA,NA,NA,NA,326295,NA,"11030003",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,603746,NA,NA,48,NA,NA,NA,3403,NA,NA,NA,47,2,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,5125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,495777,179134,936,0,78472,3623,14,158060,232,NA,NA,0,0,0,642460,NA,17067,221362,29120,8139,3045,271,17032,0,0,208,1336859,60161,331,3200,NA,NA,NA,NA,611327,NA,"11030004",NA,NA,NA,NA,0,NA,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,1497539,NA,NA,313,NA,NA,NA,90,NA,NA,NA,14921,531,NA,NA,NA,0,0,NA,NA,NA,NA,113,NA,12138,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,145806,18844,43,0,310,1431,0,48169,200,NA,NA,0,0,0,924662,NA,10438,137814,3401,564,123,304,8875,0,0,648,1899930,21079,177,1607,NA,NA,NA,NA,697066,NA,"11030005",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217623,NA,NA,153,NA,NA,NA,20,NA,NA,NA,544,250,NA,NA,NA,0,0,NA,NA,NA,NA,3,NA,5130,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,86237,4710,3,0,118,473,0,6877,82,NA,NA,0,0,0,403442,NA,5147,84619,5973,2675,618,551,3606,0,0,224,1084685,20677,22,7022,NA,NA,NA,NA,281747,NA,"11030006",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,608044,NA,NA,18,NA,NA,NA,2,NA,NA,NA,19,2,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,6775,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,61930,1682,2,0,2,170,0,8650,321,NA,NA,4,1,0,542885,NA,2894,76152,4851,1647,357,261,3790,0,1,1083,938617,16511,18,3439,NA,NA,NA,NA,395849,NA,"11030007",NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,607063,NA,NA,357,NA,NA,NA,4,NA,NA,NA,0,1,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1912,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,54834,25079,4,0,2503,2294,0,34849,515,NA,NA,0,0,0,320822,NA,6112,89719,21672,5783,2527,82,7517,0,0,291,902415,26973,295,18,NA,NA,NA,NA,299599,NA,"11030008",NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,520358,NA,NA,21,NA,NA,NA,9,NA,NA,NA,2107,13,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1897,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,487221,134130,141,0,80306,1293,519,73875,81,NA,NA,0,0,0,199165,NA,22723,132349,11987,3235,574,114,10619,0,0,49,1306094,41054,1899,522,NA,NA,NA,NA,187498,NA,"11030009",NA,NA,NA,NA,0,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,878033,NA,NA,183,NA,NA,NA,868,NA,NA,NA,3488,0,NA,NA,NA,0,0,NA,NA,NA,NA,595,NA,6536,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,147096,226950,9,0,2038,367,664,70516,1380,NA,NA,0,24,0,12537,NA,22121,74430,23914,7176,2521,350,37206,0,0,0,358617,6268,243,977,NA,NA,NA,NA,165515,NA,"11030010",NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,569537,NA,NA,282,NA,NA,NA,908,NA,NA,NA,64521,141,NA,NA,NA,22,0,NA,NA,NA,NA,14,NA,42011,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,177546,203568,2,0,1912,3353,46,109006,2022,NA,NA,0,0,1,106735,NA,56530,126489,39969,8218,3756,324,54831,0,0,201,568935,16639,7165,856,NA,NA,NA,NA,330124,NA,"11030011",NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,886863,NA,NA,340,NA,NA,NA,1368,NA,NA,NA,38289,805,NA,NA,NA,0,0,NA,NA,NA,NA,2,NA,9560,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,392972,466006,2,0,153,2507,512,55482,30225,NA,NA,0,0,0,14864,NA,25497,197342,102882,27431,9378,413,171252,4,8,2,873116,17854,134,1034,NA,NA,NA,NA,247990,NA,"11030012",NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146573,NA,NA,31,NA,NA,NA,391,NA,NA,NA,248381,280,NA,NA,NA,255,0,NA,NA,NA,NA,0,NA,60354,586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,155624,185398,1,0,8,193,1520,20474,8471,NA,NA,0,0,0,4085,NA,44876,145876,233856,84875,41061,763,116868,0,12,4,528586,45800,157,10,NA,NA,NA,NA,142700,NA,"11030013",NA,NA,NA,NA,101,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,587126,NA,NA,511,NA,NA,NA,635,NA,NA,NA,177777,0,NA,NA,NA,3,0,NA,NA,NA,NA,14277,NA,69655,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,279041,127307,115,0,35186,845,2104,47495,424,NA,NA,0,0,1,46026,NA,57564,122620,15901,2433,340,177,68221,0,0,27,1229539,24252,907,3047,NA,NA,NA,NA,151013,NA,"11030014",NA,NA,NA,NA,24,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,788367,NA,NA,385,NA,NA,NA,1459,NA,NA,NA,28555,594,NA,NA,NA,0,0,NA,NA,NA,NA,1921,NA,24991,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,121154,61591,4,7,3329,601,6933,19280,1231,NA,NA,0,0,3,27916,NA,18434,89218,17752,4878,1219,128,50056,0,1,2,906195,13317,148,2020,NA,NA,NA,NA,107346,NA,"11030015",NA,NA,NA,NA,0,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,832119,NA,NA,72,NA,NA,NA,303,NA,NA,NA,10232,37,NA,NA,NA,1,0,NA,NA,NA,NA,6471,NA,30349,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
