"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Rye","Oats","Millet","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Pumpkins","Blueberries","Radishes","Turnips","Canola","Apples","Dry Beans","Tobacco","Winter Wheat","Switchgrass","Cabbage","HUC","Cranberries","Grapes","Strawberries","Peaches","Squash","Durum Wheat","Tomatoes","Peppers","Greens","Other Crops","Triticale","Carrots","Herbs","Pears","Dbl Crop Barley/Corn","Sweet Potatoes","Cucumbers","Aquaculture","Onions","Dbl Crop Triticale/Corn","Other Tree Crops","Dbl Crop WinWht/Soybeans","Sugarbeets","Watermelons","Cantaloupes","Plums","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Soybeans","Speltz","Walnuts","Dbl Crop WinWht/Corn","Cherries","Hops","Nectarines","Pop or Orn Corn","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Corn/Soybeans","Eggplants","Cotton","Peanuts","Dbl Crop Soybeans/Oats","Gourds","Mint","Cauliflower","Rape Seed","Rice","Lettuce","Pecans","Dbl Crop WinWht/Cotton","Honeydew Melons","Sugarcane","Citrus","Olives","Oranges","Garlic","Vetch","Avocados","Celery","Other Small Grains","Flaxseed","Safflower","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Pistachios","Apricots","Dbl Crop Lettuce/Barley","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Almonds","Caneberries","Pomegranates"
1,3,505657,840,82,3003,0,NA,5368,519250,2,741,44,30,346665,176063,0,0,NA,41772,59,8,26579,NA,3506,20958,3296,366,30,24,476,676,9,241897,714475,17689,33378,NA,NA,NA,NA,NA,30317,NA,5,NA,916,NA,NA,"10060004",NA,NA,NA,NA,NA,125261,NA,NA,NA,375,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,5,22065,51,2706,105329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,2481416,5059,2622,24802,1582,NA,34364,932400,42,7516,3221,11285,260117,469782,29,0,NA,329122,4,1,45977,NA,73162,79919,41155,6179,716,627,5584,1277,552,291920,2027252,7562,172809,NA,NA,NA,NA,NA,90237,NA,23,NA,4229,NA,NA,"10060006",NA,NA,NA,NA,NA,1812670,NA,NA,NA,360,1313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,99386,93,56904,511600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,8326,736,12620,0,NA,38657,1104724,1,2329,2885,48,383776,243725,0,0,NA,151024,34,6,36543,NA,61173,51966,21698,6403,890,1225,3035,3903,73,815042,2425828,81638,71345,NA,NA,NA,NA,NA,46691,NA,1368,NA,22516,NA,NA,"10060001",NA,NA,NA,NA,NA,42998,NA,NA,NA,3432,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,63,13808,4569,13066,148505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,0,23636,1574,212,0,NA,77344,1346162,71,12390,9414,6998,219336,321727,1996,0,NA,189674,815,16,1412,NA,9474,40807,16279,4575,365,384,14025,24641,326,386522,3005681,5531,17379,NA,NA,NA,NA,NA,11508,NA,6,NA,68507,NA,NA,"10060002",NA,NA,NA,NA,NA,32787,NA,NA,NA,50,2560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,8,14686,2154,50632,164786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,19477,164,15061,65,NA,36673,595345,33,5476,3626,94,162918,195235,141,4,NA,28812,13,37,2604,NA,53881,41286,25999,9577,890,459,21125,8820,5574,286939,1761091,65798,96083,NA,NA,NA,NA,NA,20330,NA,96,NA,1385,NA,NA,"10060005",NA,NA,NA,NA,NA,67920,NA,NA,NA,25,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28072,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,12611,4347,1928,38434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,736,660,2,0,NA,9205,44763,0,43,48,0,69267,30024,NA,0,NA,647,0,11,21333,NA,902,9182,3830,1297,70,117,2349,205835,337,1027517,190208,21684,6210,NA,NA,NA,NA,0,1559,NA,3,NA,90851,NA,NA,"10070008",NA,NA,NA,NA,NA,190,NA,NA,NA,0,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,12,2304,4688,5127,5146,0,2,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,97,9,1,13,NA,19258,19904,1,669,6,1576,127522,45569,NA,10,NA,1752,1,309,13970,NA,2516,23459,5134,772,87,18223,1276,691755,383,989543,459170,11204,9323,NA,NA,NA,NA,0,676,NA,0,NA,11162,NA,NA,"10070003",NA,NA,NA,NA,NA,7,NA,NA,NA,14,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,685,12,657,719,5,11,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,34333,156,757,42,NA,69719,63680,0,1154,17915,1329,342826,203086,NA,0,NA,17015,5,211,75700,NA,42960,38998,41358,26561,6136,1492,310,207438,8,2654422,1431400,40259,34989,NA,NA,NA,NA,0,721,NA,6,NA,290913,NA,NA,"10070007",NA,NA,NA,NA,NA,216,NA,NA,NA,4,15263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17594,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,15,826,38863,11601,48736,0,533,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,34542,59,2,13,NA,49075,24964,0,119,14,14,472681,209588,NA,0,NA,8200,3,203,81124,NA,44479,59390,52231,62826,28344,498,96,282160,2,1283611,1581920,44119,21277,NA,NA,NA,NA,0,102,NA,144,NA,156099,NA,NA,"10070004",NA,NA,NA,NA,NA,175,NA,NA,NA,0,4835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6163,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,42,260,8674,589,504,0,1110,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,191,6,0,0,NA,591,319,0,41,2,0,57429,56641,NA,0,NA,38,0,14,215,NA,16722,13026,4246,1889,614,111542,4621,785773,30,1248625,720880,28733,12274,NA,NA,NA,NA,0,6,NA,0,NA,1313,NA,NA,"10070005",NA,NA,NA,NA,NA,0,NA,NA,NA,1,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,57,3,66,2,18,4071,0,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,5,0,0,5,NA,217,106,0,16,0,32,459,1592,NA,0,NA,33,0,35,171,NA,407165,11378,3063,2247,119,85237,1498,2725077,265,3869096,187849,42303,122141,NA,NA,NA,NA,0,2,NA,0,NA,193,NA,NA,"10070001",NA,NA,NA,NA,NA,0,NA,NA,NA,2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,14,0,1,13,735,1,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,46381,28,1,7,NA,46268,8283,3,266,6,20,241366,163785,NA,0,NA,908,0,1271,24774,NA,48493,58276,18477,5646,1220,123897,10731,1448074,451,5095247,533799,73449,33898,NA,NA,NA,NA,1,46,NA,204,NA,27056,NA,NA,"10070006",NA,NA,NA,NA,NA,100,NA,NA,NA,1,943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12377,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,42,36,542,103,130,10100,34,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,584,23,3,7,NA,9397,6806,1,2590,23,47,219467,91393,NA,8,NA,211,4,57,1725,NA,37995,46602,30600,12832,1733,66879,3181,2694231,496,3165259,1999478,51503,78381,NA,NA,NA,NA,0,58,NA,0,NA,7514,NA,NA,"10070002",NA,NA,NA,NA,NA,4,NA,NA,NA,2,1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,41,11,31,34,103,146,2,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,3497,205,0,0,NA,3374,4,10,520,136,0,42667,42414,NA,NA,NA,0,0,14,155,NA,7096,12254,6598,3457,577,42240,1083,768244,82,4087538,729681,20872,14144,NA,NA,NA,NA,0,0,NA,8,NA,74,NA,NA,"10080008",NA,NA,NA,NA,NA,0,NA,NA,NA,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,742,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,342,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,16052,51,0,0,NA,19269,25,5,4819,70,0,204360,56167,NA,NA,NA,0,0,51,8040,NA,119092,21928,21614,5754,692,116147,413,40120,50,3785118,410553,31606,36826,NA,NA,NA,NA,0,0,NA,3738,NA,16,NA,NA,"10080005",NA,NA,NA,NA,NA,0,NA,NA,NA,116,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7063,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,5,2,0,0,NA,83,0,0,23,16,0,1047,7187,NA,NA,NA,0,0,0,36,NA,2607,10932,3151,1487,281,82900,88,48306,10,2058117,223534,8425,14182,NA,NA,NA,NA,0,0,NA,0,NA,21,NA,NA,"10080006",NA,NA,NA,NA,NA,0,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,39545,742,0,0,NA,71209,71,32,1804,12,0,114703,84828,NA,NA,NA,0,0,84,393,NA,11407,21818,30460,19166,3778,264364,2231,346973,203,8201203,650064,59837,28172,NA,NA,NA,NA,1,0,NA,944,NA,36,NA,NA,"10080007",NA,NA,NA,NA,NA,0,NA,NA,NA,81,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,39605,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,14431,213,0,0,NA,32174,388,30,1760,2,0,92991,64001,NA,NA,NA,0,0,82,257,NA,15747,8268,8696,3396,567,244111,1675,388707,419,2186603,157889,43569,18832,NA,NA,NA,NA,0,0,NA,12142,NA,14,NA,NA,"10080009",NA,NA,NA,NA,NA,0,NA,NA,NA,163,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11158,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,153,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,7460,20,0,0,NA,22629,64,37,271,0,0,12611,6807,NA,NA,NA,0,0,164,130,NA,1707,4625,4044,2317,385,28396,30,1213,7,1102964,26785,6509,2654,NA,NA,NA,NA,0,0,NA,10837,NA,2,NA,NA,"10080011",NA,NA,NA,NA,NA,0,NA,NA,NA,22,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11700,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,5038,1095,8,0,NA,5867,367,1448,1520,23,0,32481,27954,NA,NA,NA,21,0,61,6366,NA,65532,9248,11737,7512,2251,127929,3760,926542,339,3108311,786808,31616,13709,NA,NA,NA,NA,0,147,NA,2787,NA,512,NA,NA,"10080010",NA,NA,NA,NA,NA,16,NA,NA,NA,2142,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1710,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,87,11,139,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,54168,221,1122,33,NA,58594,74762,0,5102,16106,7,175674,101437,NA,NA,NA,3785,2,275,3295,NA,16923,20247,18079,7165,1210,1063,7281,346694,10,2401858,1761945,69841,95636,NA,NA,NA,NA,0,62601,NA,71,NA,242486,NA,NA,"10080015",NA,NA,NA,NA,NA,217,NA,NA,NA,21,5206,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,40127,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,53,32188,13099,7749,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,8789,271,60,3,NA,10661,32719,26,1593,3558,2,127549,67078,NA,NA,NA,2982,14,115,1718,NA,6386,24877,13190,3481,213,588,26483,661627,583,1238668,1214397,122586,74930,NA,NA,NA,NA,0,396,NA,1,NA,64890,NA,NA,"10080016",NA,NA,NA,NA,NA,167,NA,NA,NA,28,1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1322,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,42,16753,1982,460,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,4411,11,0,0,NA,5212,12,5,502,8,0,80389,54313,NA,NA,NA,0,0,24,204,NA,61330,24699,22999,14026,3289,274511,6868,1611209,2513,4380713,592802,62963,95373,NA,NA,NA,NA,0,0,NA,142,NA,17,NA,NA,"10080001",NA,NA,NA,NA,NA,0,NA,NA,NA,5,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1876,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,35394,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,916,1,0,0,NA,3093,2,1,149,3,0,26826,35530,NA,NA,NA,0,0,5,313,NA,21859,14717,6851,2011,429,28455,7010,317372,632,2438357,240255,25738,37941,NA,NA,NA,NA,0,0,NA,42,NA,14,NA,NA,"10080002",NA,NA,NA,NA,NA,0,NA,NA,NA,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1255,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,57,1,0,0,NA,462,2,1,467,3,0,25834,49276,NA,NA,NA,0,0,18,91,NA,13345,17300,7950,3833,795,8333,17831,549836,1051,1383221,199116,15583,17230,NA,NA,NA,NA,0,0,NA,34,NA,7,NA,NA,"10080003",NA,NA,NA,NA,NA,0,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,1,2,0,0,NA,27,0,0,4,3,0,70,208,NA,NA,NA,0,0,0,5,NA,596,2860,431,268,10,16969,7,3366,0,2065245,20670,797,4769,NA,NA,NA,NA,0,0,NA,0,NA,1,NA,NA,"10080004",NA,NA,NA,NA,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,38301,1122,0,0,NA,99210,1510,433,4889,14,1,247477,88023,NA,NA,NA,134,0,21204,6296,NA,14686,39218,42799,22445,5316,67969,655,170273,57,3080580,148354,52759,18193,NA,NA,NA,NA,65,66,NA,17751,NA,2639,NA,NA,"10080014",NA,NA,NA,NA,NA,9,NA,NA,NA,576,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,54972,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,157,84,18,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,NA,167,3,0,0,NA,76,0,0,13,0,0,13270,4201,NA,NA,NA,0,0,303,5,NA,3696,2779,1464,669,47,148589,558,562214,98,868112,112449,8838,3641,NA,NA,NA,NA,0,0,NA,6,NA,0,NA,NA,"10080013",NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,769,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,14,12,0,0,NA,868,0,1,19,0,0,10925,4578,NA,NA,NA,0,0,56,19,NA,36939,6532,4894,2263,299,115683,541,1050882,63,1289457,64359,5197,3319,NA,NA,NA,NA,0,0,NA,16,NA,0,NA,NA,"10080012",NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,540,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,409,0,0,0,NA,175,14,0,47,226,0,6532,32085,0,0,NA,0,0,1,33,NA,884,8690,3653,984,258,2413,713,470940,30,1637240,667729,13304,11954,NA,NA,NA,NA,NA,0,NA,1,NA,460,NA,NA,"10090201",NA,NA,NA,NA,NA,0,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,28,275,0,1,NA,3682,1000,113,1921,964,0,25420,149153,0,0,NA,0,0,0,20675,NA,7148,29332,8795,3831,404,2357,348,36361,18,5491379,1338818,32357,16997,NA,NA,NA,NA,NA,0,NA,1,NA,8647,NA,NA,"10090202",NA,NA,NA,NA,NA,0,NA,NA,NA,0,2141,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,19,8,0,0,NA,524,60,6,185,333,0,17510,64483,0,0,NA,0,0,3,380,NA,2392,14062,6353,1632,230,1012,670,419503,7,1792772,407993,9558,6369,NA,NA,NA,NA,NA,0,NA,0,NA,1219,NA,NA,"10090205",NA,NA,NA,NA,NA,0,NA,NA,NA,0,1420,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,4057,509,17,1,NA,3913,735,17,716,711,0,152017,264054,9,0,NA,240,14,9,4143,NA,23210,55710,26287,12755,3452,24846,21716,1376377,228,3590476,1580638,88519,57083,NA,NA,NA,NA,NA,88,NA,3,NA,2658,NA,NA,"10090101",NA,NA,NA,NA,NA,77,NA,NA,NA,2,200,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,NA,23,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,47,5,140,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,508,4600,12,51,NA,10135,2601,154,1974,5834,2,134903,288977,9,0,NA,45,11,6,35944,NA,3056,19551,8669,5128,1610,23230,321,168145,14,3673186,1397528,5344,25354,NA,NA,NA,NA,NA,31,NA,0,NA,21508,NA,NA,"10090208",NA,NA,NA,NA,NA,228,NA,NA,NA,39,1476,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,29,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,14,12,4,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,2539,240,93,5,NA,14632,14139,8,1506,2088,6,215723,129913,65,26,NA,5225,133,128,13607,NA,17443,9962,4971,794,38,301,338,184783,66,2126901,2586936,3314,59900,NA,NA,NA,NA,NA,131,NA,1,NA,2110,NA,NA,"10090209",NA,NA,NA,NA,NA,416,NA,NA,NA,4,3156,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,75,NA,NA,NA,NA,NA,2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,80,112,66,143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,331,101,123,4,NA,2632,3279,3,348,558,3,80323,115156,11,0,NA,69,20,0,5290,NA,8240,9071,3776,1005,101,209,221,293922,34,1870126,628883,3697,28039,NA,NA,NA,NA,NA,57,NA,3,NA,764,NA,NA,"10090207",NA,NA,NA,NA,NA,169,NA,NA,NA,1,319,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,18,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,77,15,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,8,0,0,0,NA,35,10,2,18,69,0,1718,4819,0,0,NA,0,0,0,279,NA,2079,10223,3580,1059,108,12034,79,54376,22,2974837,430620,2467,2844,NA,NA,NA,NA,NA,0,NA,0,NA,34,NA,NA,"10090203",NA,NA,NA,NA,NA,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
