"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Turnips","Sorghum","Sweet Corn","Millet","Apples","Cauliflower","Squash","Other Tree Crops","HUC","Switchgrass","Cranberries","Tobacco","Other Crops","Grapes","Pumpkins","Sunflower","Aquaculture","Dry Beans","Peppers","Peaches","Strawberries","Tomatoes","Cabbage","Herbs","Triticale","Plums","Pears","Durum Wheat","Onions","Cherries","Dbl Crop WinWht/Corn","Dbl Crop Triticale/Corn","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Speltz","Sweet Potatoes","Watermelons","Asparagus","Greens","Dbl Crop Oats/Corn","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Dbl Crop Barley/Soybeans","Carrots","Cucumbers","Nectarines","Gourds","Dbl Crop Soybeans/Oats","Eggplants","Cotton","Peanuts","Cantaloupes","Sugarbeets","Rape Seed","Hops","Garlic","Honeydew Melons","Dbl Crop Corn/Soybeans","Walnuts","Pecans","Dbl Crop WinWht/Cotton","Rice","Dbl Crop Soybeans/Cotton","Olives","Citrus","Oranges","Sugarcane","Radishes","Avocados","Vetch","Mint","Celery","Other Small Grains","Flaxseed","Safflower","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Pistachios","Lettuce","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Almonds","Caneberries","Apricots","Pomegranates"
1,3,0,19484,49465,775,13674,108,190,7332,38,1,115247,25301,2546,79,NA,203,314,747,1264,1,1347954,62294,8401,1513,395,468,608620,26819,123173,3810,66211,2518346,571666,NA,NA,NA,11,8,24,0,NA,NA,NA,"09020302",0,NA,NA,8307,0,NA,104,NA,374,NA,NA,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,3035414,38747,575022,19643,1375365,19,418,4392,809646,1713,15833,16370,72,14867,NA,75402,2,643,146674,0,36695,126990,17463,3718,843,2221,195284,4583,777,1120,155031,109733,168488,NA,NA,NA,325,0,231,0,NA,NA,NA,"09020316",0,NA,NA,24,0,NA,65219,NA,174519,NA,NA,NA,NA,NA,NA,9,NA,NA,12558,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,93934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,2015,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,2650480,3403,184667,4625,312464,7,256,1015,196141,0,21881,20680,31,64,NA,450,2,0,134264,0,38300,33549,1839,163,13,114,87692,149,1287,578,117105,1019,130553,NA,NA,NA,59,0,181,0,NA,NA,NA,"09020315",0,NA,NA,21,0,NA,6890,NA,2455,NA,NA,NA,NA,NA,NA,28,NA,NA,7751,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,5404,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,10883,35568,549700,3017,491950,7,2793,13806,53369,0,101792,49677,3,12,NA,515,472,76124,39381,4,8740,67085,20029,1055,138,4492,239635,427,3353,622,202586,197887,901632,NA,NA,NA,38,2,61,0,NA,NA,NA,"09020312",0,NA,NA,502,1,NA,34146,NA,1517,NA,NA,NA,NA,NA,NA,372,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,22284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,147,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,262310,1186479,27794,426905,364,2508,612,1074,1,43909,6415,19,139,NA,46,38,2581,647754,0,17429,107772,17297,2383,448,242,20437,312,380,57,23012,66236,74407,NA,NA,NA,73,1,10,0,NA,NA,NA,"09020107",0,NA,NA,148,0,NA,28385,NA,63956,NA,NA,NA,NA,NA,NA,2,NA,NA,524,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,121075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,12,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,913182,1099637,86,207048,134,320,2246,30,0,37392,14685,39,7,NA,8,16,53,76851,0,132788,101384,17400,4410,846,1167,28112,52,3216,314,61257,7364,341514,NA,NA,NA,62,0,66,0,NA,NA,NA,"09020101",30,NA,NA,104,0,NA,2982,NA,11507,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,128169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,170028,941631,18549,401863,2251,3260,675,4114,4,26802,11323,68,846,NA,1245,0,547,813408,0,52409,118726,13033,3407,734,287,42377,1869,6079,366,236214,47077,253750,NA,NA,NA,26,0,65,0,NA,NA,NA,"09020109",0,NA,NA,277,0,NA,34168,NA,391862,NA,NA,NA,NA,NA,NA,0,NA,NA,76,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,41204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,0,69,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,418602,1302284,5618,193256,448,4431,5293,1053,0,66383,19498,13,6582,NA,894,2,378,1136483,0,108446,160357,36906,18466,4760,1549,86788,3847,5595,2103,842582,84805,353970,NA,NA,NA,321,0,491,0,NA,NA,NA,"09020204",0,NA,NA,6,0,NA,18918,NA,40001,NA,NA,NA,NA,NA,NA,0,NA,NA,2915,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,23820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,0,564,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,527184,1561225,22555,236731,115,2969,1689,884,3,46869,14458,88,364,NA,71,0,985,1207894,0,48807,146600,24225,4195,807,669,42057,1339,1207,310,199263,24889,259960,NA,NA,NA,191,0,839,0,NA,NA,NA,"09020205",0,NA,NA,0,0,NA,63349,NA,53991,NA,NA,NA,NA,NA,NA,0,NA,NA,201,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,46288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,0,7,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,96062,356544,10610,313278,781,332,578,21144,74,11578,12204,114,3946,NA,115,0,4618,253270,0,24565,74596,16675,6066,1236,1012,40079,1352,2029,263,309116,39304,78227,NA,NA,NA,17,0,62,0,NA,NA,NA,"09020307",0,NA,NA,120,0,NA,48785,NA,185939,NA,NA,NA,NA,NA,NA,0,NA,NA,118,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,51252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,0,78,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,126355,368905,17348,623171,3291,2953,4156,65329,114,13670,25035,675,27917,NA,1208,0,1106,204190,0,33742,95806,8883,1424,176,3968,38350,819,890,194,296609,24312,147188,NA,NA,NA,27,0,111,0,NA,NA,NA,"09020308",0,NA,NA,204,0,NA,75821,NA,378037,NA,NA,NA,NA,NA,NA,0,NA,NA,42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,101803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,721,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,46494,301421,6507,823496,121,373,2836,210442,85,12289,23865,44,111687,NA,18345,0,5014,73773,0,10500,97737,15322,3691,948,4739,107118,2303,1741,272,259799,47214,66882,NA,NA,NA,17,0,74,0,NA,NA,NA,"09020310",0,NA,NA,473,0,NA,43538,NA,296274,NA,NA,NA,NA,NA,NA,0,NA,NA,2166,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,149054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,194,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,35262,467694,6326,376909,3,369,7955,17917,0,49878,29013,6,27,NA,225,320,50634,39140,3,54626,56014,10449,1236,59,101,24893,214,509,76,7562,762982,1002092,NA,NA,NA,3,0,0,0,NA,NA,NA,"09020304",0,NA,NA,127,0,NA,7592,NA,4888,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,881685,954593,36,69380,152,107,1344,5,1,32183,1238,29,3,NA,7,8,22,32356,0,77354,78159,12074,3007,658,1123,19277,35,203,19,20034,1269,233136,NA,NA,NA,3,1,5,0,NA,NA,NA,"09020102",13,NA,NA,146,0,NA,1225,NA,21937,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,32266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,550147,574725,8635,138789,4,2126,7203,91,340,277203,48287,5572,16405,NA,1474,426,245,7232,1,835468,203704,43334,15817,5023,5245,1403331,40303,23978,2659,413961,106000,680385,NA,NA,NA,902,15,710,2,NA,NA,NA,"09020103",5,NA,NA,228,4,NA,2451,NA,62369,NA,NA,NA,NA,NA,NA,87,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,52230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,0,510434,804413,1770,283811,21,673,1973,2336,6,110368,35157,13,1939,NA,863,97,1138,84127,0,115796,96868,24050,4892,672,1536,248503,2678,3352,257,156858,49535,499954,NA,NA,NA,30,0,64,0,NA,NA,NA,"09020106",0,NA,NA,764,1,NA,18516,NA,13392,NA,NA,NA,NA,NA,NA,84,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,132036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,0,1,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,467337,926833,10722,537826,1174,1331,3511,418,0,146018,27173,25,346,NA,5698,164,3082,229763,2,151839,116555,17824,2341,433,1922,902255,37422,21931,2383,108610,187956,570258,NA,NA,NA,47,6,4,0,NA,NA,NA,"09020108",2,NA,NA,394,1,NA,21792,NA,57220,NA,NA,NA,NA,NA,NA,546,NA,NA,530,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,142075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,2,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,0,82578,819751,12210,756080,12,634,2437,7780,0,130802,37989,1,590,NA,2743,211,30931,89573,2,37799,102811,35235,7120,2227,993,59518,117,794,64,57244,521872,790524,NA,NA,NA,194,2,6,0,NA,NA,NA,"09020303",1,NA,NA,1250,0,NA,17820,NA,95751,NA,NA,NA,NA,NA,NA,2,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,148013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,5,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,0,133413,657222,8821,485554,1886,519,5166,2747,0,287320,50077,6,4902,NA,2094,1504,36159,38690,10,89430,106380,21001,2754,829,2255,607350,44995,30807,3357,144068,335970,707978,NA,NA,NA,18,2,17,0,NA,NA,NA,"09020305",0,NA,NA,27219,0,NA,19639,NA,46361,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0,4,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,0,41677,595437,10531,554115,0,111,3076,9664,0,53399,21619,4,1737,NA,45,44,17413,62959,3,6791,67462,15012,1103,165,6498,76615,122,949,38,42629,91266,373154,NA,NA,NA,56,0,2,0,NA,NA,NA,"09020309",0,NA,NA,60,1,NA,30849,NA,37463,NA,NA,NA,NA,NA,NA,17,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,117443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,415,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,0,316790,674139,3499,222066,29,939,217,129,2,27055,3623,23,128,NA,2,14,264,95598,0,23176,98501,79893,48279,21736,900,8875,103,308,21,12600,47163,74114,NA,NA,NA,30,0,12,0,NA,NA,NA,"09020104",0,NA,NA,104,1,NA,9444,NA,2509,NA,NA,NA,NA,NA,NA,0,NA,NA,96,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,111685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,0,261491,820473,6327,574704,1123,684,3503,4454,8,63880,19048,370,9185,NA,302,85,12412,350452,2,50813,125229,44416,18420,7376,690,86739,720,1262,78,121104,88568,203949,NA,NA,NA,46,0,100,0,NA,NA,NA,"09020301",0,NA,NA,1286,0,NA,19927,NA,272979,NA,NA,NA,NA,NA,NA,0,NA,NA,143,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,215819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0,159,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,25,0,160126,1729883,150008,2350681,112,1913,16389,785818,1,62766,100935,161,825,NA,20149,84,35,1029882,0,1288295,292838,49993,7751,1579,4742,107610,1364,1060,1347,891196,30048,1500012,NA,NA,NA,710,0,1078,0,NA,NA,NA,"09020201",0,NA,NA,126,0,NA,53864,NA,342421,NA,NA,NA,NA,NA,NA,85,NA,NA,51116,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,0,13277,1,NA,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,26,0,156785,1082798,62084,910371,281,13180,29967,87804,9,74145,163820,372,737,NA,14906,115,0,177202,0,301502,167502,9827,1261,284,511,25352,501,181,596,1346184,7125,484535,NA,NA,NA,901,0,2798,0,NA,NA,NA,"09020202",0,NA,NA,59,0,NA,84277,NA,171904,NA,NA,NA,NA,NA,NA,593,NA,NA,26433,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,12132,2,NA,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,27,0,118425,1228198,19342,545311,747,7277,8230,10636,1,90230,76684,17,871,NA,5403,6,417,1181437,0,256280,174408,13410,1331,270,1206,73929,1748,2206,1844,1227853,27686,601030,NA,NA,NA,454,0,1031,0,NA,NA,NA,"09020203",0,NA,NA,765,0,NA,24150,NA,104520,NA,NA,NA,NA,NA,NA,17,NA,NA,145,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,NA,NA,NA,NA,0,1465,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,28,0,1256284,1893237,2522,241020,875,7793,3791,252,3,74489,38158,11,5109,NA,378,3,171,815775,0,164127,198169,28733,9141,1749,3158,75603,436,4386,630,741255,36072,684863,NA,NA,NA,896,0,418,0,NA,NA,NA,"09020105",40,NA,NA,5,0,NA,34409,NA,33471,NA,NA,NA,NA,NA,NA,3,NA,NA,593,260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,76490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2092,NA,NA,NA,NA,0,12,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,29,0,52476,551739,3535,552887,60,223,988,3308,4,23787,5867,27,2416,NA,64,61,2878,57233,2,26438,57600,9046,1191,137,7467,7664,90,387,24,36866,45523,52981,NA,NA,NA,206,0,4,0,NA,NA,NA,"09020306",1,NA,NA,243,0,NA,19351,NA,118391,NA,NA,NA,NA,NA,NA,14,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,185514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,10,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,30,3460104,82846,822038,19145,1040122,269,379,6328,100481,11,37821,21220,3112,15457,NA,321,89,20877,70189,0,25700,111253,22140,2762,478,22802,132520,515,1373,228,163555,130771,350639,NA,NA,NA,29,4,27,0,NA,NA,NA,"09020311",0,NA,NA,176,0,NA,60534,NA,103446,NA,NA,NA,NA,NA,NA,102,NA,NA,419,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,255841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,0,92,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,31,4515738,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,"09020317",0,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,32,2683301,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,"09020319",0,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,9658903,76,73,0,0,0,11,8,0,NA,211,187,0,3,NA,4,25,6,10,0,1240176,71120,9626,4019,934,13109,366913,1409377,2439103,300118,138679,2425796,85211,NA,NA,NA,0,1,0,9,NA,NA,NA,"09030001",0,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,11967167,2412,108212,13287,75823,45,94,2325,4953,NA,20488,13691,0,369,NA,53,671,40567,21969,6,1366044,33408,9562,1981,547,367,3204,7009,574,1410,6612,1162914,397689,NA,NA,NA,10,0,2,0,NA,NA,NA,"09030009",0,NA,NA,62,0,NA,2514,NA,545,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,298,630,0,35,0,7,23,14,NA,1260,6344,0,1,NA,1,1095,17,107,0,134249,78724,17141,5015,824,43606,487504,173195,855499,367216,47654,2924092,249095,NA,NA,NA,2,2,0,1,NA,NA,NA,"09030005",2,NA,NA,1,0,NA,3,NA,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,174,19415,5,2490,8,3,916,31,NA,2061,1230,4,3,NA,3,6,2111,3800,0,901,13186,1740,181,5,12,855,765,249,70,5018,1760092,897908,NA,NA,NA,0,3,2,0,NA,NA,NA,"09030007",0,NA,NA,1178,0,NA,1699,NA,67,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,10838,6298,13,748,10,26,388,35,NA,7199,6982,50,16,NA,9,92,72,80,0,279580,66632,20144,3779,341,874,782934,92266,495349,86026,36453,3736536,283762,NA,NA,NA,1,4,2,0,NA,NA,NA,"09030006",0,NA,NA,15,1,NA,23,NA,40,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,2041619,712,46866,50,18163,37,23,6168,45,NA,13432,8884,29,10,NA,43,103,6727,10249,6,22278,27740,10527,8744,4010,323,10031,1160,10692,924,27265,1671587,459416,NA,NA,NA,12,7,7,0,NA,NA,NA,"09030008",0,NA,NA,86,0,NA,8899,NA,291,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,7162514,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,"09030010",0,NA,NA,0,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
