"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Peppers","Blueberries","Cranberries","Dry Beans","Millet","Apples","Peaches","Misc Vegs & Fruits","Other Crops","HUC","Squash","Tobacco","Dbl Crop Barley/Soybeans","Pop or Orn Corn","Grapes","Pears ","Tomatoes","Strawberries","Pumpkins","Aquaculture","Herbs","Carrots","Gourds","Cucumbers","Other Tree Crops","Cabbage","Broccoli","Eggplants","Triticale","Sweet Potatoes","Onions","Dbl Crop WinWht/Soybeans","Watermelons","Cherries","Greens","Plums","Dbl Crop WinWht/Corn","Dbl Crop Triticale/Corn","Dbl Crop Barley/Corn","Turnips","Walnuts","Hops","Cantaloupes","Nectarines","Dbl Crop WinWht/Sorghum","Switchgrass","Asparagus","Dbl Crop Oats/Corn","Dbl Crop Soybeans/Oats","Cotton","Peanuts","Dbl Crop Corn/Soybeans","Safflower","Lettuce","Radishes","Speltz","Cauliflower","Lentils","Rape Seed","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Olives","Citrus","Oranges","Sugarcane","Vetch","Avocados","Mint","Celery","Garlic","Camelina","Other Small Grains","Flaxseed","Durum Wheat","Chick Peas","Perennial Ice/Snow","Pistachios","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Almonds","Pomegranates","Caneberries","Apricots","Prunes"
1,9,NA,370,169,16863,0,0,0,NA,96,0,0,NA,NA,0,2721,NA,NA,NA,0,0,12,6198,NA,9623,82708,24440,5662,1625,3073,935480,23863,309676,3023,749973,6792,162,NA,0,NA,NA,0,0,6,0,0,"11010012",NA,NA,0,0,0,NA,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,102,1,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,1,11,0,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,6279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,1318,85,2415,1,0,0,NA,125,31,6,NA,NA,662,17334,NA,NA,NA,0,9,69,32,NA,245246,270831,122673,52569,14474,11830,3733879,432494,444736,23909,2123490,1342,1134,NA,0,NA,NA,5,1,25,0,29,"11010003",NA,NA,2,0,12,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,115,36,NA,NA,NA,32,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,2874,146,1524,2,0,0,NA,53,13,1,NA,NA,1043,11841,NA,NA,NA,0,8,97,11,NA,102536,168945,46678,9679,1445,7559,2895534,107141,357971,13263,1541182,505,360,NA,0,NA,NA,37,0,14,0,0,"11010006",NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,38,0,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,867,26,1267,2,0,0,NA,80,11,0,NA,NA,466,24710,NA,NA,NA,0,8,121,476,NA,8963,101141,18831,7163,1482,1544,2052431,75996,134345,10053,1015795,4601,235,NA,0,NA,NA,6,0,0,0,0,"11010011",NA,NA,0,0,0,NA,0,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,27,0,NA,39,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,16108,729,12081,277,2,1,NA,2480,287,159,NA,NA,11368,82601,NA,NA,NA,1,45,1233,40,NA,41377,191345,205348,116876,40397,3744,1492048,62086,74787,5397,1822044,1153,583,NA,0,NA,NA,2,3,0,0,77,"11010002",NA,NA,6,0,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28,0,NA,7012,0,NA,NA,NA,131,NA,NA,NA,NA,NA,0,NA,37,0,NA,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,29087,3600,202331,0,0,0,NA,206,5,131,NA,NA,456,36952,NA,NA,NA,0,8,793,31934,NA,28711,245012,32904,11276,1768,3541,5163936,205437,257905,26840,1033711,100585,1876,NA,0,NA,NA,116,0,33,0,16,"11010008",NA,NA,0,1,0,NA,1,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,1345,981,NA,NA,NA,5,NA,NA,NA,NA,NA,3,NA,6,0,NA,0,6,151,625,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,113946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,5,18,0,0,0,136,31,58,20,62,24,NA,23703,116561,NA,0,308,13,NA,0,628,NA,28706,75603,41180,22602,4733,216298,292284,3793581,31664,2898896,1110019,74989,77735,0,NA,NA,0,10,0,NA,0,0,"11020001",NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,2,NA,NA,NA,0,NA,NA,5,NA,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,10390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,885,1037,0,0,4,179,7,715,13,475,0,NA,16035,2162,NA,7,33,3,NA,366,3891,NA,9993,162104,174165,166366,55224,8094,21079,659722,801,337896,999281,6851,42719,0,NA,NA,232,631,0,NA,0,0,"11020003",NA,NA,NA,0,NA,NA,NA,NA,16,NA,0,4,NA,NA,NA,3,NA,NA,720,NA,2,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,8492,4292,0,0,3,295,77,2020,16,279,2,NA,41008,10499,NA,18,142,7,NA,330,19608,NA,33209,148069,100808,87082,29367,15326,111051,1909039,10394,1778256,2246833,16222,49978,5,NA,NA,1576,702,13,NA,0,3,"11020002",NA,NA,NA,0,NA,NA,NA,NA,5019,NA,766,1,NA,NA,NA,995,NA,NA,1611,NA,1,NA,130,NA,NA,NA,6,6,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,1030,2373,0,4,8,37,18,858,0,333,2,NA,10255,1185,NA,1,111,8,NA,129,4019,NA,502,85198,6306,6296,1711,1909,68,23036,4,282898,1640424,236,12030,0,NA,NA,9,747,0,NA,0,0,"11020004",NA,NA,NA,0,NA,NA,NA,NA,9,NA,1,60,NA,NA,NA,0,NA,NA,601,NA,36,NA,0,NA,NA,NA,15,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,33060,32244,0,2,0,3,301,5146,290,783,0,NA,180413,11807,NA,3,9,0,NA,2,115406,NA,39365,83051,34154,12644,2990,633,7,3516,0,437577,5264703,14242,87875,40,NA,NA,1725,1311,0,NA,22,7,"11020005",NA,NA,NA,4,NA,NA,NA,NA,1843,NA,1,0,NA,NA,NA,0,NA,NA,2511,NA,393,NA,628,NA,NA,NA,0,1762,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,390,1161,0,1,0,224,1207,7746,26,527,9,NA,48363,4520,NA,0,170,1,NA,5,8456,NA,5618,43543,12367,4102,738,22220,166168,979472,38440,1565026,2403455,17652,20575,0,NA,NA,33,219,0,NA,0,0,"11020006",NA,NA,NA,0,NA,NA,NA,NA,66,NA,1,39,NA,NA,NA,0,NA,NA,266,NA,8,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,2110,991,0,0,0,4,34,193,39,171,0,NA,13530,805,NA,0,38,0,NA,0,4654,NA,223,10700,2857,699,64,6353,41160,293894,5676,481207,2225888,2421,3839,0,NA,NA,24,15,0,NA,0,0,"11020007",NA,NA,NA,0,NA,NA,NA,NA,33,NA,0,0,NA,NA,NA,0,NA,NA,342,NA,2,NA,0,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,3172,43505,3,218,0,0,36,7990,518,387,0,NA,46028,6097,NA,3,19,0,NA,8,47476,NA,15608,72727,3825,528,58,203,12,67,0,321770,3488551,1185,31742,9,NA,NA,13,3765,0,NA,0,1,"11020008",NA,NA,NA,0,NA,NA,NA,NA,22,NA,0,0,NA,NA,NA,0,NA,NA,4105,NA,0,NA,15,NA,NA,NA,0,12,NA,NA,NA,NA,NA,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,105878,537620,30,21338,0,13923,39,771756,1956,2214,0,NA,388020,20220,NA,123,73,1336,NA,0,919094,NA,71082,130472,38274,12742,2276,279,151,23406,0,1362383,6476266,41384,88683,0,NA,NA,146,32704,0,NA,0,1,"11020009",NA,NA,NA,10,NA,NA,NA,NA,6,NA,0,0,NA,NA,NA,0,NA,NA,16220,NA,4,NA,10,NA,NA,NA,45,536,NA,NA,NA,NA,NA,NA,19414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,69647,234767,1,11634,0,229,9,484723,279,658,0,NA,36734,1888,NA,3,85,258,NA,3,283528,NA,709,68136,14171,6337,672,128,266,2989,0,542628,3504319,1942,32091,0,NA,NA,1,22906,0,NA,0,0,"11020011",NA,NA,NA,0,NA,NA,NA,NA,3,NA,0,0,NA,NA,NA,0,NA,NA,4625,NA,0,NA,0,NA,NA,NA,1,168,NA,NA,NA,NA,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,66308,85768,3,12172,0,7,1,184457,197,2135,0,NA,7886,1339,NA,0,0,1,NA,3,227497,NA,782,56780,2510,878,60,78,45,61,0,821264,2327980,490,19938,0,NA,NA,10,94244,0,NA,0,0,"11020012",NA,NA,NA,0,NA,NA,NA,NA,11,NA,0,0,NA,NA,NA,0,NA,NA,13853,NA,0,NA,0,NA,NA,NA,3,26,NA,NA,NA,NA,NA,NA,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,7642,41669,0,13,0,0,16,35545,8,41,0,NA,2856,2268,NA,0,6,0,NA,0,95403,NA,343,22481,1016,339,5,6,8,3433,0,489812,1611661,1653,2218,0,NA,NA,1,68,0,NA,0,0,"11020013",NA,NA,NA,20,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,0,NA,NA,670,NA,0,NA,0,NA,NA,NA,0,14,NA,NA,NA,NA,NA,NA,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,2178,4463,0,1,0,9,50,1776,122,133,0,NA,67583,10186,NA,1,18,0,NA,0,14316,NA,5966,49569,14938,4335,932,28185,163349,1837618,32358,2670009,4946753,18124,34281,0,NA,NA,1373,171,12,NA,0,0,"11020010",NA,NA,NA,0,NA,NA,NA,NA,23,NA,1,6,NA,NA,NA,1,NA,NA,17092,NA,25,NA,32,NA,NA,NA,0,29,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,669034,805477,3313,1772,NA,1,48,1206695,14,3588,0,NA,278341,940,NA,NA,646,11,0,0,1279489,NA,11381,180433,40321,19252,6418,2599,2833,0,3,790116,1206305,30421,12929,NA,NA,NA,0,6292,NA,NA,NA,0,"11030001",NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,34562,NA,NA,2,NA,NA,NA,NA,1410,16816,NA,NA,NA,NA,NA,NA,6647,NA,NA,0,0,125,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,517811,376784,39101,53,NA,28,34,412275,1164,138,0,NA,220468,3005,NA,NA,448,1,0,198,337122,NA,2758,92593,14967,7358,2262,1862,2612,1,9,22965,754613,1477,4327,NA,NA,NA,0,16,NA,NA,NA,0,"11030003",NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,85748,NA,NA,113,NA,NA,NA,NA,226,5707,NA,NA,NA,NA,NA,NA,19733,NA,NA,0,0,4506,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,533621,694483,279469,260,NA,558,1,1253503,80382,7069,0,NA,189944,2292,NA,NA,0,1,7,118,718354,NA,13150,171290,46632,17619,5296,276,22149,7,96,514,1224324,39597,14995,NA,NA,NA,0,440,NA,NA,NA,347,"11030004",NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,60870,NA,NA,2500,NA,NA,NA,NA,589,188,NA,NA,NA,NA,NA,NA,7304,NA,NA,0,1,4546,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,332555,796357,33448,905,NA,9,87,1022572,833,2248,0,NA,53189,1099,NA,NA,0,0,1,134,963101,NA,7420,125337,13608,4131,388,814,4156,0,36,2011,1743723,9671,7634,NA,NA,NA,0,4,NA,NA,NA,2,"11030005",NA,NA,17,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,14483,NA,NA,835,NA,NA,NA,NA,96,959,NA,NA,NA,NA,NA,NA,3279,NA,NA,0,0,72,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,123584,377924,2926,12,NA,2,0,497452,463,66,0,NA,7003,160,NA,NA,0,1,2,3,435023,NA,5921,75200,9652,5480,1407,983,2139,0,32,434,1023468,6962,6111,NA,NA,NA,0,9,NA,NA,NA,0,"11030006",NA,NA,3,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,24719,NA,NA,883,NA,NA,NA,NA,373,686,NA,NA,NA,NA,NA,NA,5089,NA,NA,0,0,196,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,184697,406747,3307,385,NA,1076,2,516389,271,599,0,NA,5424,86,NA,NA,0,1,0,1,562304,NA,1704,61478,11590,4258,791,1375,1419,0,2,375,874492,4842,4025,NA,NA,NA,0,576,NA,NA,NA,0,"11030007",NA,NA,1209,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,18964,NA,NA,793,NA,NA,NA,NA,0,130,NA,NA,NA,NA,NA,NA,1125,NA,NA,0,0,17,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,106755,370349,53360,759,NA,302,45,434349,2755,2197,0,NA,37390,3597,NA,NA,0,0,0,30,375975,NA,7329,73225,27469,11031,3668,264,9871,2,45,97,779049,13464,6181,NA,NA,NA,0,53,NA,NA,NA,3,"11030008",NA,NA,32,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,5418,NA,NA,638,NA,NA,NA,NA,397,4,NA,NA,NA,NA,NA,NA,2148,NA,NA,0,0,58,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,474401,226061,176600,29,NA,265,0,682951,129136,1554,0,NA,113684,600,NA,NA,0,3,0,328,261177,NA,16912,110051,22095,7599,1222,251,10091,1,88,44,1202341,37041,57756,NA,NA,NA,0,123,NA,NA,NA,9,"11030009",NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,22778,NA,NA,3822,NA,NA,NA,NA,2098,38,NA,NA,NA,NA,NA,NA,9300,NA,NA,0,0,14718,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,162172,133828,322742,3031,NA,37,0,493587,10784,1077,41,NA,97488,4495,NA,NA,0,0,1,54,8826,NA,22932,59188,28741,14747,4565,747,44400,2,184,163,314880,2649,3420,NA,NA,NA,0,285,NA,NA,NA,4,"11030010",NA,NA,669,NA,0,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,3455,NA,NA,68681,NA,NA,NA,NA,880,249,NA,NA,NA,NA,NA,NA,20387,NA,NA,0,28,8933,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,152014,356792,330999,756,NA,108,1,804589,5068,8623,5,NA,130105,7052,NA,NA,0,0,6,45,88583,NA,46225,100092,47255,17182,6386,467,59027,126,294,87,485239,4315,54074,NA,NA,NA,0,38,NA,NA,NA,376,"11030011",NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,9583,NA,NA,35995,NA,NA,NA,NA,34,11,NA,NA,NA,NA,NA,NA,2129,NA,NA,0,3,1773,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,522212,217035,763417,173,NA,14,1,703325,1477,4731,34,NA,71139,56578,NA,NA,0,0,3,55,3366,NA,25157,150564,114239,54988,18393,911,193628,37,600,201,777130,4573,1411,NA,NA,NA,0,132,NA,NA,NA,19,"11030012",NA,NA,355,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,4625,NA,NA,381519,NA,NA,NA,NA,1506,100,NA,NA,NA,NA,NA,NA,15210,NA,NA,0,130,4854,NA,72,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,188829,80787,371018,38,NA,34,0,360739,51,437,68,NA,30713,16437,NA,NA,0,0,2,264,100,NA,43629,123712,215152,123706,59930,1750,135496,25,263,76,484202,23416,1587,NA,NA,NA,3,76,NA,NA,NA,1,"11030013",NA,NA,1,NA,0,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,615,NA,NA,266929,NA,NA,NA,NA,301,33,NA,NA,NA,NA,NA,NA,13172,NA,NA,0,14,67985,NA,0,NA,NA,NA,NA,NA,NA,NA,4,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,248057,160243,229131,2566,NA,269,0,695880,47876,1534,40,NA,77864,5559,NA,NA,0,0,0,147,51433,NA,57974,100299,23399,7565,1417,190,80218,9,400,180,1126313,20530,18045,NA,NA,NA,0,328,NA,NA,NA,18,"11030014",NA,NA,0,NA,0,NA,NA,NA,0,NA,8,NA,NA,NA,NA,NA,NA,NA,17191,NA,NA,25483,NA,NA,NA,NA,1443,44,NA,NA,NA,NA,NA,NA,18757,NA,NA,0,38,40552,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,122170,153072,148593,1926,NA,7,0,669189,4720,1878,2106,NA,37253,5343,NA,NA,0,0,0,35,25140,NA,17249,71958,21668,12833,3194,227,61087,7,192,79,865100,9593,3768,NA,NA,NA,0,443,NA,NA,NA,5,"11030015",NA,NA,39,NA,0,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA,NA,NA,8863,NA,NA,14369,NA,NA,NA,NA,142,23,NA,NA,NA,NA,NA,NA,18034,NA,NA,1,15,52376,NA,0,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,NA,359672,17207,305637,2,NA,17,0,61573,14,120,152,NA,13164,63470,NA,NA,0,0,2,44,163,NA,68860,83733,47072,20052,5716,1339,167355,65,328,63,1414559,22714,637,NA,NA,NA,0,3,NA,NA,NA,0,"11030017",NA,NA,0,NA,0,NA,NA,NA,14,NA,0,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,131953,NA,NA,NA,NA,183,49,NA,NA,NA,NA,NA,NA,1466,NA,NA,0,479,4245,NA,101,NA,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,121834,28572,230366,0,NA,6,0,72893,51,506,31,NA,12556,39851,NA,NA,0,0,6,19,334,NA,46697,108275,71679,31989,8802,1174,228664,49,743,413,1751635,23071,1198,NA,NA,NA,0,4,NA,NA,NA,311,"11030018",NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,134899,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,1494,NA,NA,1,2,35531,NA,0,NA,NA,NA,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,471018,651493,266,18588,NA,34,78,1205287,52,83,0,NA,2224,183,NA,NA,13,8,0,0,1081743,NA,1089,96022,15351,6355,1437,779,147,0,0,27659,575231,315,853,NA,NA,NA,0,29287,NA,NA,NA,0,"11030002",NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,6360,NA,NA,0,NA,NA,NA,NA,9,1625,NA,NA,NA,NA,NA,NA,1419,NA,NA,0,0,1,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,102934,42056,214206,6,NA,3,0,308097,74,930,1408,NA,12131,6837,NA,NA,0,0,0,54,26,NA,13505,38436,16000,5933,1540,272,61951,15,87,22,189748,6014,435,NA,NA,NA,0,9,NA,NA,NA,2,"11030016",NA,NA,0,NA,1,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,779,NA,NA,115059,NA,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,11495,NA,NA,0,7,26550,NA,0,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
