"layer","zone","Background","Corn","Sorghum","Soybeans","Sunflower","Sweet Corn","Barley","Spring Wheat","Rye","Oats","Rape Seed","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Canola","Other Crops","Apples","Pumpkins","HUC","Peppers","Cranberries","Squash","Winter Wheat","Grapes","Tobacco","Tomatoes","Herbs","Peaches","Cabbage","Strawberries","Durum Wheat","Other Tree Crops","Greens","Gourds","Triticale","Switchgrass","Aquaculture","Millet","Speltz","Onions","Hops","Cherries","Pears","Dbl Crop WinWht/Corn","Dry Beans","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Watermelons","Plums","Dbl Crop Triticale/Corn","Dbl Crop Barley/Soybeans","Cucumbers","Nectarines","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Cotton","Peanuts","Cantaloupes","Dbl Crop Soybeans/Oats","Eggplants","Turnips","Dbl Crop Oats/Corn","Other Small Grains","Carrots","Walnuts","Radishes","Pecans","Dbl Crop WinWht/Cotton","Rice","Honeydew Melons","Dbl Crop Corn/Soybeans","Asparagus","Caneberries","Olives","Sugarcane","Oranges","Citrus","Avocados","Pomegranates","Cauliflower","Mint","Safflower","Vetch","Flaxseed","Chick Peas","Lentils","Perennial Ice/Snow ","Camelina","Dbl Crop Soybeans/Cotton","Pistachios","Lettuce","Apricots","Garlic","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Barley","Celery","Almonds"
1,1,NA,1105379,33498,2436,5461,15,6145,231,1716,14605,NA,NA,585467,151184,NA,53631,5247,NA,22394,6,838,410573,NA,124171,228951,66874,18904,7077,13120,1622,77848,495,90379,10538144,80534,356316,NA,NA,NA,208,NA,NA,"10180009",NA,NA,NA,497621,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5388,NA,NA,130004,NA,NA,NA,NA,NA,5,198542,60,NA,NA,NA,NA,54,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,17,464,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,116,26,0,0,0,254,1,1,22,NA,NA,1148,238845,NA,3,0,NA,0,0,0,23,NA,82647,50477,17116,10062,2126,10950,57271,1228470,1129,2922291,1558627,50050,166709,NA,NA,NA,0,NA,NA,"10180010",NA,NA,NA,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,80,NA,NA,NA,NA,NA,0,3,0,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,1825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,53499,376,0,57,0,6703,549,24,1535,NA,NA,86408,209942,NA,6087,8,NA,2,0,0,12723,NA,47548,38580,9716,2161,601,3754,427,396169,17,1723883,4126648,50147,47120,NA,NA,NA,0,NA,NA,"10180011",NA,NA,NA,22310,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144,NA,NA,853,NA,NA,NA,NA,NA,495,8825,0,NA,NA,NA,NA,10,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,294872,7931,18319,2464,4,34,97,9431,2407,NA,NA,69102,4168,NA,33,193,NA,3920,0,23,83585,NA,150791,52353,23362,8226,3035,2870,1097,3034,686,127,5238531,56395,144137,NA,NA,NA,65,NA,NA,"10180014",NA,NA,NA,118154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482,NA,NA,10643,NA,NA,NA,NA,NA,1,463,1536,NA,NA,NA,NA,0,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,71116,4119,28,6647,2,3823,3316,12,2222,NA,NA,181431,182325,NA,4516,93,NA,147,2,202,64524,NA,14023,50499,6182,698,80,6037,225,33213,18,262632,3845658,11345,37042,NA,NA,NA,41,NA,NA,"10180012",NA,NA,NA,85094,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,432,NA,NA,14178,NA,NA,NA,NA,NA,1,11346,0,NA,NA,NA,NA,75,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,49,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,167982,4950,108,4038,0,1852,185,125,7145,NA,NA,36552,16577,NA,7222,1245,NA,3023,300,4,146760,NA,392,58068,3346,476,14,1429,224,49068,85,513,2151987,2924,6233,NA,NA,NA,194,NA,NA,"10180013",NA,NA,NA,189173,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,667,NA,NA,80192,NA,NA,NA,NA,NA,1,13773,1,NA,NA,NA,NA,51,NA,NA,NA,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,672,901,919,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,85,0,0,0,0,26,4,0,0,NA,NA,1433,1175,NA,0,8,NA,0,0,0,92,NA,24492,22483,3278,996,95,17532,181228,1184437,6969,1991761,336335,91605,234606,NA,NA,NA,15,NA,NA,"10180001",NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,0,NA,NA,NA,NA,NA,0,6,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,7,3,0,0,0,23,0,0,4,NA,NA,413,3181,NA,0,0,NA,0,0,0,7,NA,133999,5171,1574,241,35,1046,578,112150,137,2616120,59877,4420,26941,NA,NA,NA,0,NA,NA,"10180003",NA,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,8,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,158,8,0,0,0,83,5,0,131,NA,NA,640,33390,NA,6,0,NA,0,0,0,19,NA,33089,20100,4047,759,511,2385,37292,425169,758,2827295,657688,39327,65199,NA,NA,NA,0,NA,NA,"10180004",NA,NA,NA,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,138,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,3,0,0,0,0,28,0,0,3,NA,NA,95,14969,NA,0,0,NA,0,0,0,1,NA,2389,5491,1217,105,12,1708,646,99615,17,2095642,713447,2704,6931,NA,NA,NA,0,NA,NA,"10180005",NA,NA,NA,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,7,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,10,0,0,0,0,81,0,0,6,NA,NA,395,3854,NA,3,0,NA,0,0,0,1,NA,27841,12717,3434,202,36,14349,17536,402518,381,7652850,67249,34893,110353,NA,NA,NA,0,NA,NA,"10180006",NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,1410,189,0,1,0,2974,13,7,356,NA,NA,98078,97316,NA,2,1,NA,0,0,1,4432,NA,34294,82243,43628,25991,4136,15470,10554,633869,725,6941086,1903111,47402,45953,NA,NA,NA,0,NA,NA,"10180007",NA,NA,NA,898,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,301,NA,NA,NA,NA,NA,0,1472,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,2640,743,0,2,0,1156,52,14,3780,NA,NA,129678,145248,NA,14,1,NA,0,48,6,13819,NA,61220,45410,13333,4211,639,20749,1645,769055,9,1097788,3741176,35602,27093,NA,NA,NA,0,NA,NA,"10180008",NA,NA,NA,6601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,NA,NA,459,NA,NA,NA,NA,NA,11,252,0,NA,NA,NA,NA,13,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,123,7,0,0,0,1136,2,1,177,NA,NA,7444,149628,NA,5,0,NA,0,0,1,183,NA,28838,39655,20976,6508,2899,2360,166987,2140827,3809,5519034,280647,58002,88099,NA,NA,NA,0,NA,NA,"10180002",NA,NA,NA,49,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,85,NA,NA,NA,NA,NA,0,5,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,399795,33870,1,18189,1,3623,32,1640,7859,NA,NA,361114,150091,0,12295,1831,NA,44,0,5744,974738,NA,123239,521432,399114,305752,117933,2392,4660,106853,98,276360,3407369,30406,171031,NA,NA,0,2314,0,1458,"10190003",0,NA,114,716802,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,20920,NA,NA,78788,NA,707,NA,0,NA,185,3547,0,NA,NA,19,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,259,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4974,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,91,9,0,0,0,94,10,1,10,NA,NA,358,309,0,1,11,NA,0,0,3,126,NA,9957,68906,114841,54896,17429,24897,26274,795064,686,400260,104533,13344,8487,NA,NA,1,16,0,51,"10190004",0,NA,0,138,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9,NA,NA,7,NA,0,NA,0,NA,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,82582,3791,0,2,0,11255,38,2389,1095,NA,NA,63213,38935,0,7393,65,NA,3,0,126,43730,NA,43101,80022,60241,29806,6810,26251,7261,1018774,293,509843,262969,17833,30423,NA,NA,0,1123,0,82,"10190006",0,NA,0,35633,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4869,NA,NA,1545,NA,17,NA,0,NA,0,1195,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,NA,0,0,0,2709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,218188,6353,0,14,3,5053,67,639,846,NA,NA,139399,112671,0,18958,975,NA,0,0,773,74949,NA,87531,145013,132117,66623,16893,17760,9816,1691348,371,1238743,1291297,32723,57426,NA,NA,0,3597,110,430,"10190007",1,NA,0,51809,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,5567,NA,NA,2172,NA,174,NA,0,NA,68,7779,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,666,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,NA,0,0,0,1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,82873,3517,0,13,0,1000,63,317,440,NA,NA,48951,26711,0,6377,33,NA,0,0,210,36571,NA,2116,26544,6565,1839,448,895,23,5307,12,83734,1268957,754,7590,NA,NA,0,1080,0,56,"10190008",1,NA,0,35279,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2265,NA,NA,3514,NA,36,NA,0,NA,30,544,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,106573,17703,0,1326,0,952,0,39,1569,NA,NA,64502,9017,0,774,0,NA,22,0,120,528354,NA,3076,66511,7088,1664,171,112,120,79481,58,124270,2516468,2496,42758,NA,NA,0,821,0,4,"10190011",0,NA,0,380137,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4606,NA,NA,27913,NA,550,NA,0,NA,0,64,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,1185520,32385,126426,10220,7,17,333,3057,7238,NA,NA,38224,3340,0,1307,147,NA,4819,0,7,360003,NA,44629,118352,18206,5487,2074,3812,1140,364,833,288,1486844,38764,48884,NA,NA,0,53,0,1,"10190018",0,NA,0,456558,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1627,NA,NA,22435,NA,0,NA,0,NA,3,3624,39727,NA,NA,0,NA,0,NA,NA,NA,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,27,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,2,5,0,0,0,33,0,0,109,NA,NA,170,736,0,0,4,NA,0,0,0,27,NA,38271,66230,7656,689,57,49532,173141,1317458,3996,996139,1744157,36067,181634,NA,NA,8,48,0,0,"10190001",0,NA,0,34,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,33,NA,0,NA,0,NA,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,106,91,0,5,1,203,1,1,31,NA,NA,2032,1173,0,0,43,NA,5,0,0,990,NA,26274,252001,269215,130675,44877,14531,145640,2750917,7008,887881,714021,33125,41259,NA,NA,19,30,0,1,"10190002",0,NA,0,596,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,33,NA,NA,231,NA,0,NA,0,NA,0,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11,NA,0,0,0,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,42576,2134,597,11163,0,1612,47,40,6077,NA,NA,38836,175476,0,437,281,NA,1993,0,36,267047,NA,484,64281,12518,4326,655,326,150,49059,11,118579,2266911,2956,8974,NA,NA,0,0,0,0,"10190015",0,NA,0,262364,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4539,NA,NA,54062,NA,1,NA,0,NA,380,3687,0,NA,NA,0,NA,121,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,79,280,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,96373,5977,38,1688,0,181,169,87,4530,NA,NA,16941,13461,0,239,99,NA,1983,3,12,215236,NA,488,44033,1477,89,23,1824,30,54,17,666,1414862,125,1505,NA,NA,0,62,0,0,"10190017",0,NA,0,222772,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1122,NA,NA,115089,NA,0,NA,0,NA,17,2676,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,1,86,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,59786,4190,0,18,0,13736,1546,2977,695,NA,NA,97069,53534,0,7067,47,NA,27,0,137,79712,NA,52731,121589,136084,71987,18287,48838,15473,1128796,375,412932,330596,26587,62021,NA,NA,6,1192,3,1384,"10190005",1,NA,0,52263,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,9432,NA,NA,2849,NA,5,NA,1,NA,0,66,0,NA,NA,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,NA,0,0,0,6854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,36473,14868,0,6848,0,11,0,76,1622,NA,NA,38764,17363,0,1072,1,NA,515,0,52,330905,NA,374,61331,5037,1961,385,203,136,86623,4,69825,1063738,504,18679,NA,NA,0,27,0,20,"10190010",0,NA,0,262355,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3994,NA,NA,38657,NA,5,NA,0,NA,0,58,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,284,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,641875,25368,656,9378,0,109,0,1738,11493,NA,NA,326431,81002,0,15507,109,NA,1512,0,5,600818,NA,50552,165149,34654,10173,3302,6242,3147,28,175,6215,5689256,75490,81790,NA,NA,0,298,0,70,"10190012",1,NA,0,523054,0,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,10529,NA,NA,204474,NA,16,NA,0,NA,133,534,1,NA,NA,5,NA,824,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,NA,0,1751,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,NA,117089,7192,0,263,0,9,0,184,1897,NA,NA,32986,4600,0,150,3,NA,3,0,3,586125,NA,2194,47352,6147,1777,649,93,330,1765,14,29205,1847851,1456,6846,NA,NA,0,21,0,1,"10190013",0,NA,0,402351,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3391,NA,NA,81361,NA,0,NA,0,NA,11,2,0,NA,NA,0,NA,615,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,38470,499,0,5173,0,5,0,26,648,NA,NA,9671,13920,0,1192,1,NA,0,0,0,80976,NA,799,31958,2504,937,387,6972,152,3,3,1147,1784467,913,1761,NA,NA,0,25,0,5,"10190014",0,NA,0,68817,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1246,NA,NA,29994,NA,15,NA,0,NA,0,1,0,NA,NA,0,NA,0,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,379553,9414,1381,5496,1,1178,162,1278,5891,NA,NA,64582,61633,9,13537,199,NA,9219,1,31,638016,NA,1965,104808,18562,5759,1684,1580,381,350,471,423,1558480,3754,13763,NA,NA,0,59,0,0,"10190016",0,NA,0,701845,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2938,NA,NA,206613,NA,2,NA,0,NA,3,15845,16,NA,NA,0,NA,2170,NA,NA,NA,1162,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,4518,614,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,43883,2008,0,2481,0,396,7,63,3130,NA,NA,57049,52371,0,64,55,NA,32,0,62,98878,NA,7681,73726,37932,25266,9053,3651,454,93197,17,217261,3143120,4107,18287,NA,NA,0,45,0,33,"10190009",0,NA,0,78014,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1470,NA,NA,23942,NA,18,NA,0,NA,907,360,0,NA,NA,3,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,133,NA,0,170,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,2718453,35414,739399,NA,481,56,71,5122,14519,NA,NA,290390,7859,NA,NA,422,NA,134,0,110,43768,NA,106053,220705,84042,24323,6537,3719,11177,10608,43704,14045,4758182,271581,146547,NA,NA,NA,20,0,NA,"10200101",NA,NA,NA,41186,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,9,NA,1565,NA,NA,NA,NA,NA,NA,57,12550,1,NA,0,NA,2,2,NA,NA,34,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,1399605,3464,428951,NA,3,2,0,4852,730,NA,NA,68834,10390,NA,NA,258,NA,1251,0,3,173532,NA,46213,100373,44434,17131,5386,2240,38772,72,152,134,673995,104935,31542,NA,NA,NA,1,0,NA,"10200103",NA,NA,NA,3633,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,77,NA,NA,NA,NA,NA,NA,0,13979,9,NA,0,NA,0,11,NA,NA,25,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,507078,277,427969,NA,0,0,1,162,210,NA,NA,10966,18665,NA,NA,0,NA,5,6,1261,26932,NA,100228,44710,34974,9500,3471,7636,115754,1017,65,160,147294,40091,7503,NA,NA,NA,0,10,NA,"10200202",NA,NA,NA,728,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,420,0,NA,10,NA,NA,NA,NA,NA,NA,0,5,0,NA,0,NA,1,0,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,698729,16536,184642,NA,6,11,1,615,3847,NA,NA,48874,2565,NA,NA,4,NA,8,0,16,15261,NA,5637,68672,38612,18894,6748,1073,11197,26,442,183,923912,34770,15821,NA,NA,NA,8,0,NA,"10200102",NA,NA,NA,4071,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0,NA,200,NA,NA,NA,NA,NA,NA,0,319,0,NA,0,NA,3,3,NA,NA,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,1077373,955,658156,NA,0,260,0,860,2196,NA,NA,63156,23317,NA,NA,28,NA,225,2,58,56147,NA,35639,78800,30763,9605,4213,2105,96428,58,98,73,292939,27468,6311,NA,NA,NA,3,1,NA,"10200201",NA,NA,NA,2212,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,0,NA,234,NA,NA,NA,NA,NA,NA,0,32,0,NA,0,NA,0,0,NA,NA,81,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
