"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Speltz","Canola","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Peas","Herbs","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Triticale","Broccoli","Cauliflower","Blueberries","Other Crops","Radishes","Apples","Christmas Trees","Mustard","HUC","Misc Vegs & Fruits","Carrots","Pumpkins","Sorghum","Sweet Corn","Hops","Sod/Grass Seed","Aquaculture","Tomatoes","Grapes","Peppers","Cabbage","Other Small Grains","Dry Beans","Squash","Dbl Crop WinWht/Corn","Tobacco","Winter Wheat","Durum Wheat","Peaches","Eggplants","Sunflower","Other Tree Crops","Millet","Cranberries","Pears","Dbl Crop Oats/Corn","Onions","Dbl Crop WinWht/Soybeans","Greens","Dbl Crop Barley/Soybeans","Plums","Cherries","Strawberries","Sweet Potatoes","Dbl Crop Barley/Corn","Watermelons","Cotton","Dbl Crop WinWht/Sorghum","Sugarbeets","Cucumbers","Asparagus","Cantaloupes","Nectarines","Switchgrass","Dbl Crop Soybeans/Oats","Pop or Orn Corn","Garlic","Flaxseed","Dbl Crop Corn/Soybeans","Walnuts","Caneberries","Peanuts","Rape Seed","Pecans","Dbl Crop WinWht/Cotton","Rice","Olives","Sugarcane","Oranges","Citrus","Turnips","Camelina","Vetch","Mint","Celery","Gourds","Lentils","Safflower","Perennial Ice/Snow ","Lettuce","Pistachios","Honeydew Melons","Almonds","Dbl Crop Lettuce/Cotton","Chick Peas","Apricots","Pomegranates"
1,14,0,112464,406127,23174,770674,224,920,NA,200261,14700,22657,14,101065,10889,0,3,8535,18773,127219,12570,3564,776,60,102082,2212,809,0,276346,41553,66706,0,NA,NA,NA,0,44,NA,0,231,"09020310",NA,NA,NA,8,0,NA,1344,NA,NA,NA,NA,NA,NA,262948,NA,NA,NA,1114,1529,NA,NA,22112,NA,67,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,127193,NA,NA,NA,NA,NA,NA,NA,NA,5884,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,39583,605012,20997,276429,45,1046,NA,6983,72431,28703,0,0,43,3,23,9088,46733,75306,8810,1449,83,31,140750,3205,0,900,31169,579159,1016291,0,NA,NA,NA,134,0,NA,0,0,"09020304",NA,NA,NA,0,0,NA,44725,NA,NA,NA,NA,NA,NA,1523,NA,NA,NA,185,1,NA,NA,5457,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,167,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,947104,916143,598,79718,213,174,NA,15,16363,813,19,0,78,0,0,20,77889,109475,9306,2743,653,293,24549,30,1,11,17544,1826,201190,0,NA,NA,NA,0,0,NA,0,0,"09020102",NA,NA,NA,0,0,NA,3,NA,NA,NA,NA,NA,NA,12070,NA,NA,NA,4,3,NA,NA,17639,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,38610,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,559350,553383,4405,142743,2410,10396,NA,171,301079,51057,6916,17767,16432,9,93,548,838265,259198,33488,13982,4589,1351,1675529,54410,101,18356,462431,26057,378129,0,NA,NA,NA,39,0,NA,438,0,"09020103",NA,NA,NA,328,8,NA,77,NA,NA,NA,NA,NA,NA,44181,NA,NA,NA,14,163,NA,NA,5281,NA,115,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,53800,NA,NA,NA,NA,NA,NA,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,0,622389,812282,4991,287090,2704,2591,NA,663,94314,29437,263,704,1222,2,10,577,136795,129700,23280,4410,559,391,318536,6554,1,1481,159019,41628,368787,0,NA,NA,NA,139,0,NA,0,0,"09020106",NA,NA,NA,1,0,NA,1119,NA,NA,NA,NA,NA,NA,3657,NA,NA,NA,46,423,NA,NA,22692,NA,9,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,130504,NA,NA,NA,NA,NA,NA,NA,NA,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,648025,1040235,13706,511086,2214,2619,NA,95,154366,17835,45,352,2852,4,123,1234,168204,157466,14799,2068,309,768,1068793,62116,30,7919,117993,111217,411587,0,NA,NA,NA,244,0,NA,0,0,"09020108",NA,NA,NA,1,0,NA,2659,NA,NA,NA,NA,NA,NA,25090,NA,NA,NA,2047,76,NA,NA,17374,NA,5,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,140177,NA,NA,NA,NA,NA,NA,NA,NA,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,0,134546,923455,25206,700294,282,845,NA,6933,179824,33772,2,341,1683,22,3,5932,50280,150961,34046,6581,2047,80,149996,484,38,1422,51807,437171,710381,0,NA,NA,NA,147,0,NA,0,0,"09020303",NA,NA,NA,0,0,NA,11154,NA,NA,NA,NA,NA,NA,65448,NA,NA,NA,1866,42,NA,NA,28263,NA,6,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,138318,NA,NA,NA,NA,NA,NA,NA,NA,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,0,146034,751385,11149,409274,1898,5723,NA,3996,333343,30166,78,1557,1252,1841,611,10352,90032,149255,17179,2218,702,881,879411,73991,10,9903,181286,181957,524430,0,NA,NA,NA,26880,0,NA,0,0,"09020305",NA,NA,NA,4,7,NA,13984,NA,NA,NA,NA,NA,NA,24932,NA,NA,NA,2886,566,NA,NA,18257,NA,80,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1216,NA,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,0,120972,681124,24068,462244,968,604,NA,915,95746,38619,1,72,542,0,10,6133,20489,92151,14182,1435,181,24,160554,340,141,623,30773,46805,277916,0,NA,NA,NA,29,0,NA,0,0,"09020309",NA,NA,NA,0,0,NA,8487,NA,NA,NA,NA,NA,NA,27186,NA,NA,NA,117,346,NA,NA,24532,NA,3,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,101611,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,0,380655,662208,5579,243446,276,252,NA,27,26031,2709,118,29,351,0,46,1066,29828,118219,75052,43172,19028,237,15743,245,0,3,13057,44023,52753,0,NA,NA,NA,4,0,NA,0,0,"09020104",NA,NA,NA,112,0,NA,172,NA,NA,NA,NA,NA,NA,4453,NA,NA,NA,93,1248,NA,NA,8532,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,135304,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,0,498946,912550,22312,656245,529,1297,NA,531,65037,51934,150,3437,969,1,310,1810,65378,164604,41926,17433,6693,83,123089,1111,267,452,54077,69482,168001,0,NA,NA,NA,401,0,NA,0,0,"09020301",NA,NA,NA,29,0,NA,8742,NA,NA,NA,NA,NA,NA,212736,NA,NA,NA,1024,532,NA,NA,27570,NA,25,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,208585,NA,NA,NA,NA,NA,NA,NA,NA,47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,25,0,546992,2076223,396433,2109890,1499,7476,NA,830149,44154,57717,15,783,71028,0,7,230795,1032542,406016,37966,8568,1514,128,80167,1793,0,4,1205064,50040,1351175,7,NA,NA,NA,8,0,NA,0,5648,"09020201",NA,NA,NA,193,0,NA,3,NA,NA,NA,NA,NA,NA,317712,NA,NA,NA,6005,69994,NA,NA,71813,NA,567,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,29431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,26,0,284256,1066423,130102,905842,2616,9468,NA,93663,51060,138099,41,469,36991,0,233,5494,293387,209917,6127,1295,207,322,12247,111,0,4,1599737,14520,358785,3,NA,NA,NA,0,0,NA,0,35,"09020202",NA,NA,NA,69,0,NA,0,NA,NA,NA,NA,NA,NA,86087,NA,NA,NA,1046,30929,NA,NA,40161,NA,593,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,36984,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,27,0,492343,1516022,90549,793531,815,6800,NA,17484,75192,58929,1833,98,46869,0,1,10057,240798,228787,8406,1346,214,96,41104,3032,397,18,1453729,46166,491298,2,NA,NA,NA,3,4,NA,0,21,"09020203",NA,NA,NA,420,0,NA,992,NA,NA,NA,NA,NA,NA,129071,NA,NA,NA,7950,1906,NA,NA,32174,NA,1222,NA,NA,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,6243,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,28,0,1717650,2098425,5870,366635,7917,3124,NA,54,53939,27208,2,7622,1525,0,5,15789,194790,254534,24023,10113,1635,709,84250,42,26,15,909999,35978,425594,0,NA,NA,NA,2,1706,NA,0,0,"09020105",NA,NA,NA,618,0,NA,18,NA,NA,NA,NA,NA,NA,35857,NA,NA,NA,4418,2026,NA,NA,44070,NA,125,NA,NA,NA,902,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,99549,NA,NA,NA,NA,NA,NA,NA,NA,8,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,29,0,114804,549707,11325,503328,719,74,NA,1659,43081,16457,1,2473,2198,0,0,1353,51889,80053,8601,1354,121,3,17443,234,34,643,10458,40548,20612,0,NA,NA,NA,26,0,NA,0,0,"09020306",NA,NA,NA,0,0,NA,1327,NA,NA,NA,NA,NA,NA,121255,NA,NA,NA,780,2729,NA,NA,17884,NA,9,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,203518,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,30,3460104,150317,1129662,17134,836953,223,1035,NA,30629,86950,88798,0,20870,1571,0,7,11266,77262,156158,20512,2969,501,23,226593,906,395,438,67788,71511,254554,0,NA,NA,NA,3,1,NA,0,48,"09020311",NA,NA,NA,2,0,NA,8761,NA,NA,NA,NA,NA,NA,90938,NA,NA,NA,4753,2546,NA,NA,41497,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,221944,NA,NA,NA,NA,NA,NA,NA,NA,600,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,31,4515738,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,"09020317",NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,32,2683301,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,0,0,"09020319",NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,9658903,21,27,0,2,0,0,NA,0,98,32,0,0,0,0,0,15,1254016,72880,5284,3068,652,13651,1021050,1494843,1559933,363978,32529,2563839,118887,NA,NA,NA,NA,0,NA,NA,NA,NA,"09030001",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,11967167,3456,159371,6712,43585,7,3202,NA,2521,20881,10651,261,3,3,1,627,2004,1366291,44071,6126,1741,468,210,9491,9319,0,4368,25544,1062935,469779,NA,NA,NA,NA,10,NA,NA,NA,NA,"09030009",NA,NA,NA,3,NA,NA,42080,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,147,NA,NA,NA,3830,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,571,312,0,99,0,2,NA,0,2757,4913,0,5,0,0,907,98,142600,82211,14882,4516,674,50577,1198200,225514,590243,356961,46703,2407145,263720,NA,NA,NA,NA,12,NA,NA,NA,NA,"09030005",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,0,NA,NA,NA,18,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,658,21542,1637,1904,11,1160,NA,14,2389,1132,5,0,0,0,12,645,1327,14534,815,95,8,19,7573,1874,0,2220,5847,1757920,889956,NA,NA,NA,NA,773,NA,NA,NA,NA,"09030007",NA,NA,NA,0,NA,NA,2015,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,0,NA,NA,NA,32,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,3257,8931,48,550,1,349,NA,1,7517,4012,1,3,9,16,36,83,309256,79438,22739,3838,297,612,1493175,127255,196649,118535,43255,3235953,261688,NA,NA,NA,NA,60,NA,NA,NA,NA,"09030006",NA,NA,NA,1,NA,NA,10,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,0,NA,NA,NA,13,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,2041619,745,61051,689,11497,11,445,NA,90,16018,8317,608,2,4,48,157,2112,24277,34787,10589,8739,3400,142,42900,1720,124,2444,26609,1671534,432844,NA,NA,NA,NA,300,NA,NA,NA,NA,"09030008",NA,NA,NA,9,NA,NA,11638,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,4,NA,NA,NA,1354,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,7162514,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"09030010",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,1142126,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,"09030011",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,11,4,0,0,0,0,NA,0,184,191,0,0,0,0,6,6,391895,37411,3843,2832,301,8338,589651,258763,591545,209797,10065,811491,59477,NA,NA,NA,NA,0,NA,NA,NA,NA,"09030002",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,12812184,56,4,0,43,0,0,NA,2,108,255,0,1,0,0,14,29,225040,6655,6613,2137,203,157,280160,45654,119089,14593,4717,553825,75271,NA,NA,NA,NA,0,NA,NA,NA,NA,"09030003",NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,4484918,0,NA,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"09040004",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2827958,1,NA,488,34,NA,6,NA,3,12981,9208,1,NA,3,NA,3,25,46262,7852,3238,949,45,140590,212278,488681,6455,320692,146356,1272,318,5,NA,NA,NA,NA,NA,NA,NA,NA,"09040001",NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2409,131,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12671,NA,NA,NA,NA,NA,NA,NA,NA
1,3,4913107,0,NA,0,0,NA,0,NA,0,7,2,0,NA,0,NA,0,0,11833,11,0,0,0,76611,2705,314710,2304,113868,664,17,20,0,NA,NA,NA,NA,NA,NA,NA,NA,"09040002",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6105,NA,NA,NA,NA,NA,NA,NA,NA
1,4,5393443,0,NA,0,0,NA,0,NA,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"09040003",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,0,NA,1042,300,NA,60,NA,0,16240,12017,NA,24,52,NA,NA,6,114,19879,8609,1308,82,1186,21,1267550,20,419022,424058,12055,199,17,NA,NA,NA,NA,NA,NA,NA,0,"10020006",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,0,0,NA,NA,NA,32,107,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,0,NA,693,31,NA,1494,NA,0,22285,27087,NA,3,0,NA,NA,3,65693,45585,14832,6090,83,7112,456,1177680,63,2564434,2580555,5034,141765,78,NA,NA,NA,NA,NA,NA,NA,0,"10020001",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,12,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,0,NA,72607,15430,NA,581,NA,0,186657,46913,NA,7623,59,NA,NA,3,1596,68796,34403,16738,1115,1659,343,749345,7,895806,2198504,19690,1868,1494,NA,NA,NA,NA,NA,NA,NA,0,"10020002",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,338,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,0,NA,6690,634,NA,2,NA,0,47486,22828,NA,256,38,NA,NA,0,4737,21188,5810,790,22,2404,305,793637,41,721193,1132123,13550,5528,20,NA,NA,NA,NA,NA,NA,NA,0,"10020003",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,15,4,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,0,NA,3087,146,NA,96,NA,0,19943,12170,NA,76,32,NA,NA,0,7862,48951,17296,2360,78,35752,72,4267997,22,573874,3024813,15804,438,120,NA,NA,NA,NA,NA,NA,NA,0,"10020004",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,7,1,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,438,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,471,NA,12487,17768,NA,228,NA,9,120282,33431,NA,2360,3703,NA,NA,22990,10683,73206,23067,1718,138,4113,265,1172667,49,441878,1719784,51447,1245,5665,NA,NA,NA,NA,NA,NA,NA,0,"10020005",NA,NA,NA,NA,NA,NA,979,NA,NA,NA,NA,NA,1,624,NA,NA,NA,19220,49,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,222,0,0,NA,NA,NA,NA,NA,NA,NA,NA
