"layer","zone","Background","Corn","Barley","Spring Wheat","Rye","Oats","Rape Seed","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Misc Vegs & Fruits","Peas","Clover/Wildflowers","Sod/Grass Seed","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Pumpkins","Blueberries","Radishes","Sunflower","Sorghum","Soybeans","Canola","HUC","Apples","Other Crops","Millet","Cranberries","Squash","Tobacco","Cucumbers","Herbs","Grapes","Winter Wheat","Dry Beans","Tomatoes","Peaches","Pears","Strawberries","Other Tree Crops","Cauliflower","Cabbage","Aquaculture","Other Small Grains","Hops","Triticale","Onions","Greens","Dbl Crop WinWht/Corn","Speltz","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Cherries","Plums","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Soybeans","Watermelons","Asparagus","Peppers","Nectarines","Cotton","Peanuts","Sugarbeets","Lettuce","Dbl Crop Barley/Corn","Dbl Crop Corn/Soybeans","Turnips","Eggplants","Pop or Orn Corn","Switchgrass","Cantaloupes","Dbl Crop Soybeans/Oats","Dbl Crop Oats/Corn","Carrots","Walnuts","Dbl Crop WinWht/Cotton","Pecans","Caneberries","Rice","Oranges","Olives","Citrus","Sugarcane","Avocados","Vetch","Flaxseed","Camelina","Celery","Gourds","Mint","Durum Wheat","Safflower","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Garlic","Dbl Crop Lettuce/Cotton","Almonds","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Sweet Corn","Chick Peas","Apricots","Pomegranates"
1,8,NA,2192,6787,0,61208,228,NA,NA,13148,19457,NA,1,NA,62,0,2033,81625,NA,25355,218690,18528,8067,3062,3822,43724,377166,24848,776283,2914924,2270,543,NA,0,NA,NA,7726,13318,7826,8800,"11090201",NA,203,1598,NA,NA,NA,NA,5136,NA,1069710,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31538,0,NA,1964,NA,2480,NA,NA,NA,7835,NA,0,NA,518,NA,93308,1535,NA,NA,0,NA,NA,NA,NA,13,NA,0,0,NA,NA,20307,4,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,177090,21,2389,10,2623,NA,NA,29740,273,NA,10492,NA,0,0,0,13745,NA,396,22848,1017,130,22,2528,4,24302,3,438640,3430018,464,506,NA,88,NA,NA,34,23266,626,0,"11090102",NA,0,657,NA,NA,NA,NA,0,NA,92393,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3888,2,NA,8161,NA,14,NA,NA,NA,1407,NA,8,NA,0,NA,29760,34,NA,NA,0,NA,NA,NA,NA,303,NA,0,0,NA,NA,55,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,253631,19,9,91,654,NA,NA,35878,2343,NA,2431,NA,3,0,0,69523,NA,1390,72170,12717,3912,1170,1663,3,9038,0,97667,2216791,675,849,NA,8,NA,NA,641,31131,51,0,"11090103",NA,0,182,NA,NA,NA,NA,2,NA,225073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16458,0,NA,14288,NA,478,NA,NA,NA,4058,NA,3,NA,0,NA,72749,6,NA,NA,0,NA,NA,NA,NA,168,NA,0,0,NA,NA,1788,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,16637,23,0,980,793,NA,NA,14360,47007,NA,0,NA,0,26,1625,4388,NA,185253,389354,160627,113154,67001,8077,1825169,3045,170,1969,2409412,435,2729,NA,2,NA,NA,628,1812,33532,6,"11100302",NA,914,117,NA,NA,NA,0,115,NA,69589,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,189,NA,15981,NA,NA,NA,155,NA,0,NA,NA,NA,2353,0,NA,NA,0,NA,NA,NA,NA,0,NA,79,7,NA,NA,10,2599,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,9563,179,0,3714,614,NA,NA,15245,10933,NA,7,NA,111,0,38,77927,NA,9490,103668,20006,7134,767,9336,177,2945,3113,411096,2135354,2265,201,NA,0,NA,NA,3,28390,1633,30,"11100203",NA,7,2659,NA,NA,NA,0,536,NA,199544,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15436,NA,NA,2359,NA,684,NA,NA,NA,10457,NA,3,NA,NA,NA,45094,1237,NA,NA,0,NA,NA,NA,NA,39,NA,0,0,NA,NA,4732,12,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,31464,20,0,961,1256,NA,NA,9990,7361,NA,0,NA,19,0,155,315938,NA,13162,194131,19997,7203,907,2926,410,197,295,256129,3220927,17949,623,NA,0,NA,NA,213,181301,1089,2,"11100201",NA,8,1000,NA,NA,NA,4,2159,NA,694783,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,31203,NA,NA,182,NA,180,NA,NA,NA,15052,NA,0,NA,NA,NA,90716,87,NA,NA,1,NA,NA,NA,NA,11,NA,0,0,NA,NA,4736,12,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,696712,464,3,608,1783,NA,NA,26548,1735,NA,75,NA,30,0,91,268579,NA,4626,191743,29926,5472,1747,3042,26,21,15,226808,1837146,1836,3600,NA,43,NA,NA,636,199058,3398,1,"11100104",NA,0,345,NA,NA,NA,0,2,NA,1315472,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11750,NA,NA,12684,NA,2334,NA,NA,NA,18806,NA,11,NA,NA,NA,687833,171,NA,NA,350,NA,NA,NA,NA,52,NA,0,0,NA,NA,18330,9,NA,2,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,553,1145,0,57547,1483,NA,NA,69477,13074,NA,0,NA,325,0,8941,126712,NA,62184,261308,92266,54644,19672,1756,103210,313596,22239,115738,2550284,462,1002,NA,0,NA,NA,42,13961,20740,14796,"11100301",NA,68,953,NA,NA,NA,0,1337,NA,1352795,14,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,36270,NA,NA,485,NA,7448,NA,NA,NA,7983,NA,0,NA,NA,NA,12666,183,NA,NA,0,NA,NA,NA,NA,0,NA,5,8,NA,NA,327,18,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,11958,5,0,437,608,NA,NA,10223,47144,NA,0,NA,0,13,1002,6792,NA,155888,421205,95175,58071,27496,3225,2918510,5234,23,693,3425596,587,5175,NA,3,NA,NA,199,1289,18866,7,"11100303",NA,445,98,NA,NA,NA,0,61,NA,68348,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,315,NA,NA,70,NA,10198,NA,NA,NA,323,NA,0,NA,NA,NA,1078,0,NA,NA,87,NA,NA,NA,NA,0,NA,33,7,NA,NA,12,3142,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,231441,15172,5,16,48,NA,NA,12524,3108,NA,2868,NA,31,0,1,442889,NA,1349,209692,16403,3001,655,722,32,60117,0,222196,5294603,1599,3997,NA,3,NA,NA,3708,415050,3376,17,"11100101",NA,0,803,NA,NA,NA,0,0,NA,834068,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9283,NA,NA,18179,NA,16,NA,NA,NA,16058,NA,0,NA,NA,NA,35351,38,NA,NA,3,NA,NA,NA,NA,2,NA,0,0,NA,NA,3607,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,337745,4286,0,283,22,NA,NA,4834,4979,NA,90,NA,0,0,0,444113,NA,1728,174278,11686,2869,772,874,60,56,20,123391,1667719,6846,1042,NA,0,NA,NA,1025,266521,36658,1010,"11100102",NA,0,319,NA,NA,NA,0,2,NA,716626,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,19975,NA,NA,4830,NA,661,NA,NA,NA,10742,NA,0,NA,NA,NA,52951,0,NA,NA,15,NA,NA,NA,NA,0,NA,0,0,NA,NA,2322,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,512336,1563,1,107,1749,NA,NA,31657,5522,NA,74,NA,52,1,10,163032,NA,1706,168050,11351,1499,227,1681,5,0,1,142925,3390846,407,1159,NA,1179,NA,NA,4769,171372,226,8,"11100103",NA,0,573,NA,NA,NA,0,0,NA,622630,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,29832,NA,NA,34741,NA,1428,NA,NA,NA,8985,NA,1,NA,NA,NA,329376,49,NA,NA,455,NA,NA,NA,NA,48,NA,0,0,NA,NA,4765,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,96669,3,0,98,1634,NA,NA,1239,1519,NA,0,NA,17,0,347,92748,NA,1425,62746,6824,1097,192,2359,189,56,53,240270,1183168,1794,5401,NA,2,NA,NA,2,53805,3448,0,"11100202",NA,3,307,NA,NA,NA,2,0,NA,339191,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1271,NA,NA,2862,NA,2361,NA,NA,NA,4057,NA,42,NA,NA,NA,284881,162,NA,NA,0,NA,NA,NA,NA,23,NA,0,0,NA,NA,3527,58,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,2968,2,NA,0,69,NA,NA,144,10685,NA,NA,NA,NA,74,18,74,NA,70523,286511,124171,70295,23889,6797,2202612,35377,3067,19940,1886173,6933,1184,NA,NA,0,NA,0,75,3164,0,"11110103",NA,0,0,NA,NA,NA,NA,NA,0,797,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,362,NA,2910,NA,NA,NA,82,9,0,NA,NA,NA,325,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,34,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,3900,0,NA,7,3,NA,NA,921,19042,NA,NA,NA,NA,414,1965,686,NA,64297,203067,52581,20281,7804,6236,2086374,1206606,225530,79102,1450750,28494,2575,NA,NA,0,NA,0,16,14479,0,"11110105",NA,0,0,NA,NA,NA,NA,NA,1,4195,NA,0,1,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,16,NA,3268,NA,NA,NA,4,0,0,NA,NA,NA,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,36,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,7745,0,NA,0,0,NA,NA,0,18727,NA,NA,NA,NA,0,34,334,NA,62689,133584,65782,15704,3933,5168,1923379,363294,57782,63209,863489,11985,5315,NA,NA,0,NA,0,0,90308,0,"11110201",NA,0,0,NA,NA,NA,NA,NA,1,1270,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,NA,7042,NA,NA,NA,0,0,0,NA,NA,NA,16,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,18,NA,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,21746,0,NA,0,0,NA,NA,0,28436,NA,NA,NA,NA,0,21,98,NA,161317,184095,66482,12876,3630,4488,2273344,1152193,115538,78368,1188536,22250,7486,NA,NA,0,NA,0,4,37441,0,"11110202",NA,0,0,NA,NA,NA,NA,NA,114,69,NA,0,0,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,0,NA,7640,NA,NA,NA,0,0,0,NA,NA,NA,30,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,18,NA,1095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,75625,0,NA,0,2,NA,NA,0,8812,NA,NA,NA,NA,0,403,85878,NA,188061,193841,218550,88480,43310,7528,710029,526897,19142,153091,117231,296615,2419,NA,NA,0,NA,7,160,308227,0,"11110207",NA,0,0,NA,NA,NA,NA,NA,0,10530,NA,38,0,NA,NA,NA,NA,NA,471,NA,NA,0,NA,NA,7,NA,2131,NA,NA,NA,0,0,4,NA,NA,NA,2528,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,0,NA,NA,0,6133,NA,94923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,19987,1,NA,2,43,NA,NA,1120,25493,NA,NA,NA,NA,163,415,1277,NA,69930,139459,37299,14939,7035,1250,804771,2310,1180,7133,1085176,9613,955,NA,NA,0,NA,0,35,32909,2,"11110102",NA,4,1,NA,NA,NA,NA,NA,0,5364,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,47,NA,23300,NA,NA,NA,3,0,0,NA,NA,NA,2402,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,200,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,13127,2,NA,79,198,NA,NA,956,69063,NA,NA,NA,NA,25,25077,4506,NA,83972,350612,177716,87002,47901,11833,1236511,236,44,447,1566523,1080,1076,NA,NA,3,NA,1,310,76652,3,"11110101",NA,53,10,NA,NA,NA,NA,NA,0,10752,NA,0,73,NA,NA,NA,NA,NA,0,NA,NA,105,NA,NA,50,NA,35202,NA,NA,NA,11,0,0,NA,NA,NA,126,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,252,9,NA,NA,3,3504,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,37233,0,NA,25,25,NA,NA,3033,6637,NA,NA,NA,NA,4053,3001,4194,NA,230384,181671,72135,25038,8611,7111,2481277,129878,38733,40460,1625405,38095,2534,NA,NA,0,NA,0,33,79718,0,"11110104",NA,0,0,NA,NA,NA,NA,NA,0,12968,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,39,NA,39741,NA,NA,NA,6,0,0,NA,NA,NA,115,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,24,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,26376,0,NA,0,1,NA,NA,0,57272,NA,NA,NA,NA,0,536,519,NA,108886,147122,78577,24646,10180,5804,940442,610078,73556,39640,821577,118548,4165,NA,NA,0,NA,0,835,176944,0,"11110203",NA,0,0,NA,NA,NA,NA,NA,0,1011,NA,0,0,NA,NA,NA,NA,NA,127,NA,NA,0,NA,NA,1568,NA,4438,NA,NA,NA,0,0,0,NA,NA,NA,41,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,0,NA,NA,0,2653,NA,23792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,5833,0,NA,0,0,NA,NA,0,25321,NA,NA,NA,NA,0,5,44,NA,23867,94228,30121,4550,993,1745,985235,900101,214354,77204,691610,74826,2140,NA,NA,0,NA,0,66,23661,0,"11110204",NA,0,0,NA,NA,NA,NA,NA,0,29,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,NA,1089,NA,NA,NA,0,0,0,NA,NA,NA,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,42,NA,5819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,956,0,NA,0,0,NA,NA,0,39640,NA,NA,NA,NA,0,10,2041,NA,14280,87394,25745,7165,1968,1875,805426,213325,53831,10739,864906,21549,675,NA,NA,0,NA,0,403,20090,0,"11110205",NA,0,0,NA,NA,NA,NA,NA,0,303,NA,0,0,NA,NA,NA,NA,NA,5,NA,NA,0,NA,NA,3,NA,113,NA,NA,NA,45,0,0,NA,NA,NA,33,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,55,NA,6679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,713,0,NA,0,0,NA,NA,0,35939,NA,NA,NA,NA,0,1864,156,NA,31861,108621,11670,1254,307,480,1171714,1199376,221648,97947,277626,22516,937,NA,NA,0,NA,0,389,15187,0,"11110206",NA,0,0,NA,NA,NA,NA,NA,0,38,NA,0,0,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,10,NA,7,NA,NA,NA,0,0,0,NA,NA,NA,226,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,320,NA,7114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,13128,16118,0,14080,2967,NA,NA,53290,7472,NA,0,NA,792,NA,4449,31182,NA,37897,175418,29725,10868,5823,1979,12552,1567,95548,985072,402680,2593,3639,NA,0,NA,NA,80,40491,169,591,"11120303",NA,426,305,NA,NA,NA,0,22543,0,1149621,298,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,16637,NA,NA,221,NA,422,NA,NA,NA,18419,NA,0,NA,0,NA,676461,576,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,134751,410,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,7901,688,1,170,243,NA,NA,9733,5423,NA,0,NA,48,NA,3019,100125,NA,7942,157283,75543,20358,12854,51539,23741,235822,1241,2272233,2113657,2192,14714,NA,1,NA,NA,32,103593,5,4,"11120103",NA,0,3427,NA,NA,NA,0,0,0,769521,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2876,NA,NA,91,NA,43,NA,NA,NA,4221,NA,0,NA,0,NA,185036,268,NA,NA,NA,NA,NA,NA,NA,153,0,NA,0,NA,NA,10486,17,NA,12,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,44977,106,1,61,172,NA,NA,3469,21886,NA,0,NA,106,NA,10275,124154,NA,7584,154768,10882,1678,434,758,677,24914,10,116336,1693721,146,16879,NA,0,NA,NA,14,101010,6,9,"11120104",NA,7,135,NA,NA,NA,10,14,0,876599,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3259,NA,NA,623,NA,286,NA,NA,NA,11241,NA,23,NA,0,NA,434115,143,NA,NA,NA,NA,NA,NA,NA,45,0,NA,0,NA,NA,9961,79,NA,43,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,13267,18,0,7302,89,NA,NA,9822,5518,NA,0,NA,157,NA,614,12002,NA,5419,56696,6542,595,318,14757,10193,224,109,850452,870248,435,1844,NA,0,NA,NA,18,28257,3,0,"11120201",NA,0,146,NA,NA,NA,23,1,1,83207,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1231,NA,NA,32,NA,3,NA,NA,NA,436,NA,0,NA,0,NA,143400,2453,NA,NA,NA,NA,NA,NA,NA,17,0,NA,0,NA,NA,5151,4,NA,9,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,92255,11,2,7411,1078,NA,NA,4126,6444,NA,1,NA,37,NA,2932,65856,NA,13849,122535,29610,8369,4173,4400,6351,99,108,402165,1571979,1300,4782,NA,0,NA,NA,32,132849,169,2,"11120301",NA,1,78,NA,NA,NA,1,3,0,338144,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3463,NA,NA,1699,NA,81,NA,NA,NA,6747,NA,1,NA,0,NA,547888,55,NA,NA,NA,NA,NA,NA,NA,95,0,NA,0,NA,NA,10271,9,NA,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,512,2249,0,6598,133,NA,NA,7282,18697,NA,0,NA,23,NA,129,24337,NA,3035,127049,12617,2645,1089,14367,1354,245,42572,1844076,229928,10166,221,NA,0,NA,NA,10,23036,37,523,"11120202",NA,7,339,NA,NA,NA,0,795,0,500762,541,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3373,NA,NA,14,NA,59,NA,NA,NA,6466,NA,0,NA,0,NA,519765,6027,NA,NA,NA,NA,NA,NA,NA,26,0,NA,0,NA,NA,178558,71,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,8605,4293,0,89833,689,NA,NA,23669,37882,NA,2341,NA,1159,NA,228,59976,NA,15377,149644,15649,7178,1252,17148,3328,615,92318,1614686,1866244,11717,2228,NA,0,NA,NA,31,37305,61,15,"11120302",NA,2,437,NA,NA,NA,0,1676,21,440361,543,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,42214,NA,NA,101,NA,672,NA,NA,NA,5095,NA,0,NA,0,NA,171033,6502,NA,NA,NA,NA,NA,NA,NA,3511,0,NA,0,NA,NA,25934,20,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,2123,11256,0,31889,233,NA,NA,1871,14393,NA,1,NA,521,NA,39,18060,NA,2469,74538,6876,1629,257,4194,2813,261,17035,1687702,427055,2260,1003,NA,0,NA,NA,1,10505,35,7,"11120304",NA,1,74,NA,NA,NA,0,462,1,223285,410,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3202,NA,NA,1,NA,31,NA,NA,NA,1955,NA,0,NA,2,NA,108498,52,NA,NA,NA,NA,NA,NA,NA,23,24,NA,0,NA,NA,14774,5,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,71377,134,0,148,149,NA,NA,4973,3866,NA,0,NA,155,NA,46,194605,NA,5179,88196,8909,1814,301,555,150,1,10,11683,1410157,45,8601,NA,2,NA,NA,10,123574,6,0,"11120102",NA,0,76,NA,NA,NA,0,0,0,827650,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11632,NA,NA,657,NA,9,NA,NA,NA,9975,NA,1,NA,0,NA,89303,60,NA,NA,NA,NA,NA,NA,NA,1009,0,NA,0,NA,NA,3677,6,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,144136,6468,0,686,212,NA,NA,9423,34843,NA,18,NA,867,NA,828,350037,NA,4674,216787,26831,6314,2541,1785,227,6,74,17734,2833878,447,10062,NA,4,NA,NA,74,243750,39,0,"11120101",NA,0,6199,NA,NA,NA,0,0,0,1365600,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,25499,NA,NA,2707,NA,129,NA,NA,NA,45151,NA,3,NA,0,NA,149083,226,NA,NA,NA,NA,NA,NA,NA,1144,0,NA,9,NA,NA,7340,19,NA,9,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,615,1224,0,13274,373,NA,NA,3602,20979,NA,0,NA,438,NA,104,86391,NA,2667,108643,8102,1389,427,86589,4836,21914,25599,2738505,188507,3035,1251,NA,0,NA,NA,2,46908,3,4,"11120105",NA,1,376,NA,NA,NA,0,4,0,221186,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1283,NA,NA,3,NA,0,NA,NA,NA,3601,NA,0,NA,0,NA,547765,1569,NA,NA,NA,NA,NA,NA,NA,27,0,NA,0,NA,NA,2589,20,NA,16,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,10315,10550,0,20625,3799,NA,NA,148489,56076,NA,0,0,761,8,9733,102641,NA,73497,418291,45858,24159,8195,2458,378154,187852,41017,612282,3986509,1296,1926,NA,0,NA,NA,7863,58628,26425,3620,"11130302",NA,343,2170,NA,NA,NA,0,24098,0,2461457,876,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,18384,NA,NA,3913,NA,10181,NA,NA,NA,21746,14,NA,NA,10,NA,403698,12311,NA,NA,NA,NA,0,NA,NA,0,NA,2,2,NA,NA,33899,236,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,1082,545,0,11625,73,NA,NA,20356,24502,NA,28,0,71,0,16,32322,NA,37294,117561,11915,3389,362,4957,618,2210,21048,1124035,2435259,1127,137,NA,0,NA,NA,4,12208,25,370,"11130301",NA,0,147,NA,NA,NA,0,2105,2,306932,9,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,20979,NA,NA,46,NA,439,NA,NA,NA,6499,0,NA,NA,0,NA,30559,20,NA,NA,NA,NA,0,NA,NA,498,NA,0,0,NA,NA,6108,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
