"layer","zone","Background","Corn","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Alfalfa","Other Hay/Non Alfalfa","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Soybeans","Buckwheat","Christmas Trees","Canola","Millet","Peas","HUC","Sweet Corn","Sorghum","Other Crops","Misc Vegs & Fruits","Sod/Grass Seed","Apples","Dry Beans","Pumpkins","Other Tree Crops","Cranberries","Squash","Dbl Crop Corn/Soybeans","Sunflower","Tobacco","Peppers","Turnips","Durum Wheat","Cucumbers","Tomatoes","Peaches","Grapes","Pears","Eggplants","Onions","Greens","Cabbage","Herbs","Carrots","Asparagus","Strawberries","Speltz","Cherries","Triticale","Nectarines","Plums","Pop or Orn Corn","Dbl Crop WinWht/Soybeans","Caneberries","Garlic","Lettuce","Dbl Crop Soybeans/Oats","Other Small Grains","Dbl Crop Oats/Corn","Dbl Crop Barley/Soybeans","Vetch","Sweet Potatoes","Dbl Crop WinWht/Corn","Cotton","Dbl Crop Barley/Corn","Watermelons","Cantaloupes","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Sorghum","Radishes","Switchgrass","Sugarbeets","Peanuts","Pecans","Aquaculture","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Rape Seed","Flaxseed","Rice","Olives","Oranges","Citrus","Sugarcane","Walnuts","Celery","Cauliflower","Mint","Camelina","Gourds","Safflower","Mustard","Lentils","Perennial Ice/Snow ","Pistachios","Dbl Crop Lettuce/Cotton","Apricots","Honeydew Melons","Dbl Crop Durum Wht/Sorghum","Almonds","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Chick Peas","Hops","Pomegranates"
1,3,NA,133369,NA,NA,3533,3,4,64,12284,3,0,10706,30702,205185,28653,5867,1513,12117,3358551,121126,104408,8984,371182,263923,584,NA,0,479478,NA,NA,0,0,7,"11010007",NA,3722,0,NA,605,NA,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,962,56814,NA,NA,NA,0,NA,0,0,NA,NA,30,17442,NA,73,3,3,0,NA,NA,NA,5844,10,507,NA,99,NA,NA,300087,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,70708,NA,NA,27802,0,100,4,0,0,0,114665,39604,99017,18302,6085,2002,134,223830,20414,42937,235,135764,263702,5113,NA,0,632427,NA,NA,0,6,130,"11010013",NA,8292,13,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,59018,NA,NA,NA,5,NA,0,0,NA,NA,3,1119,NA,29,0,0,0,NA,NA,NA,9809,2680,140,NA,0,NA,NA,347246,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,26612,NA,NA,2729,0,0,1,0,0,0,5459,39294,152224,47965,9917,3941,1372,2366597,267255,377349,1198,859570,16211,273,NA,30,50542,NA,NA,0,27,297,"11010004",NA,4082,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,5153,NA,NA,NA,1,NA,0,0,NA,NA,7,0,NA,0,0,0,0,NA,NA,NA,0,1630,29,NA,0,NA,NA,7281,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,4,NA,NA,0,0,0,0,0,0,0,1,3577,116080,8261,723,145,251,3022525,104406,13450,80,586574,262,0,NA,0,0,NA,NA,0,0,0,"11010005",NA,0,1,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,40679,NA,NA,15807,0,181,0,934,0,0,30290,32151,83251,14190,2108,818,443,764794,25087,100292,60,483201,184971,592,NA,0,292674,NA,NA,0,104,578,"11010009",NA,13781,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,16996,NA,NA,NA,2,NA,0,0,NA,NA,0,4,NA,0,0,0,0,NA,NA,NA,15060,473,112,NA,0,NA,NA,236379,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,716,NA,NA,241,0,3,410,2976,0,0,434,12600,149264,27614,4998,2083,1010,2175289,8415,46128,752,1056386,2781,5,NA,0,3412,NA,NA,0,0,0,"11010010",NA,700,0,NA,126,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,33,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,0,3,NA,0,NA,NA,207,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,122,NA,NA,31,0,0,0,0,0,0,161,7102,95023,14701,1373,221,800,1081666,46370,223564,84,685564,3853,0,NA,0,22672,NA,NA,0,0,19,"11010012",NA,700,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,25,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,1,0,1,NA,0,NA,NA,4886,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,837,NA,NA,506,186,189,156,1854,0,0,36,212841,288051,77378,20199,5992,10072,4220075,521620,74203,2370,2060839,780,3,NA,0,1892,NA,NA,0,0,1,"11010003",NA,369,4,NA,22,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,441,NA,NA,NA,1,NA,0,0,NA,NA,0,0,NA,0,0,0,0,NA,NA,NA,0,10,0,NA,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,1317,NA,NA,60,0,32,875,8435,0,0,26,94080,189138,20434,1726,367,2027,3320334,135231,70832,137,1424716,311,0,NA,0,157,NA,NA,0,0,0,"11010006",NA,39,0,NA,84,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,141,NA,NA,NA,1,NA,0,0,NA,NA,9,0,NA,0,0,0,0,NA,NA,NA,0,0,0,NA,0,NA,NA,2,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,461,NA,NA,254,0,0,229,8093,0,0,65,4965,119552,9550,1512,271,350,2187745,89489,55356,17,979603,2055,14,NA,0,393,NA,NA,0,0,0,"11010011",NA,8,0,NA,585,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,77,NA,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,1,0,NA,NA,NA,191,0,4,NA,0,NA,NA,14,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,16727,NA,NA,3008,174,37,3612,18016,0,1,87,38357,220280,158902,64736,23967,1448,1655184,63239,5907,244,1901471,570,2,NA,0,10118,NA,NA,1,0,7,"11010002",NA,364,1,NA,454,NA,0,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,2,4665,NA,NA,NA,27,NA,7,62,NA,NA,180,0,NA,0,0,20,2,NA,NA,NA,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,42646,NA,NA,2400,0,0,57,22419,0,0,3817,18163,255383,13393,1540,334,1210,5339742,254271,170455,1620,1012113,74115,110,NA,0,187220,NA,NA,0,0,12,"11010008",NA,6121,0,NA,1178,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,10857,NA,NA,NA,0,NA,0,0,NA,NA,9,71,NA,381,0,19,0,NA,NA,NA,7313,0,18,NA,7,NA,NA,109261,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,0,105,10,0,2,113,26405,148145,0,NA,1467,22384,52451,26114,6232,603,522156,301735,3906802,18335,789967,2888749,84536,8478,NA,NA,0,NA,NA,0,0,0,"11020001",NA,18,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,15320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,38,3,0,1331,0,11,6723,1334,0,NA,2195,6545,134116,196382,100863,21310,11292,23687,748443,72,193604,1185642,19198,17388,NA,NA,0,NA,NA,0,0,0,"11020003",NA,1507,NA,NA,NA,NA,0,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,38,1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,17840,359,1,463,0,1037,29227,10649,0,NA,10980,25533,130744,106347,46754,11154,17410,130821,1995726,5618,966252,3063511,28726,16515,NA,NA,0,NA,NA,0,1,0,"11020002",NA,8449,NA,NA,NA,NA,2777,599,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2143,34,NA,12,NA,NA,NA,2884,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,982,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,483,0,0,5224,0,144,5503,137,0,NA,1049,262,61835,3955,1151,312,2372,56,29053,0,42142,1924024,187,1614,NA,NA,0,NA,NA,0,146,0,"11020004",NA,2754,NA,NA,NA,NA,2,1,NA,NA,NA,NA,48,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,0,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,43685,0,1,12490,0,7487,170256,2966,0,NA,44775,34860,127030,26142,5131,1001,4552,60,5995,0,360448,5374716,32948,54114,NA,NA,0,NA,NA,172,60,0,"11020005",NA,54150,NA,NA,NA,NA,3219,263,NA,NA,NA,NA,0,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,2219,NA,78,1,NA,34,NA,NA,NA,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,1047,213,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,1498,0,49,20,0,552,34684,15709,0,NA,10798,3519,20338,11127,2162,223,37602,230889,1094753,44184,862291,2947960,11528,5761,NA,NA,0,NA,NA,0,0,0,"11020006",NA,17034,NA,NA,NA,NA,58,7,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,1,NA,0,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,6,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,2463,0,1,371,0,559,9810,648,0,NA,3432,72,8911,1087,77,10,7842,53141,304761,2770,277291,2418603,3964,1206,NA,NA,0,NA,NA,0,0,0,"11020007",NA,834,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,0,0,NA,0,NA,NA,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,5175,0,0,15569,0,1149,47439,40125,0,NA,28495,3169,133693,1758,66,6,1832,9,173,0,97020,3676577,2769,18000,NA,NA,14,NA,NA,177,2876,1,"11020008",NA,20916,NA,NA,NA,NA,0,0,NA,NA,NA,NA,2174,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,337,NA,1,0,NA,0,NA,NA,NA,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,87,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,117297,0,0,868607,1,4914,478480,50810,14,NA,795166,48514,242620,17929,3049,372,5445,1642,31183,0,764794,7361191,40485,50506,NA,NA,12,NA,NA,0,23168,0,"11020009",NA,178862,NA,NA,NA,NA,0,60,NA,NA,NA,NA,7507,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,0,NA,0,NA,NA,NA,2427,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,27,NA,NA,0,0,4937,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,28668,0,0,346921,3,510,19999,12692,0,NA,541576,314,155810,7839,1435,171,354,487,4372,0,209330,3851355,4471,12015,NA,NA,0,NA,NA,0,2132,0,"11020011",NA,99163,NA,NA,NA,NA,0,0,NA,NA,NA,NA,16442,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,0,NA,0,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,0,0,10553,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,63039,0,0,194101,0,274,4522,7548,0,NA,230528,301,125826,1058,60,2,783,39,77,0,424744,2773416,827,5781,NA,NA,1,NA,NA,0,19545,10,"11020012",NA,61152,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10519,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,13,NA,NA,0,0,2478,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,3635,0,0,77519,0,147,848,6974,0,NA,80250,55,26256,132,6,0,75,375,4658,0,124157,1970591,1478,2168,NA,NA,0,NA,NA,0,31,0,"11020013",NA,19551,NA,NA,NA,NA,0,0,NA,NA,NA,NA,25,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,546,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,305,NA,NA,0,0,135,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,707,0,15,3871,0,1800,67488,5285,0,NA,47223,4180,32259,13358,844,80,26199,179069,1947754,20881,1791254,5746827,24512,10992,NA,NA,0,NA,NA,0,5,0,"11020010",NA,1324,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,0,0,NA,0,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,491530,0,0,1522001,529,4321,268517,0,4544,0,1325954,5088,227234,24227,5668,1874,3818,2855,26,0,306590,1983086,24938,2108,NA,NA,789,NA,NA,0,11148,3353,"11030001",0,378043,0,NA,NA,0,NA,NA,NA,NA,NA,0,2207,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1950,NA,NA,NA,6771,NA,NA,NA,0,NA,NA,NA,0,NA,6417,139,0,NA,NA,2150,359,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,584528,0,0,577514,1791,2239,220550,0,4765,0,225625,1056,104173,10334,2747,1189,756,3732,17,0,1756,923300,1291,38,NA,NA,14181,NA,NA,1038,0,6,"11030003",0,209240,0,NA,NA,0,NA,NA,NA,NA,NA,0,175,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2954,NA,NA,NA,13506,NA,NA,NA,0,NA,NA,NA,0,NA,15760,1154,0,NA,NA,7066,2,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,439187,464,0,1468950,42622,8079,151715,0,7,0,669148,7660,221472,28315,5778,2809,428,14615,0,0,152,1492906,41585,799,NA,NA,205748,NA,NA,2,644,5,"11030004",2,509379,0,NA,NA,0,NA,NA,NA,NA,NA,0,177,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1220,NA,NA,NA,56746,NA,NA,NA,0,NA,NA,NA,0,NA,1718,29,405,NA,NA,20023,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,145979,14,0,1238395,416,1676,46853,0,40,0,917705,2108,137474,3575,365,100,254,4496,0,0,622,2072577,11562,32,NA,NA,13903,NA,NA,0,0,251,"11030005",0,528962,0,NA,NA,0,NA,NA,NA,NA,NA,0,747,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,70,NA,NA,NA,5794,NA,NA,NA,0,NA,NA,NA,0,NA,444,11,0,NA,NA,9688,4,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,92461,0,0,589659,196,1919,8652,0,48,0,399618,1694,82719,5374,1648,576,610,612,0,0,50,1180859,10074,12,NA,NA,2134,NA,NA,0,3,17,"11030006",0,227688,0,NA,NA,0,NA,NA,NA,NA,NA,0,13,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,591,NA,NA,NA,712,NA,NA,NA,0,NA,NA,NA,0,NA,304,20,0,NA,NA,6076,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,69308,0,0,671041,562,784,10697,0,2,0,561078,389,75836,4872,1274,272,72,3075,0,1,2484,1003299,6353,14,NA,NA,572,NA,NA,0,1,2498,"11030007",0,251983,0,NA,NA,0,NA,NA,NA,NA,NA,0,56,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3545,NA,NA,NA,30,NA,NA,NA,0,NA,NA,NA,0,NA,20,9,0,NA,NA,162,6,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,47991,25,0,481188,409,3113,38968,0,0,0,339447,2399,88908,22258,5443,2326,49,7616,0,0,428,943602,17694,224,NA,NA,32263,NA,NA,0,15,5,"11030008",0,287093,0,NA,NA,0,NA,NA,NA,NA,NA,0,812,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,324,NA,NA,NA,1385,NA,NA,NA,0,NA,NA,NA,1,NA,8,0,1,NA,NA,4313,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,436293,5,0,829228,50914,3559,60925,0,0,0,206234,21390,129278,10898,2289,543,166,4741,0,0,121,1399551,31183,1087,NA,NA,168871,NA,NA,7,83,0,"11030009",0,156034,0,NA,NA,0,NA,NA,NA,NA,NA,0,7,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,828,NA,NA,NA,41603,NA,NA,NA,0,NA,NA,NA,0,NA,762,2531,14,NA,NA,26021,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,125379,5,1,600715,2591,548,75600,0,0,0,12707,15889,74922,23986,5878,2050,706,38605,0,7,14,368849,4238,85,NA,NA,240147,NA,NA,38,176,0,"11030010",0,119844,0,NA,NA,2,NA,NA,NA,NA,NA,0,972,NA,NA,NA,28,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,563,NA,NA,NA,93359,NA,NA,NA,31,NA,NA,NA,7,NA,202,548,0,NA,NA,29664,0,NA,NA,NA,NA,0,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,116544,24,41,982388,1831,4197,113788,0,0,0,121729,42575,126075,39914,7952,3423,600,51167,0,5,500,599608,12779,9320,NA,NA,214315,NA,NA,10,116,0,"11030011",5,256794,0,NA,NA,0,NA,NA,NA,NA,NA,186,80,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1668,NA,NA,NA,42495,NA,NA,NA,1,NA,NA,NA,0,NA,330,8,0,NA,NA,4970,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,332396,174,0,1202886,158,1117,78157,0,0,0,15923,22693,202215,102260,22300,8526,2117,187460,1,33,37,894169,14468,32,NA,NA,518768,NA,NA,189,66,0,"11030012",27,166063,0,NA,NA,23,NA,NA,NA,NA,NA,0,149,NA,NA,NA,0,NA,NA,NA,10,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,408,NA,NA,NA,289688,NA,NA,NA,152,NA,NA,NA,4,NA,278,162,3,NA,NA,30800,1,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,134517,145,9,613685,50,92,34793,0,0,0,1881,43533,154316,232324,71433,39287,4380,113613,0,14,13,546810,43129,141,NA,NA,245476,NA,NA,122,28,0,"11030013",0,107889,4,NA,NA,1,NA,NA,NA,NA,NA,0,2249,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,4,NA,NA,NA,150466,NA,NA,NA,13,NA,NA,NA,2,NA,52,36310,0,NA,NA,34656,0,NA,NA,NA,NA,0,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
