"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Mustard","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Sugarbeets","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Christmas Trees","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Peas","Blueberries","Radishes","HUC","Apples","Sorghum","Millet","Misc Vegs & Fruits","Hops","Sod/Grass Seed","Aquaculture","Tomatoes","Pumpkins","Tobacco","Dry Beans","Other Crops","Triticale","Peppers","Squash","Sunflower","Grapes","Sweet Potatoes","Cucumbers","Herbs","Strawberries","Peaches","Other Tree Crops","Cranberries","Dbl Crop WinWht/Soybeans","Onions","Dbl Crop WinWht/Corn","Pears","Speltz","Dbl Crop Oats/Corn","Plums","Nectarines","Greens","Asparagus","Cantaloupes","Dbl Crop Barley/Soybeans","Cotton","Vetch","Dbl Crop WinWht/Sorghum","Dbl Crop Barley/Corn","Rape Seed","Watermelons","Carrots","Lettuce","Dbl Crop Corn/Soybeans","Cabbage","Turnips","Eggplants","Dbl Crop Soybeans/Oats","Pop or Orn Corn","Switchgrass","Cherries","Peanuts","Pecans","Dbl Crop WinWht/Cotton","Rice","Celery","Olives","Sugarcane","Citrus","Oranges","Honeydew Melons","Cauliflower","Camelina","Walnuts","Mint","Gourds","Flaxseed","Durum Wheat","Dbl Crop Soybeans/Cotton","Other Small Grains","Safflower","Lentils","Perennial Ice/Snow ","Pistachios","Caneberries","Apricots","Almonds","Dbl Crop Lettuce/Cantaloupe","Garlic","Dbl Crop Lettuce/Cotton","Dbl Crop Lettuce/Barley","Sweet Corn","Chick Peas","Pomegranates"
1,6,7975151,836,54945,7980,196196,2,0,7128,110232,1450,3474,26303,0,5,0,9,6507,NA,18370,31683,7381,547,17,6282,6836,7,10,87,304036,534,44846,NA,34427,NA,NA,"09010007",NA,7,5,NA,NA,NA,NA,NA,NA,NA,62,0,0,NA,NA,4854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18343,71838,NA,0,0,2286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,6459101,79637,656188,15615,825557,1033,4,7011,305110,497,31677,28741,10,0,7,75,10373,NA,92036,150748,36221,13861,4499,699,24832,23,4,76,630318,24556,115511,NA,30773,NA,NA,"09010008",NA,134,770,NA,NA,NA,NA,NA,NA,NA,6023,1,7,NA,NA,30007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61879,86363,NA,0,7,6512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,4525642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,"09010009",NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,3587679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,"09020318",NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2817533,23687,462588,4162,171313,7,3,4510,22392,0,69124,80731,4,100,0,239,2852,NA,37169,85319,12937,2630,256,3,233428,3797,41,16024,59405,738642,962158,NA,250,NA,0,"09020314",NA,15,0,NA,NA,112800,NA,NA,NA,NA,205,8,0,NA,NA,12615,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3970,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,13398,54822,193,12526,2,25,1757,25,0,139607,35858,0,0,0,935,547,NA,1350869,79589,5257,1525,282,312,1016764,49044,2688,9198,63225,2171248,561102,NA,18,NA,0,"09020302",NA,1,10,NA,NA,47,NA,NA,NA,NA,162,12943,1256,NA,NA,53,NA,NA,NA,4,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,3035414,94424,988466,14579,1240081,938,206,748,744309,0,11439,14358,0,80614,15132,50,14391,NA,36938,178316,12263,4088,686,9,197401,3822,0,2,200860,98657,135961,NA,25255,NA,30,"09020316",NA,1,312,NA,NA,212,NA,NA,NA,NA,126470,0,0,NA,NA,15620,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2343,7630,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,2650480,10694,235783,3230,321851,95,42,489,236145,0,17326,13893,1,0,26,5,481,NA,35559,46020,904,195,2,9,83856,250,0,1,191336,613,85074,NA,1124,NA,0,"09020315",NA,21,14,NA,NA,0,NA,NA,NA,NA,1339,0,0,NA,NA,3698,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3103,21922,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,10883,90792,753076,21310,317832,200,26,12524,38239,0,166522,198440,0,17112,0,441,5517,NA,33149,111394,21716,1523,111,0,423182,197,3323,5935,34640,88133,718279,NA,1075,NA,0,"09020312",NA,132,0,NA,NA,46585,NA,NA,NA,NA,3467,6,0,NA,NA,10042,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,0,697211,1395851,55048,427077,336,1613,282,295,0,43603,8141,0,136610,624,37,3353,NA,21100,140245,16774,2607,400,84,32601,72,10,2,20338,55357,46711,NA,170,NA,385,"09020107",NA,220,31,NA,NA,2107,NA,NA,NA,NA,37786,92,0,NA,NA,5909,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,538,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,0,965010,1198391,2778,199410,59,70,491,3,0,16814,13470,45,109762,1,0,1748,NA,144531,124470,13522,4871,629,806,37633,38,16,6,82832,5357,258652,NA,556,NA,0,"09020101",NA,2,14,NA,NA,29,NA,NA,NA,NA,2765,52,0,NA,NA,8940,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,660,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,565928,1325340,31925,422183,642,827,94,8337,0,30857,13140,0,41983,2969,0,11431,NA,48523,155129,11164,3616,663,122,44794,1126,3463,31,274273,49884,238855,NA,1700,NA,4,"09020109",NA,0,223,NA,NA,28,NA,NA,NA,NA,339302,0,0,NA,NA,11081,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1160,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,0,935966,1756152,8348,293590,371,2040,958,212,0,55751,24587,0,28472,136,1,1301,NA,108208,201860,29280,13494,2711,102,92475,839,529,9,1008045,72598,261788,NA,4752,NA,91,"09020204",NA,235,747,NA,NA,295,NA,NA,NA,NA,39448,92,0,NA,NA,9840,NA,NA,NA,0,NA,NA,NA,NA,NA,52,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3139,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,0,1085109,2156108,24567,303745,2529,1026,527,1673,0,45701,17550,0,46741,57,0,2100,NA,51144,187331,18692,4098,476,56,51718,692,336,0,232230,17210,204139,NA,400,NA,48,"09020205",NA,1,241,NA,NA,615,NA,NA,NA,NA,56605,2,0,NA,NA,29107,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,735,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,0,228789,570701,13294,285184,518,31,126,14885,0,18185,218923,0,39327,18430,0,21879,NA,33529,96585,15627,5990,979,12,48570,733,758,5,109009,34079,62867,NA,941,NA,1,"09020307",NA,0,36,NA,NA,145,NA,NA,NA,NA,112937,0,0,NA,NA,12329,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,963,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,0,278133,663474,20736,501998,203,97,2592,92239,0,17198,134225,0,87670,28292,0,23652,NA,34829,120180,6009,1490,150,19,41591,192,44,1,215689,20138,147810,NA,671,NA,1,"09020308",NA,0,14,NA,NA,629,NA,NA,NA,NA,243148,0,0,NA,NA,10126,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386,920,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,0,124293,568868,9451,674882,14,110,487,179265,0,18946,41563,3,110860,92553,0,20810,NA,17832,128066,11327,3777,762,25,108824,1381,38,3,270442,35561,54531,NA,5412,NA,33,"09020310",NA,0,45,NA,NA,2140,NA,NA,NA,NA,253211,0,0,NA,NA,9672,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,1144,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,50888,617696,27913,246731,6,531,1982,21229,0,66146,35726,0,12,0,555,1069,NA,50052,74029,9934,1251,78,209,148469,1870,3,439,39060,539773,1036550,NA,2127,NA,0,"09020304",NA,6,0,NA,NA,40542,NA,NA,NA,NA,1329,16,0,NA,NA,312,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,919022,970476,349,63887,14,98,299,0,0,18753,1838,81,32286,3,0,4565,NA,77216,107770,8884,3148,564,254,25510,16,0,8,17376,1420,200659,NA,15,NA,0,"09020102",NA,0,85,NA,NA,11,NA,NA,NA,NA,12430,8,0,NA,NA,7999,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,510735,639939,7757,139488,105,1041,9811,204,148,316105,55901,6554,36901,7154,30,428,NA,840500,256641,33119,14897,4454,1944,1671923,50965,103,15447,441750,25415,390830,NA,2177,NA,0,"09020103",NA,476,37,NA,NA,1138,NA,NA,NA,NA,48400,125,8,NA,NA,2747,NA,NA,NA,14,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,1459,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,0,622440,877728,2665,235107,38,86,947,1929,0,104796,59924,204,112438,1457,3,2319,NA,127824,129796,23221,4145,491,503,311776,6542,11,688,152372,37420,370072,NA,1386,NA,5,"09020106",NA,298,3,NA,NA,2888,NA,NA,NA,NA,4734,24,1,NA,NA,12062,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,519,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,664676,1132785,14394,420668,64,626,536,188,2,154027,37478,104,135310,129,41,2365,NA,168276,157352,15171,2186,353,728,1069326,48536,54,3577,101422,112539,423806,NA,2442,NA,12,"09020108",NA,259,11,NA,NA,6384,NA,NA,NA,NA,21310,199,15,NA,NA,8397,NA,NA,NA,2,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,0,167991,940663,18957,642546,4418,1231,2029,3016,0,171802,54934,0,145898,49,477,3251,NA,52469,149352,35621,6770,1989,872,147627,1015,4,606,50654,430512,711728,NA,5230,NA,5,"09020303",NA,414,0,NA,NA,31279,NA,NA,NA,NA,62709,165,1,NA,NA,7393,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,0,167544,777716,13831,378260,1490,22,1151,6319,1,314589,48875,112,160,702,823,7273,NA,91661,148390,17959,2258,653,1153,873831,73331,17,9137,172828,198484,513633,NA,272,NA,0,"09020305",NA,86,47,NA,NA,21744,NA,NA,NA,NA,25810,27485,277,NA,NA,9146,NA,NA,NA,1352,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,0,132991,716197,30478,387538,130,134,1576,3772,0,91641,51749,0,110236,0,47,4632,NA,20722,91869,14689,1215,126,17,155767,176,3,56,33689,43330,289306,NA,3006,NA,0,"09020309",NA,255,0,NA,NA,17207,NA,NA,NA,NA,16321,56,0,NA,NA,19879,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1123,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,0,385127,700508,9058,213020,3,243,50,248,0,30796,6798,727,112745,244,0,5730,NA,29170,118463,74708,42643,18832,144,13550,214,0,6,13037,48603,48824,NA,66,NA,2,"09020104",NA,213,27,NA,NA,608,NA,NA,NA,NA,2136,5,0,NA,NA,5834,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1675,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,0,474532,992546,18290,585111,147,709,1467,672,0,75481,74102,4,202198,7623,396,21033,NA,63208,162307,44035,17114,6473,133,120087,725,142,70,44551,71452,165136,NA,1938,NA,0,"09020301",NA,213,56,NA,NA,11527,NA,NA,NA,NA,210704,91,0,NA,NA,13200,NA,NA,NA,0,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,793,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,25,0,533909,2414091,187838,2120578,1976,1087,7154,840062,0,44843,98439,15,12,30,17,161422,NA,1038214,411124,33874,7862,1286,10,79456,1685,0,11,1227986,53309,1435359,NA,21681,NA,0,"09020201",NA,900,425,NA,NA,0,NA,NA,NA,NA,256580,4,123,NA,NA,21404,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3295,44244,NA,NA,NA,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,26,0,276512,1210552,80949,839646,562,1744,10159,120372,3,61528,158408,18,0,202,917,1102,NA,282627,210899,5929,1295,183,19,12934,125,0,0,1580567,13103,379838,NA,14967,NA,0,"09020202",NA,283,487,NA,NA,0,NA,NA,NA,NA,96372,2,18,NA,NA,21300,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6585,28920,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,27,0,464600,1669662,45686,673628,183,633,6160,27817,0,84034,79004,1,489,491,580,6350,NA,235166,229282,8247,1318,207,12,51949,1736,105,5,1479557,37613,538219,NA,11611,NA,1910,"09020203",NA,272,388,NA,NA,1333,NA,NA,NA,NA,135242,0,174,NA,NA,9620,NA,NA,NA,0,NA,NA,NA,NA,NA,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,5095,NA,NA,NA,1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,28,0,1710874,2198379,5192,288033,792,1924,2547,72,0,60518,62743,0,83756,1451,0,833,NA,206341,251753,24868,9592,1603,553,86949,192,4,11,906049,32902,438212,NA,1526,NA,10,"09020105",NA,45,221,NA,NA,11,NA,NA,NA,NA,30033,4,11,NA,NA,20555,NA,NA,NA,0,NA,NA,NA,NA,NA,568,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7754,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,29,0,105117,619648,14254,442817,102,126,121,2380,0,53784,38371,0,199229,410,143,3827,NA,49434,79630,8876,1382,115,4,15818,951,5,26,3504,41900,23107,NA,3131,NA,10,"09020306",NA,198,1,NA,NA,7933,NA,NA,NA,NA,99950,14,0,NA,NA,9666,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,720,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,30,3460104,187387,1219930,25809,696515,92,875,2017,49778,0,81030,130934,1,226664,15935,67,16065,NA,76105,155790,20963,2977,369,64,224876,405,18,341,47882,67450,251548,NA,3113,NA,8,"09020311",NA,310,14,NA,NA,12992,NA,NA,NA,NA,71336,17,0,NA,NA,28665,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,7744,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,31,4515738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,"09020317",NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,32,2683301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,"09020319",NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,9658903,4,0,0,0,0,0,0,0,NA,41,234,0,0,0,33,0,NA,1251500,73133,4684,3367,760,11419,1096251,1563005,1600379,351301,34273,2386346,128071,NA,0,NA,NA,"09030001",NA,0,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,NA,4,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,11967167,12102,177887,10632,41989,1,0,1886,131,NA,25714,14125,306,20,1,7,6084,NA,1365767,43090,6683,2138,379,16,14900,6982,40,3732,19275,1073589,453551,NA,25,NA,NA,"09030009",NA,3,0,NA,NA,16502,NA,NA,NA,NA,686,21,5,NA,NA,1032,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,657,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
