"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Millet","Alfalfa","Other Hay/Non Alfalfa","Dry Beans","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Blueberries","Christmas Trees","Broccoli","Sweet Corn","Canola","Other Crops","Apples","Pumpkins","HUC","Sod/Grass Seed","Squash","Triticale","Winter Wheat","Cantaloupes","Sorghum","Sunflower","Tobacco","Strawberries","Cranberries","Misc Vegs & Fruits","Nectarines","Durum Wheat","Speltz","Tomatoes","Peaches","Peppers","Asparagus","Onions","Grapes","Other Tree Crops","Cabbage","Eggplants","Greens","Lettuce","Cherries","Dbl Crop WinWht/Soybeans","Sweet Potatoes","Herbs","Plums","Dbl Crop Barley/Corn","Radishes","Dbl Crop Barley/Soybeans","Switchgrass","Pop or Orn Corn","Dbl Crop Oats/Corn","Turnips","Watermelons","Carrots","Dbl Crop WinWht/Corn","Dbl Crop WinWht/Sorghum","Cotton","Sugarbeets","Dbl Crop Soybeans/Oats","Dbl Crop Barley/Sorghum","Dbl Crop Corn/Soybeans","Vetch","Gourds","Peanuts","Forest","Wetlands","Aquaculture","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Rice","Safflower","Walnuts","Sugarcane","Citrus","Oranges","Flaxseed","Camelina","Mint","Celery","Prunes","Cauliflower","Garlic","Mustard","Lentils","Rape Seed","Perennial Ice/Snow ","Other Small Grains","Honeydew Melons","Pistachios","Olives","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Cotton","Pomegranates","Dbl Crop Durum Wht/Sorghum","Apricots","Caneberries","Hops","Pears","Cucumbers","Almonds"
1,14,0,55716,232260,5202,889214,0,98,9,4267,8148,262233,137661,591,26,913,10338,127970,10942,2862,686,105,83875,1379,267,2,502359,40607,36007,NA,NA,NA,0,166924,84,NA,0,"09020310",0,NA,0,28289,NA,2,28399,NA,NA,NA,NA,NA,3571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,100288,0,NA,2,0,NA,NA,4,51,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5493,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,0,3997,339196,1505,269929,1015,1858,0,33601,6924,30,0,1,1,946,46732,76708,5860,159,10,8,667549,8771,6,421,562160,91781,845417,NA,NA,NA,0,14201,10,NA,0,"09020304",23618,NA,0,2144,NA,0,9340,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,0,NA,0,0,NA,NA,2669,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,3,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,0,832284,932592,528,130557,4,128,0,10652,312,13946,0,0,0,1193,77946,107023,10432,2459,546,355,23038,89,5,9,158309,1539,96513,NA,NA,NA,1,3,10,NA,0,"09020102",2,NA,0,91,NA,0,30927,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,32124,0,NA,290,0,NA,NA,403,10787,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,0,393558,499222,153,214467,666,5903,7,105399,6158,25793,9797,115,270,2128,818789,221297,34226,7447,3317,3649,1664742,69848,168,5064,1084344,9710,271013,NA,NA,NA,17,22,7349,NA,0,"09020103",44,NA,0,411,NA,15,9292,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,56354,0,NA,0,0,NA,NA,4951,1409,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,0,381363,853206,379,396813,824,229,79,47044,3695,3109,39,2,14,3587,120804,123729,22292,3066,399,1032,312064,10122,35,319,544638,38846,177045,NA,NA,NA,0,5,12,NA,0,"09020106",240,NA,0,3228,NA,0,13927,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,133276,204,NA,0,6,NA,NA,107,13199,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,7,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,19,0,493977,1104059,1192,415636,11,870,168,48865,3450,26349,4,0,105,2630,156887,145472,14829,1493,191,311,1063030,82714,86,2339,645429,83065,241646,NA,NA,NA,0,6,30,NA,0,"09020108",50,NA,0,14089,NA,0,9434,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,142796,0,NA,0,9,NA,NA,903,3597,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,43,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,20,0,62843,722328,1812,667490,24,2963,75,102405,5421,53404,633,0,623,12805,41307,149588,32957,4670,1067,177,457562,4140,23,730,720775,159755,459364,NA,NA,NA,0,940,158,NA,0,"09020303",4479,NA,0,24354,NA,0,20244,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,134979,0,NA,0,347,NA,NA,2410,811,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,21,0,75865,523234,311,350876,250,3306,60,108661,8656,13885,1064,0,57,5751,90017,140379,14776,1469,411,420,937837,93783,33,3259,1054685,96357,341026,NA,NA,NA,0,734,6262,NA,0,"09020305",853,NA,0,14779,NA,0,7647,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,3101,0,NA,0,909,NA,NA,7129,242,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,22,0,19403,494803,4030,537437,150,842,1,27925,2771,31925,820,0,1,304,11076,93931,13397,623,95,6,149654,214,0,172,560879,35724,106236,NA,NA,NA,0,4924,40,NA,0,"09020309",3265,NA,0,10795,NA,0,24983,NA,NA,NA,NA,NA,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,102033,0,NA,0,2,NA,NA,575,248,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,23,0,255405,732555,203,314353,30,37,8,15047,350,1930,619,0,0,3742,22407,119616,71193,29486,14982,1937,14150,455,5,3,71271,40337,29675,NA,NA,NA,0,0,16,NA,0,"09020104",20,NA,0,1576,NA,0,12212,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,121722,1,NA,14,1,NA,NA,24,8689,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,24,0,322492,937828,11268,716142,7,942,92,25000,17946,209839,12374,9,76,12159,57545,163937,41712,13650,5495,53,111435,1217,304,30,321561,66110,83212,NA,NA,NA,0,384,604,NA,0,"09020301",745,NA,0,12185,NA,0,40984,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,183737,0,NA,1,9,NA,NA,1451,15802,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,25,0,324418,1250222,143974,2388597,127,3145,118,25223,57804,364115,354,11711,13,132043,981002,406207,36226,5962,1086,77,62800,685,5,6,2331531,57354,1242941,NA,NA,NA,0,936768,3,NA,0,"09020201",384,NA,5,113891,NA,95,39911,NA,NA,NA,NA,NA,78225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,0,NA,0,0,NA,NA,616,583,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,51719,0,NA,NA,NA,NA,NA,106,328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,26,0,134326,656137,39062,968767,14,6511,46,40873,140811,103761,370,8430,45,27300,264365,209011,6840,886,184,19,11525,50,0,2,2166053,15491,302609,NA,NA,NA,0,115106,805,NA,0,"09020202",363,NA,13,32674,NA,26,113874,NA,NA,NA,NA,NA,9906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,681,23,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,41916,0,NA,NA,NA,NA,NA,57,264,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,27,0,285409,1273846,32843,871868,14,1975,58,39045,50347,70941,1313,4405,354,11229,231696,227504,8673,875,57,243,43243,2060,35,6,2127388,40905,397476,NA,NA,NA,0,25491,134,NA,0,"09020203",107,NA,20,34662,NA,3,21102,NA,NA,NA,NA,NA,2343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,40,0,NA,15,0,NA,NA,530,356,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,1463,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,28,0,1289414,1925102,420,376562,4,633,804,19575,56947,27978,3108,5,0,8989,195988,249993,28251,7479,1360,2047,89807,90,0,13,1626028,23434,363480,NA,NA,NA,0,3,9,NA,1,"09020105",37,NA,0,7480,NA,139,38043,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,89797,0,NA,6,0,NA,NA,1246,2485,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,110,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,29,0,39586,411659,3796,562722,0,32,22,7915,1324,134207,5625,765,7,1484,35521,81577,8542,1020,62,15,12920,99,3,14,264709,34155,2533,NA,NA,NA,0,1763,13,NA,0,"09020306",61,NA,0,2780,NA,0,16079,NA,NA,NA,NA,NA,6410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,187676,0,NA,1,15,NA,NA,71,1523,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,30,3460115,49891,728797,16958,999369,25,1618,2,17791,4265,205530,25841,74,7,2172,36287,157215,20473,2053,261,0,199716,882,369,489,661703,63507,118391,NA,NA,NA,0,28629,2,NA,0,"09020311",2423,NA,0,33881,NA,1,35034,NA,NA,NA,NA,NA,2388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,207871,0,NA,0,0,NA,NA,446,1735,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,11,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,31,4515738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,"09020317",0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,32,2683301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,0,"09020319",0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,9658903,5,5,0,0,0,11,NA,9,34,0,0,0,45,0,1195739,23843,3239,1207,774,13310,2451572,4305513,1271,94114,16570,322964,74576,NA,NA,NA,0,0,1,NA,NA,"09030001",0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,11967167,713,93851,15097,46828,558,1265,NA,10388,12929,1677,0,0,597,386,1368174,36933,3865,419,267,183,623242,59796,22,7518,117363,451888,389799,NA,NA,NA,0,15669,0,NA,NA,"09030009",28333,NA,NA,6062,NA,NA,2599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,85,3,72,16,0,688,NA,1414,1051,0,2,5,202,27,124495,62084,6746,579,221,54611,2477036,811593,219,105438,116555,1324380,306091,NA,NA,NA,0,0,12,NA,NA,"09030005",0,NA,NA,0,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,32,6450,12,6337,0,101,NA,461,5007,3,0,0,1,1101,2437,10920,285,14,1,2,575403,34617,1,753,27188,1237801,800635,NA,NA,NA,0,4258,1287,NA,NA,"09030007",17,NA,NA,781,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,0,184,241,15,1068,0,329,NA,1755,2808,21,13,0,10,37,270278,53872,5366,347,159,652,2733824,311142,142,23445,100884,2142113,265830,NA,NA,NA,1,4,100,NA,NA,"09030006",0,NA,NA,1,NA,NA,2956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,2041619,31,22784,100,27098,1,1505,NA,5554,23469,2,0,1,36,1034,21909,31141,10129,2483,1845,32,576909,38980,34,2179,77369,1141776,381079,NA,NA,NA,0,2370,249,NA,NA,"09030008",922,NA,NA,2968,NA,NA,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,7162514,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,"09030010",0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,1142126,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,"09030011",0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,0,17,0,9,1,0,65,NA,94,32,0,0,0,2,2,373861,23682,3077,478,167,8831,1068455,1143188,223,110123,30032,147593,65875,NA,NA,NA,0,0,0,NA,NA,"09030002",0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,12812184,1,23,4,1,0,11,NA,47,1047,0,0,2,49,2,217010,7947,2754,262,72,48,688560,55003,3,6274,18219,277864,59414,NA,NA,NA,0,0,0,NA,NA,"09030003",0,NA,NA,0,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,4484918,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,"09040004",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,2827958,1,NA,1729,1928,NA,238,NA,9458,5647,NA,NA,130,NA,928,47549,6552,2652,874,30,142233,209094,515286,7412,265905,181073,1837,162,NA,NA,NA,NA,21,NA,NA,NA,"09040001",2,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,NA,11922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,4913107,0,NA,0,1,NA,0,NA,0,0,NA,NA,0,NA,0,11711,4,1,0,0,82854,2886,305353,2509,114507,1206,1,0,NA,NA,NA,NA,0,NA,NA,NA,"09040002",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,5393443,0,NA,0,0,NA,0,NA,0,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,"09040003",0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,0,117,NA,531,705,NA,68,1,16427,21191,NA,22,0,0,74,127,13177,7905,1424,59,131,3,1286773,39,289605,532806,12580,190,NA,NA,NA,NA,4,NA,NA,NA,"10020006",12,NA,0,35,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,1,0,NA,725,45,NA,130,0,24279,37971,NA,0,0,0,59,61451,26109,12746,6133,75,8454,228,1170142,40,1893162,3320267,2275,96775,NA,NA,NA,NA,0,NA,NA,NA,"10020001",0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,0,18,NA,41570,61417,NA,1331,0,195157,87854,NA,3670,11,0,1311,780,50215,30875,14933,978,1326,112,745156,69,644224,2413025,21670,5617,NA,NA,NA,NA,33,NA,NA,NA,"10020002",15,NA,0,213,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,0,168,NA,3227,3195,NA,317,2,51090,33943,NA,66,0,0,91,2761,17301,5609,631,17,1237,595,786967,60,539233,1309407,14137,9197,NA,NA,NA,NA,5,NA,NA,NA,"10020003",21,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,5,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
