"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Rye","Oats","Alfalfa","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Clover/Wildflowers","Fallow/Idle Cropland","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Winter Wheat","Christmas Trees","Radishes","Canola","Misc Vegs & Fruits","HUC","Apples","Cranberries","Sorghum","Sweet Corn","Sod/Grass Seed","Dry Beans","Other Crops","Squash","Pumpkins","Triticale","Millet","Cabbage","Gourds","Sunflower","Dbl Crop Corn/Soybeans","Tobacco","Durum Wheat","Tomatoes","Peaches","Grapes","Pears","Peppers","Strawberries","Eggplants","Other Tree Crops","Pop or Orn Corn","Onions","Peas","Plums","Herbs","Carrots","Asparagus","Greens","Other Small Grains","Aquaculture","Lettuce","Caneberries","Dbl Crop Barley/Corn","Walnuts","Dbl Crop WinWht/Corn","Dbl Crop Oats/Corn","Dbl Crop WinWht/Soybeans","Speltz","Cucumbers","Vetch","Cherries","Nectarines","Watermelons","Dbl Crop Barley/Soybeans","Sweet Potatoes","Dbl Crop Soybeans/Oats","Cauliflower","Dbl Crop WinWht/Sorghum","Cotton","Dbl Crop Barley/Sorghum","Turnips","Rape Seed","Cantaloupes","Switchgrass","Sugarbeets","Peanuts","Dbl Crop WinWht/Cotton","Dbl Crop Soybeans/Cotton","Pecans","Rice","Sugarcane","Olives","Oranges","Citrus","Celery","Hops","Camelina","Mint","Apricots","Flaxseed","Mustard","Almonds","Garlic","Safflower","Lentils","Perennial Ice/Snow ","Honeydew Melons","Pistachios","Dbl Crop Lettuce/Cotton","Dbl Crop Durum Wht/Sorghum","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates"
1,6,NA,52413,650,184,NA,167,63,9386,637,NA,82,0,529877,1920,77379,4786,1544,380,271,2367,4,0,1164,1013941,12491,31,NA,NA,585697,NA,NA,0,NA,"11030007",NA,NA,364095,NA,0,72,0,NA,NA,3624,4,NA,NA,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,276,NA,3,NA,NA,NA,0,NA,NA,0,NA,0,NA,6887,1,8,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,40636,33037,54,NA,2374,1180,31139,4685,NA,1,0,323732,5789,90845,21527,6065,2543,77,5602,0,0,160,1035105,21617,183,NA,NA,441818,NA,NA,0,NA,"11030008",NA,NA,252571,NA,2,0,0,NA,NA,240,2,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,NA,846,NA,NA,NA,0,NA,NA,0,NA,0,NA,6474,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,435670,132990,9,NA,57713,758,59667,1610,NA,5,0,182426,21632,134358,12776,3140,657,150,7330,3,0,60,1597144,28074,600,NA,NA,752963,NA,NA,71,NA,"11030009",NA,NA,107543,NA,0,0,0,NA,NA,1337,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,253,NA,18026,NA,NA,NA,0,NA,NA,0,NA,0,NA,27782,420,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,124565,222470,35,NA,1182,77,51591,1439,NA,0,0,10560,22461,76297,24153,7275,2559,357,27383,0,7,32,517704,4010,42,NA,NA,530807,NA,NA,798,NA,"11030010",NA,NA,107516,NA,4,0,1,NA,NA,468,76,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,125,NA,72380,NA,NA,NA,5,NA,NA,0,NA,16,NA,31899,39,15,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,138910,188764,15,NA,2082,1481,97131,4919,NA,0,0,95014,57517,129027,40373,8500,3679,614,40565,0,1,8,783350,10872,10856,NA,NA,848779,NA,NA,188,NA,"11030011",NA,NA,249906,NA,0,0,35,NA,NA,618,7,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,26,NA,35993,NA,NA,NA,0,NA,NA,0,NA,1,NA,6202,5,4,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,351109,451214,140,NA,40,1162,36473,15666,NA,0,0,9325,24906,203905,103467,26698,10254,650,128599,0,9,48,1211797,13226,48,NA,NA,1095384,NA,NA,319,NA,"11030012",NA,NA,152787,NA,0,0,1,NA,NA,445,53,NA,NA,27,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,775,NA,221213,NA,NA,NA,13,NA,NA,7,NA,67,NA,33968,8,80,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,153015,175586,77,NA,7,27,15045,8599,NA,0,0,3737,43565,146937,233932,84291,43080,898,83648,1,9,6,713951,35566,59,NA,NA,568224,NA,NA,1488,NA,"11030013",NA,NA,109218,NA,17,0,31,NA,NA,99,0,NA,NA,208,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,287,NA,138042,NA,NA,NA,0,NA,NA,0,NA,0,NA,38093,13601,8,NA,NA,NA,NA,NA,NA,0,291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,237276,141672,3,NA,22765,53,35934,3193,NA,0,0,28637,58661,123433,16191,2216,338,144,52383,2,1,157,1457824,17623,333,NA,NA,695039,NA,NA,3151,NA,"11030014",NA,NA,89307,NA,0,0,4,NA,NA,1557,963,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1212,NA,35844,NA,NA,NA,11,NA,NA,0,NA,223,NA,34392,451,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,96372,55508,11,NA,764,582,15423,7441,NA,0,0,26733,18944,89939,18028,4360,1368,267,38201,2,13,9,1042682,7438,121,NA,NA,777983,NA,NA,8772,NA,"11030015",NA,NA,67588,NA,0,0,103,NA,NA,690,460,NA,NA,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,732,NA,16492,NA,NA,NA,8,NA,NA,0,NA,3,NA,27085,8540,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,15,NA,263090,180843,0,NA,12,259,7468,30697,NA,0,2,930,67383,101018,37422,10231,2900,379,114347,9,613,3,1681394,34392,31,NA,NA,156760,NA,NA,9,NA,"11030017",NA,NA,28981,NA,0,0,8,NA,NA,65,0,NA,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,37,NA,67845,NA,NA,NA,0,NA,NA,0,NA,34,NA,4892,5,231,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,16,NA,81187,127110,0,NA,10,213,8110,25035,NA,0,0,2083,47223,130284,62847,18072,4446,462,172585,4,141,71,1969775,36448,163,NA,NA,167565,NA,NA,51,NA,"11030018",NA,NA,34395,NA,0,0,3,NA,NA,6,0,NA,NA,94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,61,NA,52272,NA,NA,NA,0,NA,NA,0,NA,0,NA,10582,2421,1,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,17,NA,136470,565,24,NA,1,635,1698,1131,NA,3,0,1066664,802,120015,7198,1782,472,631,221,0,0,1160,912421,1131,596,NA,NA,1538806,NA,NA,0,NA,"11030002",NA,NA,375305,NA,0,1,0,NA,NA,2058,10268,NA,NA,6656,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,951,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14,NA,3,NA,NA,NA,0,NA,NA,0,NA,0,NA,7326,1,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,18,NA,77729,92157,21,NA,1,13,6375,2629,NA,0,0,1365,14748,45463,11928,2208,575,144,35863,0,34,2,302051,10772,17,NA,NA,422698,NA,NA,2971,NA,"11030016",NA,NA,62740,NA,0,0,2,NA,NA,87,0,NA,NA,691,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,43,NA,56777,NA,NA,NA,0,NA,NA,0,NA,1,NA,25251,1272,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,640194,31130,1877,1,75,1817,28288,820,NA,2756,NA,371414,8554,219486,21009,4376,1520,852,3303,48,0,69531,2502396,14261,1805,NA,NA,665706,NA,NA,21,0,"11040006",NA,NA,351189,NA,NA,4,NA,NA,NA,5116,5,NA,NA,5427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4295,167,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18741,8685,3,NA,NA,0,NA,NA,NA,412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,136955,1126,3168,0,113,912,26082,10269,NA,588,NA,215169,728,124415,3606,599,64,663,1044,969,10,840619,2932989,15466,5489,NA,NA,261565,NA,NA,24,0,"11040002",NA,NA,145670,NA,NA,0,NA,NA,NA,6241,4,NA,NA,2095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2752,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2447,5804,1,NA,NA,0,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,12418,1589,1681,0,99,1284,33687,2443,NA,80,NA,285237,10887,163416,8169,3821,286,604,1558,20,13,2415,3906338,11957,124,NA,NA,726950,NA,NA,23,0,"11040008",NA,NA,156415,NA,NA,0,NA,NA,NA,9501,0,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,989,0,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8261,8,1441,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,261,0,1,0,0,196,4284,2837,NA,0,NA,7360,547,16355,519,208,6,55,2003,864103,0,1025777,2888632,1386,3250,NA,NA,8821,NA,NA,0,1,"11040001",NA,NA,1278,NA,NA,0,NA,NA,NA,108,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,25,0,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,92417,0,2149,0,1090,978,7774,129202,NA,1,NA,295707,57,65893,1621,128,22,21,240,1,0,42152,968946,506,140,NA,NA,432090,NA,NA,0,0,"11040004",NA,NA,146391,NA,NA,0,NA,NA,NA,2411,305,NA,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953,5,0,NA,NA,0,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,690243,18712,49,0,23,11,14447,1298,NA,149,NA,621326,6140,146031,8923,1754,375,160,12158,1,0,859,1302814,7096,80,NA,NA,925357,NA,NA,0,0,"11040007",NA,NA,373903,NA,NA,0,NA,NA,NA,4529,1,NA,NA,1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131,0,707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19197,761,15,NA,NA,0,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,187099,104,16,0,909,1985,6281,26213,NA,16,NA,525514,907,98320,3814,1135,415,380,962,25,0,33036,922945,949,185,NA,NA,792462,NA,NA,0,0,"11040003",NA,NA,228755,NA,NA,0,NA,NA,NA,5190,617,NA,NA,1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1769,615,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8878,424,3,NA,NA,0,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,258480,527,369,0,141,142,34727,74506,NA,502,NA,904414,681,175767,8032,1307,443,836,1945,27,0,74647,1901856,3767,2604,NA,NA,1586957,NA,NA,0,0,"11040005",NA,NA,404938,NA,NA,28,NA,NA,NA,16495,47,NA,NA,1839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,779,47,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23460,173,0,NA,NA,0,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,445,1761,399,0,86979,430,35234,NA,NA,NA,0,123596,43885,213847,27595,18479,1690,16109,29311,233863,8344,8040,4834119,23662,15339,NA,NA,1159050,NA,NA,55341,NA,"11050001",NA,NA,17802,0,NA,NA,2,NA,NA,7834,1,NA,NA,7,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,10,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,6037,24,15,NA,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,5920,9762,2255,24,7903,434,13875,NA,NA,NA,1,17779,104811,234169,48870,21495,7224,6828,1109852,27137,1,11,2206672,119,552,NA,NA,138070,NA,NA,2605,NA,"11050003",NA,NA,15268,1,NA,NA,0,NA,NA,2,484,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,142,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1761,475,0,NA,NA,NA,NA,NA,19,0,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,40742,15206,1280,439,816701,4630,99982,NA,NA,NA,0,168672,70918,485709,147618,93555,29055,5112,399685,106130,136,45,3534405,213,1472,NA,NA,2839398,NA,NA,315697,NA,"11050002",NA,NA,91029,359,NA,NA,0,NA,NA,8002,25,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,190,NA,661,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,35056,538,112,NA,NA,NA,NA,NA,4,5,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,74729,86047,50,846,859,1742,46486,0,NA,NA,NA,95243,161543,280874,33549,12063,2872,6206,808544,4004,1,2256,3341380,45592,9290,NA,NA,906239,NA,NA,85751,NA,"11060006",NA,NA,109583,512,0,NA,0,NA,NA,50,6,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,479,NA,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,29195,16,0,NA,NA,NA,NA,NA,1,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,25216,78814,0,0,42,155,10410,7641,NA,NA,NA,5418,109272,102715,22022,4702,1929,2190,160957,241,35,2303,1930161,104058,8403,NA,NA,136411,NA,NA,593,NA,"11060001",NA,NA,15431,0,0,NA,19,NA,NA,3,8,NA,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218,NA,11003,NA,NA,NA,0,NA,NA,0,NA,2,NA,930,607,2,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,2894,1308,51,0,1266,76,19671,45,NA,NA,NA,64867,11845,80841,6787,3422,601,77,24315,237,2,87,2469402,5690,44,NA,NA,353891,NA,NA,11254,NA,"11060002",NA,NA,43911,0,0,NA,0,NA,NA,178,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,23,NA,NA,NA,0,NA,NA,0,NA,0,NA,2524,92,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,78645,146707,2008,737,33352,889,115853,1000,NA,NA,NA,230736,78582,262960,45985,13041,3266,60173,69853,1108,6,3332,2538055,88862,2175,NA,NA,2336037,NA,NA,275942,NA,"11060004",NA,NA,255498,0,0,NA,425,NA,NA,1330,51,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,822,NA,1062,NA,NA,NA,0,NA,NA,0,NA,19,NA,63750,6756,631,NA,NA,NA,NA,NA,0,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,145995,207638,71,1,1273,770,30119,12637,NA,NA,NA,64835,32707,239492,32629,4718,1052,496,83591,15,1,13,1892150,66454,388,NA,NA,2490754,NA,NA,125095,NA,"11060005",NA,NA,240955,0,11,NA,1384,NA,NA,1971,788,NA,NA,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,NA,73460,NA,NA,NA,2,NA,NA,12,NA,0,NA,61320,6745,0,NA,NA,NA,NA,NA,0,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,31274,23604,64,0,1301,40,29343,2042,NA,NA,NA,41994,22214,129009,10573,3787,516,185,52926,96,0,68,2270245,6552,82,NA,NA,906682,NA,NA,62570,NA,"11060003",NA,NA,55737,0,0,NA,98,NA,NA,2159,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,3009,NA,NA,NA,0,NA,NA,0,NA,0,NA,20316,4840,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,1508,8483,48,NA,36,13,275,0,0,NA,9,1787,67824,214638,114593,62134,41808,3104,973706,202,1,0,1770655,6,594,NA,NA,9685,NA,NA,0,NA,"11070107",NA,NA,1007,NA,0,NA,205,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,24,NA,0,846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,159695,178441,387,NA,1059,1424,5678,256180,8,NA,807,1449,172955,189116,47030,12668,4294,3787,653636,517,2111,199,2493744,7715,894,NA,NA,37751,NA,NA,0,NA,"11070103",NA,NA,11945,NA,1,NA,5249,NA,NA,0,31,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,117984,NA,NA,NA,NA,NA,0,0,NA,4,NA,230,0,0,0,NA,NA,0,NA,0,NA,0,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,15300,79944,78,NA,4,342,4335,28124,0,NA,62,1571,77495,271385,52530,14351,4944,2234,1100818,3413,529,41,4332894,1464,205,NA,NA,23626,NA,NA,12,NA,"11070106",NA,NA,2445,NA,0,NA,1640,NA,NA,2,8,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0,7140,NA,NA,NA,NA,NA,0,0,NA,0,NA,81,2,0,0,NA,NA,0,NA,0,NA,0,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,12482,96060,0,NA,56,345,1093,0,0,NA,40,327,36802,162959,46449,26282,9579,704,469171,42,3,6,1139069,46,92,NA,NA,37005,NA,NA,0,NA,"11070105",NA,NA,11933,NA,0,NA,998,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,80,0,0,NA,NA,NA,NA,NA,7,0,NA,207,NA,0,1,0,0,NA,NA,0,NA,3,NA,0,3214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,25600,51493,0,NA,80,861,2448,0,0,NA,17,1021,179673,308980,44880,21656,8891,2740,2144501,11368,405,785,3543093,9085,434,NA,NA,33114,NA,NA,0,NA,"11070209",NA,NA,12787,NA,0,NA,568,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,181,0,87,NA,NA,NA,NA,NA,12,2,NA,162,NA,43,1,0,0,NA,NA,0,NA,0,NA,0,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,61174,80706,0,NA,8,257,112,39358,1,NA,77,1336,182003,141786,46257,15346,5464,12773,592796,911,60,525,1360336,28841,434,NA,NA,10612,NA,NA,0,NA,"11070206",NA,NA,17096,NA,13,NA,48,NA,NA,0,0,NA,NA,1,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,16,0,16101,NA,NA,NA,NA,NA,0,140,NA,0,NA,290,0,0,0,NA,NA,0,NA,0,NA,0,2059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,16176,4489,2,NA,26,1,147,26099,0,NA,0,26,17043,177337,35826,17321,4683,1980,1478712,2079,221,200,1145527,2695,37,NA,NA,4191,NA,NA,0,NA,"11070208",NA,NA,173,NA,857,NA,0,NA,NA,3,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,0,3,0,15431,NA,NA,NA,NA,NA,0,37,NA,0,NA,2,0,0,12,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
