"layer","zone","Background","Corn","Soybeans","Barley","Spring Wheat","Winter Wheat","Rye","Oats","Canola","Other Hay/Non Alfalfa","Buckwheat","Potatoes","Peas","Clover/Wildflowers","Fallow/Idle Cropland","Apples","Open Water","Developed/Open Space","Developed/Low Intensity","Developed/Med Intensity","Developed/High Intensity","Barren","Deciduous Forest","Evergreen Forest","Mixed Forest","Shrubland","Grassland/Pasture","Woody Wetlands","Herbaceous Wetlands","Broccoli","Blueberries","Alfalfa","Sweet Corn","Mustard","Christmas Trees","Squash","Cranberries","HUC","Misc Vegs & Fruits","Sod/Grass Seed","Peppers","Other Crops","Sorghum","Tobacco","Dry Beans","Tomatoes","Peaches","Grapes","Strawberries","Pumpkins","Durum Wheat","Sunflower","Cucumbers","Cabbage","Eggplants","Herbs","Other Tree Crops","Carrots","Greens","Aquaculture","Pears","Dbl Crop WinWht/Soybeans","Triticale","Sweet Potatoes","Onions","Cherries","Garlic","Plums","Dbl Crop WinWht/Corn","Dbl Crop Barley/Corn","Celery","Radishes","Dbl Crop Oats/Corn","Dbl Crop Soybeans/Oats","Nectarines","Asparagus","Speltz","Dbl Crop Barley/Soybeans","Cotton","Peanuts","Millet","Dbl Crop WinWht/Sorghum","Sugarbeets","Watermelons","Switchgrass","Cantaloupes","Lettuce","Rape Seed","Dbl Crop Corn/Soybeans","Dbl Crop Barley/Sorghum","Pop or Orn Corn","Hops","Turnips","Rice","Dbl Crop Soybeans/Cotton","Pecans","Dbl Crop WinWht/Cotton","Flaxseed","Caneberries","Olives","Sugarcane","Citrus","Oranges","Cauliflower","Camelina","Vetch","Walnuts","Gourds","Mint","Apricots","Safflower","Lentils","Perennial Ice/Snow ","Other Small Grains","Pistachios","Dbl Crop Durum Wht/Sorghum","Honeydew Melons","Dbl Crop Lettuce/Durum Wht","Dbl Crop Lettuce/Cotton","Almonds","Dbl Crop Lettuce/Cantaloupe","Dbl Crop Lettuce/Barley","Pomegranates"
1,4,NA,458075,895414,174,NA,232176,2503,2833,0,1199825,NA,NA,NA,2236,8073,NA,87246,238662,81647,13312,2296,5636,717174,97,9509,899,2176408,12943,937,NA,NA,18910,0,NA,NA,0,NA,"10290101",NA,46,NA,693,16121,0,4,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,72853,30,NA,NA,NA,NA,NA,1475,0,NA,0,0,7,NA,NA,NA,52,NA,NA,45,4614,NA,NA,0,NA,NA,NA,0,6,0,NA,0,NA,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,267764,696486,16,NA,95842,236,468,0,1266730,NA,NA,NA,2986,16397,NA,103039,203317,77597,11419,2436,9032,749368,365,9688,8267,812044,87350,3370,NA,NA,3514,0,NA,NA,0,NA,"10290102",NA,1965,NA,1090,1623,2,0,NA,NA,NA,NA,9,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,96809,500,NA,NA,NA,NA,NA,1183,0,NA,2,0,0,NA,NA,NA,21,NA,NA,18,1082,NA,NA,1,NA,NA,NA,2674,0,0,NA,19,NA,NA,1243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,75958,70784,447,NA,9360,578,180,37,147806,NA,NA,NA,406,676,NA,129104,232082,68653,15516,6136,3820,2091883,48996,3350,1798,2659507,6108,688,NA,NA,8240,0,NA,NA,0,NA,"10290106",NA,16752,NA,29,1626,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,70111,4,NA,NA,NA,NA,NA,253,0,NA,2,8,0,NA,NA,NA,26,NA,NA,19,28,NA,NA,1,NA,NA,NA,130,0,3,NA,26,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,9910,12882,31,NA,6066,21,51,0,37347,NA,NA,NA,2,301,NA,65168,89183,36665,5818,1906,2027,1050527,91359,3924,1974,1004958,1603,1028,NA,NA,1578,0,NA,NA,0,NA,"10290107",NA,4189,NA,67,186,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4619,0,NA,NA,NA,NA,NA,467,0,NA,0,0,0,NA,NA,NA,0,NA,NA,5,141,NA,NA,1,NA,NA,NA,9,0,0,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,10282,12600,0,NA,1674,0,1,0,25375,NA,NA,NA,9,54,NA,214171,216881,52633,15782,5551,2701,2515747,31944,4288,5058,866031,4946,201,NA,NA,1266,0,NA,NA,0,NA,"10290109",NA,227,NA,12,61,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2923,0,NA,NA,NA,NA,NA,30,0,NA,0,0,0,NA,NA,NA,0,NA,NA,8,0,NA,NA,1,NA,NA,NA,27,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,5456,1904,0,NA,1060,1,0,0,10886,NA,NA,NA,12,5,NA,29114,121856,23745,3557,769,633,1852888,19987,3259,963,882784,626,15,NA,NA,2083,0,NA,NA,0,NA,"10290110",NA,321,NA,56,0,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,263,0,NA,NA,NA,NA,NA,88,0,NA,0,0,0,NA,NA,NA,0,NA,NA,0,1,NA,NA,0,NA,NA,NA,8,0,0,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,14547,37957,3,NA,3774,48,19,0,73071,NA,NA,NA,30,35,NA,32149,113530,17979,3327,822,1820,1754294,59012,11079,1092,966061,3683,361,NA,NA,297,0,NA,NA,0,NA,"10290111",NA,935,NA,5,310,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4531,0,NA,NA,NA,NA,NA,224,205,NA,0,0,1,NA,NA,NA,195,NA,NA,0,33,NA,NA,3,NA,NA,NA,113,2,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,20032,6795,0,NA,1394,0,0,0,48577,NA,NA,NA,102,14,NA,8076,205150,33831,7945,1780,4346,2860006,81094,8607,230,1849584,517,11,NA,NA,4296,0,NA,NA,0,NA,"10290201",NA,1004,NA,473,135,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,362,0,NA,NA,NA,NA,NA,20,0,NA,0,0,0,NA,NA,NA,0,NA,NA,0,32,NA,NA,1,NA,NA,NA,27,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,1142,219,0,NA,365,2,10,0,15019,NA,NA,NA,1,1,NA,3228,92919,18370,5673,1704,1343,1379289,94718,2902,12,551132,208,1,NA,NA,307,0,NA,NA,0,NA,"10290202",NA,4613,NA,0,70,0,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,0,0,NA,0,0,0,NA,NA,NA,2,NA,NA,0,0,NA,NA,0,NA,NA,NA,6,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,137616,196363,39,NA,9282,109,102,1,151044,NA,NA,NA,265,2404,NA,146411,134086,17472,2199,709,1269,1258317,45507,760,1612,1091820,71845,19489,NA,NA,705,0,NA,NA,0,NA,"10290105",NA,45219,NA,1,804,0,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,126341,1,NA,NA,NA,NA,NA,221,0,NA,3,8,0,NA,NA,NA,9,NA,NA,4,5,NA,NA,181,NA,NA,NA,867,0,1,NA,0,NA,NA,417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,328659,756782,0,NA,40405,324,358,0,432446,NA,NA,NA,669,4378,NA,158998,289509,114241,19180,4364,5079,969181,10727,362,2153,2398760,122701,30193,NA,NA,810,4,NA,NA,0,NA,"10290108",NA,32845,NA,11,1499,2,0,NA,NA,NA,NA,25,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,165275,239,NA,NA,NA,NA,NA,16,0,NA,2,0,0,NA,NA,NA,54,NA,NA,11,9,NA,NA,146,NA,NA,NA,764,0,1,NA,0,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,995509,1396461,2,NA,34152,90,202,NA,279015,NA,NA,NA,523,1798,62,152449,667993,611093,192252,79300,9115,1147265,58,260,1774,2044945,93749,7681,NA,NA,1627,NA,NA,0,0,NA,"10300101",NA,99,NA,37,1565,6,NA,NA,7,NA,NA,0,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,47186,1,NA,NA,NA,NA,NA,21,NA,NA,2,0,13,NA,NA,NA,2,NA,NA,0,2,NA,NA,1037,NA,NA,NA,384,0,0,NA,1,0,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,562625,894694,25,NA,56060,950,25,NA,342809,NA,NA,NA,1168,3934,0,132150,414111,163159,59614,15639,10704,3737756,73594,14349,1542,3111898,56866,7779,NA,NA,3093,NA,NA,0,2,NA,"10300102",NA,1385,NA,26,3660,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,110188,0,NA,NA,NA,NA,NA,856,NA,NA,0,15,0,NA,NA,NA,445,NA,NA,0,1408,NA,NA,508,NA,NA,NA,3730,7,0,NA,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,268188,460422,0,NA,42857,358,29,NA,200047,NA,NA,NA,521,534,0,9415,128461,46173,10374,5009,2541,862445,13094,3432,2987,1077259,9311,332,NA,NA,739,NA,NA,0,0,NA,"10300103",NA,331,NA,0,786,0,NA,NA,0,NA,NA,0,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,53512,0,NA,NA,NA,NA,NA,46,NA,NA,0,0,0,NA,NA,NA,21,NA,NA,6,4,NA,NA,43,NA,NA,NA,35,0,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,787243,969484,1,NA,25812,284,8,NA,234343,NA,NA,NA,131,331,2,24382,202525,65361,13990,5149,1243,731651,412,155,639,1270767,55059,1618,NA,NA,1074,NA,NA,1,0,NA,"10300104",NA,653,NA,8,455,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,51438,0,NA,NA,NA,NA,NA,3,NA,NA,4,0,3,NA,NA,NA,0,NA,NA,31,40,NA,NA,21,NA,NA,NA,75,0,1,NA,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,239096,340079,12,NA,13706,102,4,NA,84217,NA,NA,NA,217,3378,0,122256,233854,230700,81129,38984,12692,2247183,23875,2127,232,797706,44358,5360,NA,NA,957,NA,NA,0,202,NA,"10300200",NA,205,NA,5,3277,0,NA,NA,0,NA,NA,106,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,43728,0,NA,NA,NA,NA,NA,400,NA,NA,0,0,0,NA,NA,NA,60,NA,NA,0,233,NA,NA,47,NA,NA,NA,6539,6,5,NA,0,28,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,5438,35052,0,NA,3394,0,1,NA,0,NA,NA,NA,0,51724,NA,155870,172345,53725,9101,4474,1875,2731589,514233,344416,5280,1004408,68858,3477,NA,7,0,NA,NA,NA,0,NA,"11010014",NA,0,NA,34,166,NA,NA,NA,0,0,NA,NA,NA,10,NA,NA,NA,0,NA,NA,NA,23,NA,3866,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,3,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,15160,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,1860,93,0,NA,691,0,0,NA,1915,NA,NA,NA,0,348,NA,276154,301541,73256,12476,3730,4431,4318484,260551,15989,655,2077231,1743,11,NA,0,14,NA,NA,NA,0,NA,"11010001",NA,121,NA,1,9,NA,NA,NA,0,229,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,160,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,NA,NA,2,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,138466,497886,1,NA,6824,0,19,NA,16409,NA,NA,NA,0,17217,NA,35085,205949,27345,6298,1460,14887,3349529,125090,109101,3373,368619,267850,949,NA,0,25,NA,NA,NA,6,NA,"11010007",NA,772,NA,6,3900,NA,NA,NA,34,0,NA,NA,NA,0,NA,NA,NA,12,NA,NA,NA,841,NA,52424,0,2,NA,NA,NA,NA,319,0,NA,NA,NA,21,NA,NA,NA,0,4572,2889,0,232,NA,166,10,12,NA,NA,11,NA,133,NA,0,279628,0,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,85755,634381,0,NA,19984,0,11,NA,0,NA,NA,NA,0,155135,NA,35631,101666,17324,6517,2048,293,220697,19785,47315,10,127658,263180,3907,NA,0,0,NA,NA,NA,0,NA,"11010013",NA,0,NA,29,18635,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,1115,NA,NA,NA,379,NA,78924,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,550,5152,0,0,NA,2,0,0,NA,NA,963,NA,0,NA,0,283942,0,347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,22145,49098,0,NA,1630,0,1,NA,0,NA,NA,NA,0,7139,NA,39712,151538,48818,9466,4056,1804,2377017,240126,385356,483,861616,20671,161,NA,38,0,NA,NA,NA,0,NA,"11010004",NA,0,NA,2,5747,NA,NA,NA,0,0,NA,NA,NA,4,NA,NA,NA,230,NA,NA,NA,2,NA,13777,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,1,1,0,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,6403,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,5,4,0,NA,0,0,0,NA,0,NA,NA,NA,0,0,NA,5547,115919,8383,750,161,533,3021450,106536,18494,490,577555,527,5,NA,0,0,NA,NA,NA,0,NA,"11010005",NA,0,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,1,0,NA,0,0,0,NA,NA,0,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,47473,334590,0,NA,13933,0,2,NA,1579,NA,NA,NA,1,42950,NA,29130,83518,13296,2273,831,711,764913,22404,96982,181,480222,186802,253,NA,0,0,NA,NA,NA,0,NA,"11010009",NA,0,NA,7,11339,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,319,NA,NA,NA,85,NA,12740,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,1,10775,0,89,NA,0,0,0,NA,NA,20,NA,0,NA,0,198548,0,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,8,NA,1783,4287,0,NA,387,0,0,NA,3665,NA,NA,NA,0,476,NA,12020,150176,26793,4877,2144,1345,2171085,8819,45486,466,1057889,3564,0,NA,0,341,NA,NA,NA,0,NA,"11010010",NA,78,NA,17,198,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,529,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,1,0,5,NA,0,0,0,NA,NA,0,NA,0,NA,0,154,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,9,NA,85,21606,0,NA,293,0,0,NA,0,NA,NA,NA,0,1519,NA,7399,94895,14658,1268,328,498,1088349,42866,210199,203,692625,6657,4,NA,0,0,NA,NA,NA,0,NA,"11010012",NA,0,NA,1,572,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,238,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,NA,NA,2,NA,0,NA,0,4674,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,10,NA,717,459,0,NA,814,0,3,NA,4358,NA,NA,NA,1,153,NA,217887,287656,77527,20536,5944,8294,4217855,518346,80630,5489,2052419,1295,17,NA,0,359,NA,NA,NA,0,NA,"11010003",NA,9,NA,0,16,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,96,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,59,NA,0,0,0,NA,NA,23,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,11,NA,1388,983,0,NA,64,0,0,NA,7286,NA,NA,NA,0,34,NA,96686,190203,19316,1797,376,1419,3323365,132077,71720,240,1420829,799,0,NA,0,1023,NA,NA,NA,0,NA,"11010006",NA,347,NA,1,535,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,6,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,NA,NA,16,NA,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,12,NA,364,247,0,NA,153,0,0,NA,10792,NA,NA,NA,1,65,NA,4534,120007,9037,1510,304,577,2195426,96093,47706,35,966656,4816,2,NA,0,151,NA,NA,NA,0,NA,"11010011",NA,2248,NA,0,84,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,3,NA,NA,NA,7,NA,25,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,0,0,0,1,NA,0,0,0,NA,NA,4,NA,0,NA,0,5,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,13,NA,18663,3763,10,NA,6191,163,25,NA,28248,NA,NA,NA,33,102,NA,39028,219773,159305,65643,23148,2101,1650279,67136,7358,480,1887912,635,9,NA,0,5382,NA,NA,NA,0,NA,"11010002",NA,944,NA,4,49,NA,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,5210,59,0,NA,NA,NA,NA,65,0,NA,NA,NA,0,NA,NA,NA,46,0,0,5,100,NA,0,0,0,NA,NA,26,NA,0,NA,2,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,14,NA,34256,190441,0,NA,4327,0,1,NA,23360,NA,NA,NA,0,4413,NA,20644,255173,13212,1440,388,2077,5347861,247379,157481,226,1011185,84471,117,NA,0,86,NA,NA,NA,0,NA,"11010008",NA,1570,NA,0,7039,NA,NA,NA,37,0,NA,NA,NA,0,NA,NA,NA,9,NA,NA,NA,63,NA,13204,0,0,NA,NA,NA,NA,6,1,NA,NA,NA,0,NA,NA,NA,25,24,3157,0,394,NA,758,0,23,NA,NA,2,NA,4,NA,0,111340,10,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1,NA,0,0,29,29,40,1,1662,0,137970,NA,0,0,0,206,0,23824,57468,31466,6941,508,508419,294399,3913191,18965,813520,2876431,90208,13492,NA,NA,16623,0,NA,NA,NA,NA,"11020001",NA,0,NA,NA,0,NA,0,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,2,NA,535,0,3,0,53,0,0,0,516,NA,0,0,0,871,1,6920,133674,192005,104594,23112,9880,20341,745148,47,189658,1194277,21289,15221,NA,NA,13356,0,NA,NA,NA,NA,"11020003",NA,15,NA,NA,128,NA,0,NA,NA,NA,NA,0,NA,10,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,10,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,3,NA,7452,1,1,0,6455,18,11,0,3961,NA,0,36,30,12050,176,25101,139092,109544,46491,12232,18547,139699,1959273,4042,1048104,3024898,35976,10230,NA,NA,26085,37,NA,NA,NA,NA,"11020002",NA,408,NA,NA,2675,NA,293,NA,NA,NA,NA,173,NA,124,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,48,NA,16,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,50,3,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,4,NA,147,0,0,0,445,0,1,0,43,NA,0,0,0,2929,0,347,62023,3613,1308,280,2353,7,29000,0,38688,1932634,292,2581,NA,NA,3274,0,NA,NA,NA,NA,"11020004",NA,62,NA,NA,1270,NA,0,NA,NA,NA,NA,0,NA,191,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,977,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,5,NA,9079,3,0,0,34794,24,294,0,2670,NA,1,35,0,40734,0,35334,134260,22189,4892,1282,4944,53,5349,0,389065,5390378,30170,54919,NA,NA,153251,61,NA,NA,NA,NA,"11020005",NA,230,NA,NA,50427,NA,271,NA,NA,NA,NA,1247,NA,76,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,207,NA,2,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,1604,25,NA,NA,2405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,6,NA,80,0,291,0,4580,0,51,0,6241,NA,18,0,70,2675,0,3115,24594,10480,1990,236,36415,219842,1123793,35320,866796,2963747,14282,4253,NA,NA,22607,2,NA,NA,NA,NA,"11020006",NA,101,NA,NA,11186,NA,2,NA,NA,NA,NA,19,NA,15,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,25,NA,0,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,7,NA,707,0,0,0,811,0,3,0,139,NA,0,0,0,1052,0,234,10147,1093,158,9,8377,48221,309692,2659,264361,2434991,3269,1128,NA,NA,8107,0,NA,NA,NA,NA,"11020007",NA,1,NA,NA,2806,NA,0,NA,NA,NA,NA,0,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
